age	mass	temperature	gravity	luminosity	Mv	Mr	Mi	Mj	Mh	Mk	Ml	Mm	metallicity	cloud	y	l_mix
0.002511886	0.8	4044	3.915	-0.2	6.25	5.48	4.61	3.52	2.85	2.74	2.69	2.89	0	nc	0.282	1.9
0.002511886	0.85	4116	3.927	-0.16	6.04	5.28	4.48	3.44	2.79	2.68	2.64	2.83	0	nc	0.282	1.9
0.002511886	0.9	4181	3.937	-0.11	5.84	5.09	4.35	3.36	2.72	2.62	2.58	2.77	0	nc	0.282	1.9
0.002511886	0.95	4239	3.941	-0.07	5.66	4.92	4.23	3.27	2.65	2.55	2.52	2.71	0	nc	0.282	1.9
0.002511886	1	4292	3.943	-0.03	5.5	4.77	4.11	3.19	2.58	2.49	2.45	2.64	0	nc	0.282	1.9
0.002511886	1.05	4342	3.949	0.01	5.36	4.64	4.02	3.12	2.52	2.43	2.4	2.59	0	nc	0.282	1.9
0.002511886	1.1	4389	3.952	0.04	5.22	4.51	3.92	3.04	2.46	2.37	2.34	2.53	0	nc	0.282	1.9
0.002511886	1.15	4437	3.959	0.07	5.1	4.41	3.83	2.98	2.41	2.33	2.3	2.49	0	nc	0.282	1.9
0.002511886	1.2	4485	3.96	0.11	4.97	4.29	3.73	2.9	2.35	2.27	2.24	2.43	0	nc	0.282	1.9
0.003162278	0.7	3834	3.932	-0.37	7.21	6.44	5.2	3.81	3.09	2.97	2.91	3.15	0	nc	0.282	1.9
0.003162278	0.75	3892	3.948	-0.33	7	6.24	5.06	3.73	3.02	2.9	2.86	3.09	0	nc	0.282	1.9
0.003162278	0.8	4030	3.976	-0.27	6.47	5.7	4.79	3.68	3	2.88	2.83	3.04	0	nc	0.282	1.9
0.003162278	0.85	4097	3.988	-0.22	6.27	5.51	4.66	3.59	2.93	2.82	2.78	2.98	0	nc	0.282	1.9
0.003162278	0.9	4160	3.998	-0.18	6.07	5.32	4.54	3.51	2.87	2.76	2.72	2.92	0	nc	0.282	1.9
0.003162278	0.95	4219	4.003	-0.14	5.88	5.14	4.41	3.43	2.79	2.69	2.66	2.86	0	nc	0.282	1.9
0.003162278	1	4276	4.005	-0.1	5.71	4.98	4.29	3.34	2.72	2.63	2.59	2.79	0	nc	0.282	1.9
0.003162278	1.05	4329	4.011	-0.06	5.56	4.84	4.19	3.27	2.67	2.57	2.54	2.74	0	nc	0.282	1.9
0.003162278	1.1	4380	4.013	-0.02	5.41	4.69	4.08	3.19	2.6	2.51	2.48	2.68	0	nc	0.282	1.9
0.003162278	1.15	4433	4.017	0.01	5.27	4.57	3.98	3.12	2.54	2.46	2.44	2.63	0	nc	0.282	1.9
0.003162278	1.2	4486	4.02	0.05	5.14	4.45	3.89	3.05	2.49	2.41	2.38	2.57	0	nc	0.282	1.9
0.003981072	0.7	3821	3.997	-0.44	7.38	6.59	5.37	4	3.27	3.14	3.08	3.31	0	nc	0.282	1.9
0.003981072	0.75	3883	4.009	-0.39	7.15	6.38	5.21	3.9	3.18	3.06	3.01	3.24	0	nc	0.282	1.9
0.003981072	0.8	4012	4.036	-0.33	6.68	5.91	4.97	3.83	3.15	3.03	2.98	3.19	0	nc	0.282	1.9
0.003981072	0.85	4079	4.049	-0.29	6.48	5.71	4.84	3.76	3.09	2.98	2.93	3.13	0	nc	0.282	1.9
0.003981072	0.9	4144	4.054	-0.25	6.26	5.5	4.7	3.66	3.01	2.91	2.87	3.07	0	nc	0.282	1.9
0.003981072	0.95	4203	4.059	-0.2	6.06	5.31	4.57	3.58	2.94	2.84	2.8	3	0	nc	0.282	1.9
0.003981072	1	4264	4.066	-0.16	5.89	5.15	4.46	3.5	2.88	2.78	2.75	2.95	0	nc	0.282	1.9
0.003981072	1.05	4322	4.07	-0.12	5.73	5	4.34	3.42	2.81	2.72	2.69	2.89	0	nc	0.282	1.9
0.003981072	1.1	4379	4.069	-0.08	5.56	4.84	4.22	3.34	2.74	2.66	2.63	2.82	0	nc	0.282	1.9
0.003981072	1.15	4438	4.075	-0.04	5.41	4.7	4.12	3.26	2.69	2.6	2.58	2.77	0	nc	0.282	1.9
0.003981072	1.2	4497	4.076	0	5.26	4.57	4.01	3.18	2.62	2.54	2.52	2.71	0	nc	0.282	1.9
0.005011872	0.7	3821	4.057	-0.5	7.51	6.71	5.5	4.15	3.43	3.3	3.23	3.46	0	nc	0.282	1.9
0.005011872	0.75	3882	4.069	-0.45	7.29	6.51	5.36	4.06	3.35	3.22	3.17	3.39	0	nc	0.282	1.9
0.005011872	0.8	3987	4.097	-0.41	6.91	6.13	5.16	4	3.31	3.19	3.14	3.35	0	nc	0.282	1.9
0.005011872	0.85	4063	4.105	-0.36	6.66	5.89	5	3.91	3.24	3.12	3.08	3.28	0	nc	0.282	1.9
0.005011872	0.9	4129	4.114	-0.31	6.45	5.69	4.87	3.83	3.17	3.06	3.02	3.22	0	nc	0.282	1.9
0.005011872	0.95	4192	4.118	-0.27	6.24	5.49	4.73	3.73	3.09	2.99	2.95	3.15	0	nc	0.282	1.9
0.005011872	1	4257	4.122	-0.22	6.05	5.31	4.6	3.65	3.02	2.93	2.89	3.09	0	nc	0.282	1.9
0.005011872	1.05	4322	4.124	-0.18	5.87	5.13	4.48	3.56	2.95	2.86	2.83	3.02	0	nc	0.282	1.9
0.005011872	1.1	4386	4.128	-0.13	5.69	4.97	4.36	3.48	2.89	2.8	2.77	2.96	0	nc	0.282	1.9
0.005011872	1.15	4452	4.127	-0.09	5.52	4.81	4.24	3.39	2.81	2.73	2.71	2.89	0	nc	0.282	1.9
0.005011872	1.2	4520	4.128	-0.04	5.35	4.67	4.12	3.3	2.74	2.67	2.64	2.83	0	nc	0.282	1.9
0.006309573	0.7	3819	4.118	-0.56	7.64	6.83	5.64	4.31	3.6	3.46	3.39	3.61	0	nc	0.282	1.9
0.006309573	0.75	3878	4.13	-0.52	7.43	6.64	5.5	4.22	3.51	3.38	3.32	3.54	0	nc	0.282	1.9
0.006309573	0.8	3963	4.152	-0.47	7.13	6.35	5.34	4.15	3.47	3.34	3.29	3.49	0	nc	0.282	1.9
0.006309573	0.85	4047	4.165	-0.42	6.85	6.07	5.17	4.07	3.4	3.28	3.23	3.43	0	nc	0.282	1.9
0.006309573	0.9	4119	4.172	-0.37	6.62	5.85	5.02	3.97	3.32	3.21	3.17	3.36	0	nc	0.282	1.9
0.006309573	0.95	4187	4.176	-0.33	6.4	5.65	4.88	3.88	3.24	3.14	3.1	3.3	0	nc	0.282	1.9
0.006309573	1	4261	4.177	-0.28	6.19	5.44	4.74	3.78	3.16	3.06	3.03	3.22	0	nc	0.282	1.9
0.006309573	1.05	4334	4.179	-0.23	5.98	5.25	4.6	3.69	3.08	2.99	2.96	3.15	0	nc	0.282	1.9
0.006309573	1.1	4409	4.18	-0.18	5.78	5.06	4.46	3.59	3.01	2.92	2.9	3.08	0	nc	0.282	1.9
0.006309573	1.15	4486	4.179	-0.13	5.59	4.89	4.33	3.49	2.93	2.85	2.83	3.01	0	nc	0.282	1.9
0.006309573	1.2	4567	4.179	-0.08	5.4	4.72	4.2	3.4	2.85	2.78	2.76	2.94	0	nc	0.282	1.9
0.007943282	0.7	3815	4.182	-0.63	7.78	6.97	5.8	4.48	3.78	3.64	3.56	3.76	0	nc	0.282	1.9
0.007943282	0.75	3873	4.19	-0.58	7.57	6.77	5.65	4.38	3.68	3.55	3.48	3.69	0	nc	0.282	1.9
0.007943282	0.8	3948	4.211	-0.54	7.31	6.53	5.51	4.31	3.63	3.5	3.44	3.65	0	nc	0.282	1.9
0.007943282	0.85	4036	4.22	-0.48	7.01	6.23	5.32	4.21	3.54	3.42	3.37	3.57	0	nc	0.282	1.9
0.007943282	0.9	4116	4.227	-0.43	6.77	6	5.16	4.11	3.46	3.35	3.31	3.5	0	nc	0.282	1.9
0.007943282	0.95	4193	4.228	-0.38	6.52	5.76	5	4.01	3.37	3.26	3.23	3.42	0	nc	0.282	1.9
0.007943282	1	4280	4.23	-0.32	6.28	5.54	4.84	3.9	3.28	3.19	3.15	3.35	0	nc	0.282	1.9
0.007943282	1.05	4367	4.231	-0.26	6.04	5.31	4.69	3.8	3.2	3.11	3.08	3.27	0	nc	0.282	1.9
0.007943282	1.1	4459	4.231	-0.21	5.82	5.11	4.54	3.69	3.11	3.03	3.01	3.19	0	nc	0.282	1.9
0.007943282	1.15	4552	4.228	-0.15	5.59	4.91	4.38	3.57	3.02	2.95	2.93	3.11	0	nc	0.282	1.9
0.007943282	1.2	4649	4.224	-0.09	5.37	4.72	4.22	3.46	2.93	2.87	2.85	3.02	0	nc	0.282	1.9
0.01	0.7	3812	4.243	-0.69	7.92	7.1	5.94	4.64	3.95	3.8	3.71	3.91	0	nc	0.282	1.9
0.01	0.75	3871	4.249	-0.64	7.7	6.9	5.79	4.53	3.84	3.7	3.63	3.84	0	nc	0.282	1.9
0.01	0.8	3945	4.265	-0.59	7.45	6.66	5.64	4.45	3.77	3.64	3.58	3.78	0	nc	0.282	1.9
0.01	0.85	4036	4.274	-0.54	7.14	6.36	5.45	4.35	3.68	3.56	3.51	3.7	0	nc	0.282	1.9
0.01	0.9	4126	4.277	-0.48	6.87	6.1	5.27	4.23	3.58	3.47	3.43	3.62	0	nc	0.282	1.9
0.01	0.95	4220	4.28	-0.42	6.59	5.84	5.1	4.12	3.49	3.39	3.35	3.54	0	nc	0.282	1.9
0.01	1	4325	4.28	-0.35	6.31	5.57	4.91	4	3.39	3.3	3.27	3.46	0	nc	0.282	1.9
0.01	1.05	4433	4.279	-0.29	6.03	5.32	4.73	3.87	3.29	3.21	3.19	3.37	0	nc	0.282	1.9
0.01	1.1	4542	4.273	-0.22	5.78	5.09	4.55	3.74	3.19	3.12	3.1	3.27	0	nc	0.282	1.9
0.01	1.15	4661	4.268	-0.15	5.51	4.87	4.37	3.6	3.09	3.02	3	3.17	0	nc	0.282	1.9
0.01	1.2	4784	4.257	-0.07	5.25	4.64	4.17	3.46	2.97	2.91	2.9	3.06	0	nc	0.282	1.9
0.012589254	0.7	3811	4.305	-0.75	8.05	7.22	6.08	4.8	4.12	3.97	3.87	4.07	0	nc	0.282	1.9
0.012589254	0.75	3873	4.306	-0.69	7.82	7.01	5.92	4.68	3.99	3.86	3.78	3.98	0	nc	0.282	1.9
0.012589254	0.8	3953	4.32	-0.65	7.55	6.76	5.76	4.59	3.91	3.78	3.72	3.91	0	nc	0.282	1.9
0.012589254	0.85	4051	4.324	-0.58	7.23	6.45	5.56	4.47	3.8	3.68	3.63	3.82	0	nc	0.282	1.9
0.012589254	0.9	4157	4.326	-0.51	6.91	6.15	5.35	4.33	3.69	3.58	3.54	3.73	0	nc	0.282	1.9
0.012589254	0.95	4281	4.326	-0.44	6.58	5.83	5.14	4.2	3.58	3.48	3.45	3.64	0	nc	0.282	1.9
0.012589254	1	4408	4.323	-0.36	6.25	5.52	4.92	4.05	3.47	3.38	3.36	3.54	0	nc	0.282	1.9
0.012589254	1.05	4543	4.318	-0.28	5.94	5.25	4.71	3.9	3.35	3.28	3.26	3.43	0	nc	0.282	1.9
0.012589254	1.1	4690	4.31	-0.2	5.62	4.98	4.49	3.74	3.23	3.16	3.15	3.31	0	nc	0.282	1.9
0.012589254	1.15	4848	4.295	-0.11	5.3	4.71	4.25	3.56	3.09	3.04	3.02	3.17	0	nc	0.282	1.9
0.012589254	1.2	5038	4.277	0	4.95	4.41	3.99	3.36	2.94	2.89	2.88	3.01	0	nc	0.282	1.9
0.015848932	0.7	3812	4.361	-0.81	8.16	7.33	6.21	4.95	4.27	4.12	4.01	4.2	0	nc	0.282	1.9
0.015848932	0.75	3882	4.362	-0.75	7.91	7.11	6.03	4.81	4.14	3.99	3.91	4.11	0	nc	0.282	1.9
0.015848932	0.8	3974	4.369	-0.68	7.6	6.81	5.84	4.7	4.02	3.89	3.83	4.02	0	nc	0.282	1.9
0.015848932	0.85	4095	4.373	-0.61	7.24	6.47	5.61	4.55	3.9	3.78	3.74	3.93	0	nc	0.282	1.9
0.015848932	0.9	4228	4.37	-0.53	6.86	6.11	5.37	4.39	3.77	3.67	3.63	3.82	0	nc	0.282	1.9
0.015848932	0.95	4388	4.367	-0.44	6.45	5.72	5.11	4.23	3.64	3.55	3.53	3.71	0	nc	0.282	1.9
0.015848932	1	4552	4.36	-0.34	6.08	5.4	4.86	4.06	3.51	3.43	3.41	3.58	0	nc	0.282	1.9
0.015848932	1.05	4729	4.348	-0.24	5.71	5.08	4.6	3.86	3.36	3.3	3.29	3.44	0	nc	0.282	1.9
0.015848932	1.1	4943	4.33	-0.13	5.3	4.74	4.3	3.64	3.2	3.14	3.13	3.27	0	nc	0.282	1.9
0.015848932	1.15	5175	4.305	0	4.9	4.39	3.99	3.4	3.02	2.97	2.96	3.08	0	nc	0.282	1.9
0.015848932	1.2	5454	4.27	0.14	4.46	4.01	3.65	3.14	2.81	2.77	2.77	2.87	0	nc	0.282	1.9
0.019952623	0.7	3821	4.415	-0.86	8.25	7.42	6.32	5.08	4.41	4.25	4.15	4.33	0	nc	0.282	1.9
0.019952623	0.75	3901	4.412	-0.79	7.97	7.17	6.12	4.93	4.25	4.11	4.03	4.23	0	nc	0.282	1.9
0.019952623	0.8	4022	4.414	-0.71	7.59	6.8	5.88	4.78	4.11	3.99	3.93	4.12	0	nc	0.282	1.9
0.019952623	0.85	4175	4.413	-0.62	7.15	6.39	5.6	4.6	3.96	3.85	3.82	4.01	0	nc	0.282	1.9
0.019952623	0.9	4368	4.409	-0.51	6.66	5.92	5.3	4.41	3.81	3.72	3.69	3.88	0	nc	0.282	1.9
0.019952623	0.95	4568	4.4	-0.4	6.21	5.53	5	4.2	3.66	3.58	3.57	3.73	0	nc	0.282	1.9
0.019952623	1	4793	4.385	-0.28	5.75	5.15	4.68	3.97	3.49	3.43	3.41	3.57	0	nc	0.282	1.9
0.019952623	1.05	5058	4.362	-0.14	5.28	4.75	4.33	3.7	3.29	3.24	3.23	3.36	0	nc	0.282	1.9
0.019952623	1.1	5354	4.329	0.01	4.8	4.34	3.96	3.43	3.08	3.03	3.03	3.14	0	nc	0.282	1.9
0.019952623	1.15	5706	4.286	0.18	4.3	3.9	3.57	3.12	2.83	2.79	2.81	2.89	0	nc	0.282	1.9
0.019952623	1.2	6065	4.238	0.36	3.82	3.48	3.19	2.81	2.58	2.55	2.57	2.62	0	nc	0.282	1.9
0.025118864	0.7	3843	4.463	-0.9	8.3	7.47	6.4	5.18	4.52	4.37	4.26	4.44	0	nc	0.282	1.9
0.025118864	0.75	3954	4.458	-0.81	7.94	7.14	6.16	5.01	4.34	4.2	4.13	4.32	0	nc	0.282	1.9
0.025118864	0.8	4122	4.455	-0.71	7.45	6.68	5.85	4.81	4.16	4.05	4	4.19	0	nc	0.282	1.9
0.025118864	0.85	4348	4.449	-0.58	6.87	6.13	5.48	4.58	3.98	3.89	3.86	4.04	0	nc	0.282	1.9
0.025118864	0.9	4585	4.439	-0.46	6.34	5.66	5.14	4.35	3.81	3.73	3.72	3.88	0	nc	0.282	1.9
0.025118864	0.95	4862	4.42	-0.31	5.8	5.21	4.76	4.07	3.61	3.55	3.54	3.68	0	nc	0.282	1.9
0.025118864	1	5186	4.393	-0.15	5.26	4.76	4.36	3.77	3.39	3.34	3.34	3.45	0	nc	0.282	1.9
0.025118864	1.05	5555	4.36	0.02	4.72	4.3	3.95	3.46	3.15	3.11	3.12	3.21	0	nc	0.282	1.9
0.025118864	1.1	5916	4.339	0.17	4.29	3.93	3.62	3.21	2.96	2.93	2.94	3.01	0	nc	0.282	1.9
0.025118864	1.15	6079	4.389	0.19	4.23	3.89	3.6	3.23	2.99	2.97	2.99	3.04	0	nc	0.282	1.9
0.025118864	1.2	6165	4.414	0.21	4.18	3.85	3.57	3.21	2.99	2.97	2.99	3.04	0	nc	0.282	1.9
0.031622777	0.7	3890	4.507	-0.92	8.28	7.46	6.44	5.26	4.59	4.45	4.36	4.54	0	nc	0.282	1.9
0.031622777	0.75	4052	4.495	-0.8	7.79	7	6.11	5.03	4.37	4.25	4.19	4.38	0	nc	0.282	1.9
0.031622777	0.8	4307	4.487	-0.66	7.12	6.37	5.69	4.77	4.15	4.06	4.03	4.22	0	nc	0.282	1.9
0.031622777	0.85	4608	4.479	-0.51	6.46	5.79	5.27	4.49	3.96	3.89	3.87	4.03	0	nc	0.282	1.9
0.031622777	0.9	4931	4.458	-0.35	5.86	5.29	4.85	4.18	3.74	3.68	3.67	3.81	0	nc	0.282	1.9
0.031622777	0.95	5300	4.432	-0.17	5.28	4.8	4.42	3.87	3.51	3.46	3.46	3.57	0	nc	0.282	1.9
0.031622777	1	5665	4.429	-0.03	4.84	4.44	4.1	3.64	3.35	3.31	3.32	3.4	0	nc	0.282	1.9
0.031622777	1.05	5801	4.469	-0.01	4.77	4.38	4.06	3.63	3.36	3.33	3.34	3.41	0	nc	0.282	1.9
0.031622777	1.1	5909	4.48	0.03	4.65	4.28	3.97	3.57	3.31	3.28	3.3	3.36	0	nc	0.282	1.9
0.031622777	1.15	6023	4.458	0.11	4.45	4.1	3.81	3.42	3.18	3.15	3.17	3.23	0	nc	0.282	1.9
0.031622777	1.2	6143	4.427	0.19	4.23	3.9	3.62	3.26	3.03	3.01	3.03	3.08	0	nc	0.282	1.9
0.039810717	0.7	3998	4.543	-0.91	8.1	7.3	6.37	5.26	4.6	4.47	4.41	4.59	0	nc	0.282	1.9
0.039810717	0.75	4260	4.527	-0.75	7.39	6.64	5.92	4.96	4.34	4.25	4.21	4.4	0	nc	0.282	1.9
0.039810717	0.8	4592	4.518	-0.58	6.65	5.97	5.45	4.66	4.13	4.06	4.04	4.2	0	nc	0.282	1.9
0.039810717	0.85	4973	4.502	-0.4	5.98	5.42	4.98	4.33	3.9	3.84	3.83	3.96	0	nc	0.282	1.9
0.039810717	0.9	5328	4.497	-0.25	5.47	5	4.62	4.08	3.72	3.68	3.68	3.78	0	nc	0.282	1.9
0.039810717	0.95	5469	4.527	-0.21	5.34	4.89	4.53	4.03	3.7	3.66	3.66	3.76	0	nc	0.282	1.9
0.039810717	1	5594	4.531	-0.16	5.17	4.75	4.4	3.93	3.62	3.58	3.59	3.68	0	nc	0.282	1.9
0.039810717	1.05	5752	4.514	-0.07	4.92	4.53	4.2	3.76	3.48	3.45	3.46	3.54	0	nc	0.282	1.9
0.039810717	1.1	5893	4.488	0.02	4.68	4.31	4	3.59	3.33	3.3	3.32	3.38	0	nc	0.282	1.9
0.039810717	1.15	6033	4.456	0.11	4.44	4.09	3.8	3.41	3.17	3.15	3.16	3.22	0	nc	0.282	1.9
0.039810717	1.2	6174	4.423	0.2	4.2	3.87	3.59	3.23	3.01	2.99	3.01	3.06	0	nc	0.282	1.9
0.050118723	0.7	4189	4.57	-0.85	7.72	6.96	6.18	5.19	4.56	4.46	4.42	4.6	0	nc	0.282	1.9
0.050118723	0.75	4550	4.559	-0.67	6.9	6.21	5.67	4.86	4.31	4.24	4.22	4.39	0	nc	0.282	1.9
0.050118723	0.8	4941	4.556	-0.49	6.22	5.65	5.21	4.55	4.11	4.05	4.04	4.18	0	nc	0.282	1.9
0.050118723	0.85	5117	4.584	-0.43	6	5.48	5.06	4.46	4.06	4.01	4	4.12	0	nc	0.282	1.9
0.050118723	0.9	5224	4.586	-0.38	5.81	5.32	4.92	4.35	3.97	3.92	3.92	4.03	0	nc	0.282	1.9
0.050118723	0.95	5405	4.564	-0.27	5.5	5.04	4.67	4.15	3.81	3.77	3.77	3.87	0	nc	0.282	1.9
0.050118723	1	5589	4.54	-0.17	5.19	4.77	4.43	3.95	3.64	3.61	3.62	3.7	0	nc	0.282	1.9
0.050118723	1.05	5745	4.515	-0.07	4.93	4.54	4.21	3.77	3.49	3.45	3.47	3.54	0	nc	0.282	1.9
0.050118723	1.1	5905	4.485	0.03	4.67	4.3	3.99	3.58	3.32	3.29	3.31	3.37	0	nc	0.282	1.9
0.050118723	1.15	6052	4.453	0.12	4.42	4.07	3.78	3.4	3.16	3.14	3.15	3.21	0	nc	0.282	1.9
0.050118723	1.2	6227	4.419	0.22	4.15	3.82	3.55	3.2	2.99	2.97	2.99	3.03	0	nc	0.282	1.9
0.063095734	0.7	4464	4.605	-0.78	7.25	6.53	5.95	5.11	4.53	4.45	4.43	4.6	0	nc	0.282	1.9
0.063095734	0.75	4765	4.612	-0.64	6.69	6.06	5.59	4.86	4.37	4.31	4.3	4.45	0	nc	0.282	1.9
0.063095734	0.8	4873	4.629	-0.59	6.5	5.91	5.46	4.77	4.31	4.25	4.24	4.38	0	nc	0.282	1.9
0.063095734	0.85	5028	4.617	-0.5	6.19	5.65	5.22	4.59	4.17	4.11	4.11	4.23	0	nc	0.282	1.9
0.063095734	0.9	5222	4.591	-0.38	5.83	5.33	4.93	4.36	3.98	3.94	3.93	4.04	0	nc	0.282	1.9
0.063095734	0.95	5411	4.564	-0.27	5.49	5.03	4.67	4.14	3.81	3.76	3.77	3.87	0	nc	0.282	1.9
0.063095734	1	5585	4.539	-0.17	5.2	4.77	4.43	3.95	3.64	3.6	3.61	3.7	0	nc	0.282	1.9
0.063095734	1.05	5753	4.512	-0.07	4.92	4.52	4.2	3.76	3.48	3.45	3.46	3.53	0	nc	0.282	1.9
0.063095734	1.1	5927	4.483	0.03	4.64	4.28	3.97	3.57	3.31	3.28	3.3	3.36	0	nc	0.282	1.9
0.063095734	1.15	6083	4.451	0.13	4.39	4.04	3.76	3.38	3.15	3.12	3.14	3.2	0	nc	0.282	1.9
0.063095734	1.2	6253	4.418	0.23	4.13	3.8	3.54	3.19	2.98	2.96	2.98	3.03	0	nc	0.282	1.9
0.079432823	0.7	4487	4.668	-0.83	7.37	6.65	6.08	5.25	4.68	4.6	4.58	4.75	0	nc	0.282	1.9
