age	mass	temperature	gravity	luminosity	Mv	Mr	Mi	Mj	Mh	Mk	Ml	Mm	metallicity	cloud	y	l_mix
6.309573445	0.75	4720	4.613	-0.66	6.76	6.12	5.63	4.89	4.39	4.33	4.31	4.47	0	nc	0.282	1.9
6.309573445	0.8	4937	4.589	-0.53	6.31	5.74	5.3	4.64	4.19	4.14	4.13	4.26	0	nc	0.282	1.9
6.309573445	0.8	4974	4.577	-0.5	6.23	5.67	5.23	4.58	4.15	4.1	4.09	4.22	0	nc	0.282	1.9
6.309573445	0.85	5176	4.55	-0.38	5.84	5.33	4.93	4.34	3.96	3.91	3.91	4.02	0	nc	0.282	1.9
6.309573445	0.85	5223	4.532	-0.35	5.74	5.24	4.85	4.27	3.9	3.85	3.85	3.96	0	nc	0.282	1.9
6.309573445	0.9	5415	4.506	-0.23	5.4	4.94	4.58	4.06	3.72	3.68	3.68	3.78	0	nc	0.282	1.9
6.309573445	0.95	5655	4.453	-0.08	4.97	4.56	4.23	3.76	3.47	3.43	3.44	3.52	0	nc	0.282	1.9
6.309573445	1	5864	4.383	0.07	4.55	4.17	3.86	3.45	3.18	3.15	3.17	3.23	0	nc	0.282	1.9
6.309573445	1.05	5977	4.293	0.22	4.18	3.82	3.52	3.13	2.88	2.85	2.87	2.93	0	nc	0.282	1.9
7.943282347	0.9	5475	4.478	-0.19	5.27	4.83	4.47	3.96	3.63	3.59	3.6	3.69	0	nc	0.282	1.9
7.943282347	0.95	5727	4.406	-0.01	4.78	4.39	4.06	3.61	3.33	3.3	3.31	3.38	0	nc	0.282	1.9
7.943282347	1	5868	4.306	0.15	4.35	3.98	3.67	3.25	2.99	2.96	2.97	3.04	0	nc	0.282	1.9
