mass	age	temperature	gravity	luminosity	Mv	Mr	Mi	Mj	Mh	Mk	Ml	Mm	metallicity	cloud	y	l_mix
0.7	0.03587	3884	4.521	-0.93	8.32	7.5	6.48	5.3	4.64	4.49	4.39	4.57	0	nc	0.275	1.5
0.7	0.03989	3929	4.536	-0.93	8.25	7.44	6.45	5.3	4.64	4.5	4.41	4.6	0	nc	0.275	1.5
0.7	0.04473	3992	4.55	-0.92	8.13	7.33	6.4	5.29	4.63	4.49	4.43	4.61	0	nc	0.275	1.5
0.7	0.05058	4097	4.563	-0.88	7.92	7.14	6.29	5.24	4.6	4.48	4.43	4.61	0	nc	0.275	1.5
0.7	0.0563	4197	4.574	-0.85	7.72	6.95	6.18	5.2	4.57	4.46	4.42	4.61	0	nc	0.275	1.5
0.7	0.06369	4344	4.591	-0.81	7.45	6.7	6.05	5.15	4.54	4.45	4.43	4.61	0	nc	0.275	1.5
0.7	0.07177	4450	4.613	-0.79	7.29	6.57	5.99	5.13	4.56	4.47	4.45	4.63	0	nc	0.275	1.5
0.7	0.08264	4445	4.648	-0.83	7.39	6.67	6.08	5.22	4.65	4.56	4.54	4.72	0	nc	0.275	1.5
0.7	0.09189	4377	4.669	-0.87	7.58	6.83	6.2	5.32	4.72	4.64	4.61	4.79	0	nc	0.275	1.5
0.7	0.10519	4327	4.677	-0.9	7.7	6.95	6.28	5.37	4.77	4.68	4.65	4.83	0	nc	0.275	1.5
0.7	0.11391	4318	4.677	-0.91	7.72	6.97	6.29	5.38	4.77	4.68	4.65	4.83	0	nc	0.275	1.5
0.7	0.1369	4312	4.674	-0.91	7.72	6.97	6.29	5.37	4.77	4.67	4.64	4.82	0	nc	0.275	1.5
0.7	0.15196	4309	4.673	-0.91	7.73	6.97	6.29	5.37	4.77	4.67	4.64	4.82	0	nc	0.275	1.5
0.7	0.17002	4307	4.672	-0.91	7.73	6.97	6.29	5.37	4.77	4.67	4.64	4.82	0	nc	0.275	1.5
0.7	0.1917	4306	4.671	-0.91	7.73	6.97	6.29	5.37	4.76	4.67	4.64	4.82	0	nc	0.275	1.5
0.7	0.21771	4303	4.67	-0.91	7.73	6.98	6.29	5.37	4.76	4.67	4.64	4.82	0	nc	0.275	1.5
0.7	0.24892	4302	4.669	-0.9	7.73	6.98	6.29	5.37	4.76	4.67	4.63	4.81	0	nc	0.275	1.5
0.7	0.28061	4302	4.669	-0.9	7.73	6.98	6.29	5.37	4.76	4.66	4.63	4.81	0	nc	0.275	1.5
0.7	0.3123	4302	4.668	-0.9	7.73	6.97	6.29	5.36	4.76	4.66	4.63	4.81	0	nc	0.275	1.5
0.7	0.34399	4302	4.667	-0.9	7.72	6.97	6.29	5.36	4.76	4.66	4.63	4.81	0	nc	0.275	1.5
0.7	0.37567	4303	4.667	-0.9	7.72	6.97	6.28	5.36	4.75	4.66	4.63	4.81	0	nc	0.275	1.5
0.7	0.40736	4303	4.666	-0.9	7.72	6.97	6.28	5.36	4.75	4.66	4.63	4.81	0	nc	0.275	1.5
0.7	0.47074	4302	4.665	-0.9	7.72	6.97	6.28	5.36	4.75	4.65	4.62	4.8	0	nc	0.275	1.5
0.7	0.50243	4302	4.665	-0.9	7.72	6.97	6.28	5.36	4.75	4.65	4.62	4.8	0	nc	0.275	1.5
0.7	0.5658	4301	4.664	-0.9	7.72	6.97	6.28	5.35	4.75	4.65	4.62	4.8	0	nc	0.275	1.5
0.7	0.66087	4301	4.663	-0.9	7.72	6.96	6.28	5.35	4.75	4.65	4.62	4.8	0	nc	0.275	1.5
0.7	0.72424	4300	4.662	-0.9	7.72	6.96	6.28	5.35	4.74	4.65	4.62	4.8	0	nc	0.275	1.5
0.7	0.81931	4300	4.662	-0.9	7.72	6.96	6.28	5.35	4.74	4.65	4.62	4.8	0	nc	0.275	1.5
0.7	0.91437	4301	4.661	-0.9	7.71	6.96	6.27	5.35	4.74	4.65	4.61	4.79	0	nc	0.275	1.5
0.7	1.00944	4301	4.66	-0.9	7.71	6.96	6.27	5.35	4.74	4.64	4.61	4.79	0	nc	0.275	1.5
0.7	1.13619	4302	4.66	-0.9	7.71	6.95	6.27	5.34	4.74	4.64	4.61	4.79	0	nc	0.275	1.5
0.7	1.26294	4302	4.659	-0.89	7.7	6.95	6.27	5.34	4.73	4.64	4.61	4.79	0	nc	0.275	1.5
0.7	1.42138	4304	4.658	-0.89	7.7	6.95	6.26	5.34	4.73	4.64	4.61	4.79	0	nc	0.275	1.5
0.7	1.61151	4305	4.657	-0.89	7.69	6.94	6.26	5.34	4.73	4.63	4.6	4.78	0	nc	0.275	1.5
0.7	1.80164	4307	4.656	-0.89	7.69	6.94	6.26	5.33	4.73	4.63	4.6	4.78	0	nc	0.275	1.5
0.7	2.02346	4309	4.656	-0.89	7.68	6.93	6.25	5.33	4.72	4.63	4.6	4.78	0	nc	0.275	1.5
0.7	2.24527	4311	4.655	-0.89	7.68	6.92	6.25	5.33	4.72	4.63	4.6	4.77	0	nc	0.275	1.5
0.7	2.53046	4314	4.654	-0.88	7.67	6.92	6.24	5.32	4.72	4.62	4.59	4.77	0	nc	0.275	1.5
0.7	2.84735	4317	4.652	-0.88	7.66	6.91	6.23	5.32	4.71	4.62	4.59	4.77	0	nc	0.275	1.5
0.7	3.16423	4320	4.651	-0.88	7.65	6.9	6.23	5.31	4.71	4.61	4.58	4.76	0	nc	0.275	1.5
0.7	3.57617	4325	4.65	-0.88	7.63	6.89	6.22	5.3	4.7	4.61	4.58	4.76	0	nc	0.275	1.5
0.7	3.98812	4329	4.648	-0.87	7.62	6.87	6.21	5.3	4.7	4.6	4.57	4.75	0	nc	0.275	1.5
0.7	4.49513	4335	4.647	-0.87	7.61	6.86	6.2	5.29	4.69	4.6	4.57	4.75	0	nc	0.275	1.5
0.7	5.03382	4340	4.645	-0.87	7.59	6.84	6.19	5.28	4.68	4.59	4.56	4.74	0	nc	0.275	1.5
0.7	5.6359	4347	4.643	-0.86	7.57	6.83	6.18	5.27	4.67	4.58	4.56	4.74	0	nc	0.275	1.5
0.7	6.33304	4355	4.641	-0.85	7.55	6.8	6.16	5.26	4.66	4.57	4.55	4.73	0	nc	0.275	1.5
0.7	7.09355	4363	4.638	-0.85	7.53	6.78	6.14	5.25	4.65	4.56	4.54	4.72	0	nc	0.275	1.5
0.7	7.94913	4373	4.635	-0.84	7.5	6.75	6.13	5.24	4.64	4.55	4.53	4.71	0	nc	0.275	1.5
0.7	8.93146	4384	4.631	-0.83	7.47	6.72	6.1	5.22	4.63	4.54	4.52	4.7	0	nc	0.275	1.5
0.7	10.0089	4397	4.628	-0.83	7.43	6.69	6.08	5.2	4.61	4.53	4.5	4.68	0	nc	0.275	1.5
0.75	0.00101	3812	3.608	-0.02	6.54	5.81	4.42	2.9	2.19	2.07	2.02	2.29	0	nc	0.275	1.5
0.75	0.00113	3814	3.637	-0.05	6.59	5.86	4.48	2.98	2.27	2.15	2.09	2.36	0	nc	0.275	1.5
0.75	0.00127	3816	3.666	-0.08	6.64	5.91	4.54	3.05	2.34	2.22	2.16	2.43	0	nc	0.275	1.5
0.75	0.00142	3818	3.694	-0.11	6.7	5.96	4.61	3.13	2.41	2.29	2.24	2.5	0	nc	0.275	1.5
0.75	0.00161	3819	3.728	-0.14	6.76	6.02	4.68	3.21	2.5	2.38	2.32	2.58	0	nc	0.275	1.5
0.75	0.0018	3820	3.756	-0.17	6.82	6.07	4.74	3.29	2.57	2.45	2.39	2.65	0	nc	0.275	1.5
0.75	0.002	3820	3.785	-0.2	6.88	6.12	4.81	3.36	2.65	2.52	2.47	2.72	0	nc	0.275	1.5
0.75	0.00226	3820	3.818	-0.23	6.94	6.18	4.88	3.45	2.73	2.61	2.55	2.8	0	nc	0.275	1.5
0.75	0.00251	3819	3.846	-0.26	7	6.24	4.95	3.52	2.8	2.68	2.62	2.87	0	nc	0.275	1.5
0.75	0.00284	3819	3.879	-0.29	7.07	6.3	5.03	3.61	2.89	2.76	2.71	2.95	0	nc	0.275	1.5
0.75	0.0032	3817	3.912	-0.33	7.15	6.37	5.11	3.7	2.98	2.85	2.79	3.03	0	nc	0.275	1.5
0.75	0.00361	3814	3.944	-0.36	7.22	6.44	5.18	3.79	3.06	2.93	2.87	3.11	0	nc	0.275	1.5
0.75	0.00399	3812	3.973	-0.39	7.29	6.49	5.25	3.86	3.14	3.01	2.95	3.18	0	nc	0.275	1.5
0.75	0.0045	3811	4.005	-0.42	7.36	6.56	5.33	3.95	3.22	3.09	3.03	3.26	0	nc	0.275	1.5
0.75	0.00506	3816	4.038	-0.45	7.41	6.61	5.39	4.03	3.31	3.18	3.11	3.34	0	nc	0.275	1.5
0.75	0.00569	3819	4.07	-0.48	7.47	6.67	5.46	4.11	3.4	3.26	3.19	3.42	0	nc	0.275	1.5
0.75	0.0064	3822	4.103	-0.51	7.53	6.72	5.53	4.2	3.48	3.35	3.28	3.49	0	nc	0.275	1.5
0.75	0.00719	3824	4.136	-0.55	7.59	6.78	5.6	4.28	3.57	3.43	3.36	3.57	0	nc	0.275	1.5
0.75	0.00795	3825	4.163	-0.57	7.64	6.84	5.67	4.35	3.65	3.51	3.43	3.64	0	nc	0.275	1.5
0.75	0.00896	3826	4.196	-0.61	7.71	6.9	5.74	4.43	3.73	3.59	3.51	3.72	0	nc	0.275	1.5
0.75	0.01008	3826	4.228	-0.64	7.77	6.96	5.81	4.51	3.82	3.68	3.59	3.8	0	nc	0.275	1.5
0.75	0.01131	3829	4.259	-0.67	7.83	7.02	5.88	4.59	3.9	3.76	3.67	3.87	0	nc	0.275	1.5
0.75	0.01265	3832	4.288	-0.69	7.88	7.07	5.94	4.66	3.98	3.83	3.74	3.94	0	nc	0.275	1.5
0.75	0.01432	3836	4.319	-0.72	7.94	7.12	6	4.74	4.06	3.91	3.82	4.02	0	nc	0.275	1.5
0.75	0.01591	3841	4.345	-0.75	7.98	7.16	6.06	4.81	4.13	3.98	3.89	4.08	0	nc	0.275	1.5
0.75	0.01786	3849	4.373	-0.77	8.02	7.2	6.11	4.87	4.2	4.05	3.95	4.14	0	nc	0.275	1.5
0.75	0.01998	3859	4.398	-0.79	8.05	7.23	6.15	4.93	4.26	4.11	4.02	4.2	0	nc	0.275	1.5
0.75	0.02254	3874	4.424	-0.81	8.06	7.25	6.19	4.98	4.31	4.17	4.08	4.26	0	nc	0.275	1.5
0.75	0.02531	3895	4.448	-0.83	8.06	7.25	6.22	5.02	4.35	4.21	4.13	4.32	0	nc	0.275	1.5
0.75	0.02827	3926	4.468	-0.83	8.03	7.22	6.22	5.05	4.38	4.24	4.17	4.35	0	nc	0.275	1.5
0.75	0.03179	3970	4.486	-0.83	7.96	7.16	6.2	5.07	4.4	4.27	4.2	4.39	0	nc	0.275	1.5
0.75	0.03556	4033	4.502	-0.82	7.85	7.06	6.15	5.06	4.39	4.27	4.22	4.4	0	nc	0.275	1.5
0.75	0.03999	4130	4.516	-0.79	7.65	6.88	6.06	5.02	4.38	4.27	4.22	4.41	0	nc	0.275	1.5
0.75	0.04477	4249	4.528	-0.76	7.42	6.66	5.93	4.97	4.35	4.25	4.22	4.41	0	nc	0.275	1.5
0.75	0.05026	4399	4.543	-0.71	7.13	6.4	5.79	4.92	4.33	4.24	4.22	4.4	0	nc	0.275	1.5
0.75	0.05643	4548	4.559	-0.67	6.91	6.21	5.67	4.87	4.31	4.24	4.22	4.39	0	nc	0.275	1.5
0.75	0.06474	4671	4.588	-0.65	6.77	6.12	5.62	4.86	4.34	4.28	4.26	4.42	0	nc	0.275	1.5
0.75	0.07263	4642	4.625	-0.7	6.91	6.25	5.74	4.97	4.44	4.38	4.36	4.52	0	nc	0.275	1.5
0.75	0.08087	4571	4.647	-0.75	7.09	6.4	5.87	5.07	4.52	4.45	4.44	4.6	0	nc	0.275	1.5
0.75	0.09273	4531	4.654	-0.77	7.18	6.48	5.93	5.11	4.56	4.48	4.46	4.63	0	nc	0.275	1.5
0.75	0.10049	4527	4.654	-0.77	7.18	6.48	5.93	5.11	4.56	4.48	4.46	4.63	0	nc	0.275	1.5
0.75	0.12098	4524	4.651	-0.77	7.18	6.48	5.93	5.11	4.55	4.47	4.46	4.62	0	nc	0.275	1.5
0.75	0.1344	4523	4.65	-0.77	7.18	6.48	5.93	5.11	4.55	4.47	4.46	4.62	0	nc	0.275	1.5
0.75	0.15049	4522	4.649	-0.77	7.18	6.48	5.92	5.1	4.55	4.47	4.45	4.62	0	nc	0.275	1.5
0.75	0.16981	4522	4.648	-0.77	7.18	6.48	5.92	5.1	4.54	4.47	4.45	4.62	0	nc	0.275	1.5
0.75	0.19299	4522	4.648	-0.77	7.18	6.47	5.92	5.1	4.54	4.47	4.45	4.62	0	nc	0.275	1.5
0.75	0.22081	4522	4.647	-0.77	7.18	6.47	5.92	5.1	4.54	4.46	4.45	4.61	0	nc	0.275	1.5
0.75	0.2525	4523	4.646	-0.77	7.17	6.47	5.92	5.1	4.54	4.46	4.44	4.61	0	nc	0.275	1.5
0.75	0.28418	4523	4.645	-0.76	7.17	6.47	5.91	5.09	4.54	4.46	4.44	4.61	0	nc	0.275	1.5
0.75	0.31587	4522	4.644	-0.76	7.17	6.47	5.91	5.09	4.53	4.46	4.44	4.61	0	nc	0.275	1.5
0.75	0.34756	4522	4.644	-0.76	7.17	6.47	5.91	5.09	4.53	4.46	4.44	4.61	0	nc	0.275	1.5
0.75	0.37925	4522	4.643	-0.76	7.17	6.46	5.91	5.09	4.53	4.46	4.44	4.61	0	nc	0.275	1.5
0.75	0.41094	4521	4.643	-0.76	7.17	6.46	5.91	5.09	4.53	4.45	4.44	4.6	0	nc	0.275	1.5
0.75	0.47431	4521	4.642	-0.76	7.17	6.46	5.91	5.09	4.53	4.45	4.44	4.6	0	nc	0.275	1.5
0.75	0.506	4521	4.642	-0.76	7.17	6.46	5.91	5.09	4.53	4.45	4.43	4.6	0	nc	0.275	1.5
0.75	0.56938	4520	4.641	-0.76	7.17	6.46	5.91	5.09	4.53	4.45	4.43	4.6	0	nc	0.275	1.5
0.75	0.63275	4520	4.64	-0.76	7.16	6.46	5.9	5.08	4.52	4.45	4.43	4.6	0	nc	0.275	1.5
0.75	0.72782	4520	4.639	-0.76	7.16	6.46	5.9	5.08	4.52	4.45	4.43	4.6	0	nc	0.275	1.5
0.75	0.82288	4521	4.639	-0.76	7.16	6.45	5.9	5.08	4.52	4.44	4.43	4.59	0	nc	0.275	1.5
0.75	0.91795	4521	4.638	-0.76	7.16	6.45	5.9	5.08	4.52	4.44	4.42	4.59	0	nc	0.275	1.5
0.75	1.01301	4522	4.637	-0.76	7.15	6.45	5.89	5.07	4.52	4.44	4.42	4.59	0	nc	0.275	1.5
0.75	1.13976	4523	4.636	-0.76	7.15	6.44	5.89	5.07	4.51	4.44	4.42	4.59	0	nc	0.275	1.5
0.75	1.26652	4525	4.636	-0.75	7.14	6.44	5.89	5.07	4.51	4.44	4.42	4.59	0	nc	0.275	1.5
0.75	1.42496	4526	4.635	-0.75	7.14	6.44	5.88	5.07	4.51	4.43	4.42	4.58	0	nc	0.275	1.5
0.75	1.61508	4529	4.634	-0.75	7.13	6.43	5.88	5.06	4.51	4.43	4.41	4.58	0	nc	0.275	1.5
0.75	1.80521	4531	4.633	-0.75	7.12	6.42	5.87	5.06	4.5	4.43	4.41	4.58	0	nc	0.275	1.5
0.75	1.99534	4533	4.632	-0.75	7.12	6.42	5.87	5.05	4.5	4.42	4.41	4.57	0	nc	0.275	1.5
0.75	2.24885	4536	4.63	-0.74	7.11	6.41	5.86	5.05	4.5	4.42	4.4	4.57	0	nc	0.275	1.5
0.75	2.53404	4540	4.629	-0.74	7.1	6.4	5.85	5.04	4.49	4.42	4.4	4.56	0	nc	0.275	1.5
0.75	2.81923	4544	4.628	-0.74	7.09	6.39	5.85	5.04	4.49	4.41	4.39	4.56	0	nc	0.275	1.5
0.75	3.1678	4549	4.626	-0.74	7.08	6.38	5.84	5.03	4.48	4.41	4.39	4.55	0	nc	0.275	1.5
0.75	3.57975	4554	4.624	-0.73	7.06	6.37	5.83	5.02	4.47	4.4	4.38	4.55	0	nc	0.275	1.5
0.75	3.99169	4560	4.623	-0.73	7.05	6.35	5.82	5.01	4.47	4.39	4.38	4.54	0	nc	0.275	1.5
0.75	4.46701	4567	4.62	-0.72	7.03	6.34	5.8	5.01	4.46	4.39	4.37	4.53	0	nc	0.275	1.5
0.75	5.0374	4574	4.617	-0.72	7.01	6.32	5.79	4.99	4.45	4.38	4.36	4.52	0	nc	0.275	1.5
0.75	5.63947	4582	4.614	-0.71	6.98	6.3	5.77	4.98	4.44	4.37	4.35	4.51	0	nc	0.275	1.5
0.75	6.33661	4593	4.611	-0.7	6.96	6.27	5.75	4.97	4.43	4.36	4.34	4.5	0	nc	0.275	1.5
0.75	7.09712	4604	4.607	-0.7	6.93	6.25	5.73	4.95	4.41	4.34	4.33	4.49	0	nc	0.275	1.5
0.75	7.9527	4616	4.603	-0.69	6.9	6.22	5.71	4.93	4.4	4.33	4.31	4.47	0	nc	0.275	1.5
0.75	8.93503	4631	4.598	-0.68	6.86	6.19	5.68	4.91	4.38	4.31	4.3	4.46	0	nc	0.275	1.5
0.75	10.0124	4648	4.592	-0.66	6.82	6.16	5.65	4.89	4.36	4.29	4.28	4.44	0	nc	0.275	1.5
0.8	0.00102	3864	3.62	0.02	6.33	5.63	4.28	2.82	2.12	2.01	1.96	2.23	0	nc	0.275	1.5
0.8	0.00112	3865	3.644	-0.01	6.38	5.67	4.34	2.88	2.18	2.07	2.02	2.29	0	nc	0.275	1.5
0.8	0.00126	3866	3.673	-0.04	6.43	5.72	4.4	2.96	2.26	2.14	2.09	2.36	0	nc	0.275	1.5
0.8	0.00144	3868	3.706	-0.07	6.5	5.78	4.47	3.04	2.34	2.22	2.18	2.44	0	nc	0.275	1.5
0.8	0.00161	3870	3.735	-0.1	6.55	5.83	4.54	3.12	2.42	2.3	2.25	2.51	0	nc	0.275	1.5
0.8	0.00179	3871	3.763	-0.12	6.61	5.88	4.6	3.19	2.49	2.37	2.32	2.58	0	nc	0.275	1.5
0.8	0.002	3872	3.792	-0.15	6.66	5.93	4.67	3.27	2.56	2.44	2.4	2.65	0	nc	0.275	1.5
0.8	0.00226	3872	3.825	-0.19	6.73	5.99	4.74	3.35	2.65	2.53	2.48	2.73	0	nc	0.275	1.5
0.8	0.00251	3871	3.853	-0.21	6.79	6.05	4.81	3.43	2.72	2.6	2.55	2.8	0	nc	0.275	1.5
0.8	0.00284	3870	3.886	-0.25	6.87	6.11	4.89	3.52	2.81	2.69	2.64	2.88	0	nc	0.275	1.5
0.8	0.0032	3868	3.919	-0.28	6.94	6.18	4.96	3.61	2.89	2.77	2.72	2.96	0	nc	0.275	1.5
0.8	0.00355	3867	3.948	-0.31	7	6.24	5.03	3.68	2.97	2.84	2.79	3.03	0	nc	0.275	1.5
0.8	0.004	3865	3.98	-0.34	7.08	6.3	5.11	3.77	3.05	2.93	2.88	3.11	0	nc	0.275	1.5
0.8	0.00451	3865	4.013	-0.38	7.15	6.37	5.19	3.86	3.14	3.01	2.96	3.19	0	nc	0.275	1.5
0.8	0.00508	3868	4.045	-0.41	7.2	6.42	5.25	3.94	3.22	3.1	3.04	3.27	0	nc	0.275	1.5
0.8	0.00563	3871	4.073	-0.43	7.26	6.47	5.31	4.01	3.3	3.17	3.11	3.34	0	nc	0.275	1.5
0.8	0.00634	3873	4.106	-0.47	7.32	6.53	5.39	4.09	3.38	3.26	3.2	3.42	0	nc	0.275	1.5
0.8	0.00714	3875	4.139	-0.5	7.38	6.6	5.46	4.17	3.47	3.34	3.28	3.49	0	nc	0.275	1.5
0.8	0.00805	3876	4.171	-0.53	7.45	6.66	5.53	4.26	3.56	3.43	3.36	3.57	0	nc	0.275	1.5
0.8	0.00905	3878	4.203	-0.56	7.51	6.72	5.6	4.34	3.64	3.51	3.44	3.65	0	nc	0.275	1.5
0.8	0.01015	3880	4.232	-0.59	7.57	6.78	5.67	4.41	3.72	3.58	3.51	3.72	0	nc	0.275	1.5
0.8	0.01134	3883	4.261	-0.62	7.62	6.83	5.73	4.48	3.79	3.66	3.59	3.79	0	nc	0.275	1.5
0.8	0.01262	3888	4.288	-0.64	7.67	6.87	5.79	4.55	3.86	3.73	3.65	3.86	0	nc	0.275	1.5
0.8	0.01422	3894	4.317	-0.67	7.72	6.92	5.84	4.62	3.93	3.8	3.72	3.92	0	nc	0.275	1.5
0.8	0.01594	3906	4.344	-0.69	7.74	6.94	5.89	4.68	4	3.86	3.79	3.99	0	nc	0.275	1.5
0.8	0.01779	3922	4.368	-0.71	7.75	6.95	5.92	4.73	4.05	3.92	3.85	4.04	0	nc	0.275	1.5
0.8	0.02003	3945	4.394	-0.72	7.74	6.94	5.94	4.78	4.1	3.97	3.9	4.1	0	nc	0.275	1.5
0.8	0.02241	3973	4.416	-0.73	7.72	6.92	5.96	4.82	4.14	4.01	3.95	4.14	0	nc	0.275	1.5
0.8	0.02525	4014	4.437	-0.74	7.66	6.87	5.95	4.84	4.17	4.05	3.99	4.18	0	nc	0.275	1.5
0.8	0.02825	4076	4.455	-0.73	7.56	6.78	5.91	4.84	4.18	4.07	4.02	4.21	0	nc	0.275	1.5
0.8	0.03175	4156	4.472	-0.71	7.41	6.65	5.84	4.82	4.18	4.07	4.03	4.22	0	nc	0.275	1.5
0.8	0.0358	4278	4.486	-0.67	7.18	6.43	5.73	4.78	4.16	4.07	4.04	4.22	0	nc	0.275	1.5
0.8	0.0401	4420	4.5	-0.63	6.92	6.19	5.59	4.73	4.14	4.06	4.04	4.21	0	nc	0.275	1.5
0.8	0.04478	4570	4.512	-0.58	6.68	5.99	5.46	4.66	4.12	4.05	4.03	4.19	0	nc	0.275	1.5
0.8	0.0503	4739	4.525	-0.53	6.44	5.81	5.32	4.59	4.1	4.03	4.02	4.17	0	nc	0.275	1.5
0.8	0.05629	4858	4.55	-0.52	6.32	5.73	5.27	4.58	4.12	4.06	4.05	4.19	0	nc	0.275	1.5
0.8	0.06521	4806	4.605	-0.59	6.53	5.92	5.46	4.75	4.27	4.21	4.2	4.35	0	nc	0.275	1.5
0.8	0.07279	4745	4.625	-0.63	6.68	6.05	5.57	4.84	4.34	4.28	4.27	4.42	0	nc	0.275	1.5
0.8	0.08371	4724	4.628	-0.64	6.72	6.08	5.6	4.86	4.36	4.29	4.28	4.43	0	nc	0.275	1.5
0.8	0.09085	4724	4.628	-0.64	6.72	6.08	5.59	4.86	4.36	4.29	4.28	4.43	0	nc	0.275	1.5
0.8	0.10972	4725	4.626	-0.64	6.71	6.07	5.59	4.85	4.35	4.29	4.27	4.43	0	nc	0.275	1.5
0.8	0.12207	4725	4.625	-0.64	6.71	6.07	5.59	4.85	4.35	4.28	4.27	4.42	0	nc	0.275	1.5
0.8	0.13688	4725	4.624	-0.64	6.71	6.07	5.58	4.85	4.35	4.28	4.27	4.42	0	nc	0.275	1.5
0.8	0.15466	4726	4.623	-0.64	6.71	6.07	5.58	4.85	4.34	4.28	4.27	4.42	0	nc	0.275	1.5
0.8	0.176	4726	4.622	-0.64	6.7	6.06	5.58	4.84	4.34	4.28	4.27	4.42	0	nc	0.275	1.5
0.8	0.20161	4727	4.622	-0.64	6.7	6.06	5.58	4.84	4.34	4.28	4.26	4.41	0	nc	0.275	1.5
0.8	0.23233	4728	4.621	-0.63	6.7	6.06	5.57	4.84	4.34	4.27	4.26	4.41	0	nc	0.275	1.5
0.8	0.26402	4727	4.62	-0.63	6.7	6.06	5.57	4.84	4.33	4.27	4.26	4.41	0	nc	0.275	1.5
