age	mass	temperature	gravity	luminosity	Mv	Mr	Mi	Mj	Mh	Mk	Ml	Mm	metallicity	cloud	y	l_mix
6.309573445	0.75	4593	4.611	-0.7	6.96	6.27	5.75	4.97	4.43	4.36	4.34	4.5	0	nc	0.275	1.5
6.309573445	0.75	4616	4.603	-0.69	6.9	6.22	5.71	4.93	4.4	4.33	4.31	4.47	0	nc	0.275	1.5
6.309573445	0.8	4818	4.576	-0.56	6.44	5.84	5.37	4.67	4.2	4.14	4.13	4.27	0	nc	0.275	1.5
6.309573445	0.8	4850	4.564	-0.53	6.37	5.77	5.32	4.62	4.16	4.1	4.09	4.23	0	nc	0.275	1.5
6.309573445	0.85	5043	4.536	-0.41	5.97	5.43	5.01	4.38	3.96	3.91	3.9	4.02	0	nc	0.275	1.5
6.309573445	0.9	5265	4.49	-0.27	5.52	5.04	4.65	4.09	3.72	3.67	3.67	3.78	0	nc	0.275	1.5
6.309573445	0.95	5489	4.436	-0.12	5.09	4.65	4.29	3.79	3.47	3.43	3.43	3.53	0	nc	0.275	1.5
6.309573445	1	5687	4.367	0.04	4.67	4.27	3.93	3.48	3.19	3.15	3.16	3.24	0	nc	0.275	1.5
6.309573445	1.05	5816	4.279	0.19	4.28	3.9	3.58	3.15	2.88	2.85	2.86	2.94	0	nc	0.275	1.5
6.309573445	1.1	5774	4.186	0.29	4.03	3.64	3.32	2.89	2.61	2.58	2.59	2.67	0	nc	0.275	1.5
7.943282347	0.85	5082	4.518	-0.38	5.88	5.35	4.93	4.31	3.91	3.85	3.85	3.97	0	nc	0.275	1.5
7.943282347	0.9	5316	4.464	-0.22	5.4	4.93	4.55	4	3.64	3.6	3.6	3.7	0	nc	0.275	1.5
7.943282347	0.95	5549	4.394	-0.05	4.92	4.5	4.15	3.66	3.34	3.31	3.31	3.4	0	nc	0.275	1.5
7.943282347	1	5706	4.296	0.11	4.47	4.07	3.74	3.29	3	2.97	2.98	3.06	0	nc	0.275	1.5
