age	mass	temperature	gravity	luminosity	Mv	Mr	Mi	Mj	Mh	Mk	Ml	Mm	metallicity	cloud	y	l_mix
0.012589254	0.62	3664	4.263	-0.83	8.47	7.6	6.35	4.96	4.28	4.1	3.96	4.14	0	nc	0.275	1
0.012589254	0.7	3728	4.257	-0.74	8.17	7.32	6.1	4.75	4.07	3.9	3.78	3.97	0	nc	0.275	1
0.012589254	0.75	3770	4.257	-0.69	7.98	7.15	5.96	4.64	3.95	3.79	3.69	3.89	0	nc	0.275	1
0.012589254	0.8	3811	4.254	-0.64	7.8	6.98	5.82	4.52	3.83	3.69	3.6	3.8	0	nc	0.275	1
0.012589254	0.85	3858	4.25	-0.59	7.6	6.79	5.68	4.41	3.72	3.58	3.5	3.71	0	nc	0.275	1
0.012589254	0.9	3913	4.251	-0.54	7.39	6.6	5.53	4.31	3.62	3.49	3.42	3.63	0	nc	0.275	1
0.012589254	0.95	3986	4.244	-0.48	7.08	6.3	5.33	4.19	3.51	3.38	3.33	3.52	0	nc	0.275	1
0.012589254	1	4060	4.24	-0.42	6.82	6.05	5.16	4.07	3.41	3.29	3.24	3.44	0	nc	0.275	1
0.012589254	1.05	4137	4.235	-0.36	6.57	5.8	4.99	3.95	3.3	3.19	3.15	3.35	0	nc	0.275	1
0.012589254	1.1	4224	4.226	-0.3	6.29	5.54	4.8	3.82	3.19	3.09	3.06	3.25	0	nc	0.275	1
0.012589254	1.15	4327	4.215	-0.22	5.99	5.25	4.6	3.68	3.07	2.98	2.95	3.14	0	nc	0.275	1
0.012589254	1.2	4433	4.197	-0.15	5.68	4.97	4.39	3.53	2.95	2.86	2.84	3.02	0	nc	0.275	1
0.015848932	0.02	2438	4.065	-2.83	16.85	15.31	12.96	9.61	8.99	8.57	7.92	8.24	0	nc	0.275	1
0.015848932	0.03	2570	4.283	-2.78	16.07	14.65	12.47	9.52	8.91	8.52	7.93	8.21	0	nc	0.275	1
0.015848932	0.04	2713	4.327	-2.61	15.02	13.68	11.7	9.13	8.53	8.16	7.63	7.86	0	nc	0.275	1
0.015848932	0.05	2811	4.343	-2.46	14.29	13.02	11.14	8.8	8.2	7.85	7.36	7.56	0	nc	0.275	1
0.015848932	0.055	2846	4.348	-2.41	14.02	12.77	10.94	8.67	8.07	7.72	7.25	7.44	0	nc	0.275	1
0.015848932	0.06	2878	4.351	-2.35	13.78	12.55	10.75	8.54	7.95	7.6	7.14	7.33	0	nc	0.275	1
0.015848932	0.07	2959	4.367	-2.25	13.25	12.06	10.37	8.33	7.73	7.4	6.97	7.13	0	nc	0.275	1
0.015848932	0.072	2976	4.368	-2.23	13.13	11.95	10.29	8.28	7.69	7.35	6.93	7.09	0	nc	0.275	1
0.015848932	0.075	3001	4.371	-2.2	12.98	11.81	10.17	8.22	7.62	7.29	6.88	7.03	0	nc	0.275	1
0.015848932	0.08	3021	4.372	-2.16	12.83	11.67	10.06	8.13	7.53	7.21	6.8	6.94	0	nc	0.275	1
0.015848932	0.09	3058	4.371	-2.09	12.56	11.42	9.84	7.96	7.36	7.04	6.65	6.79	0	nc	0.275	1
0.015848932	0.1	3092	4.37	-2.02	12.31	11.19	9.63	7.8	7.21	6.89	6.51	6.65	0	nc	0.275	1
0.015848932	0.11	3120	4.368	-1.97	12.1	11	9.46	7.66	7.07	6.75	6.38	6.52	0	nc	0.275	1
0.015848932	0.13	3164	4.364	-1.86	11.76	10.68	9.17	7.42	6.83	6.52	6.17	6.3	0	nc	0.275	1
0.015848932	0.15	3200	4.357	-1.78	11.47	10.4	8.92	7.21	6.61	6.32	5.97	6.11	0	nc	0.275	1
0.015848932	0.175	3234	4.35	-1.68	11.18	10.13	8.67	6.98	6.39	6.1	5.77	5.91	0	nc	0.275	1
0.015848932	0.2	3267	4.343	-1.6	10.91	9.88	8.44	6.78	6.19	5.9	5.59	5.73	0	nc	0.275	1
0.015848932	0.25	3323	4.338	-1.47	10.5	9.49	8.08	6.47	5.87	5.6	5.3	5.44	0	nc	0.275	1
0.015848932	0.3	3364	4.329	-1.36	10.17	9.18	7.78	6.21	5.6	5.34	5.06	5.2	0	nc	0.275	1
0.015848932	0.35	3408	4.328	-1.27	9.87	8.9	7.53	5.99	5.38	5.13	4.87	5.01	0	nc	0.275	1
0.015848932	0.4	3455	4.329	-1.19	9.61	8.66	7.31	5.8	5.18	4.94	4.7	4.85	0	nc	0.275	1
0.015848932	0.45	3505	4.327	-1.11	9.34	8.41	7.09	5.62	4.99	4.76	4.54	4.7	0	nc	0.275	1
0.015848932	0.5	3553	4.328	-1.04	9.11	8.2	6.9	5.46	4.83	4.61	4.41	4.57	0	nc	0.275	1
0.015848932	0.57	3619	4.327	-0.95	8.8	7.91	6.65	5.26	4.61	4.4	4.23	4.4	0	nc	0.275	1
0.015848932	0.6	3648	4.328	-0.92	8.68	7.8	6.55	5.18	4.52	4.33	4.17	4.34	0	nc	0.275	1
0.015848932	0.62	3665	4.328	-0.89	8.59	7.72	6.49	5.12	4.46	4.28	4.12	4.3	0	nc	0.275	1
0.015848932	0.7	3738	4.322	-0.8	8.27	7.42	6.23	4.91	4.24	4.07	3.94	4.13	0	nc	0.275	1
0.015848932	0.75	3784	4.32	-0.75	8.07	7.24	6.09	4.79	4.11	3.95	3.85	4.04	0	nc	0.275	1
0.015848932	0.8	3832	4.312	-0.69	7.86	7.05	5.92	4.66	3.98	3.83	3.74	3.93	0	nc	0.275	1
0.015848932	0.85	3886	4.307	-0.63	7.65	6.85	5.77	4.53	3.85	3.71	3.64	3.84	0	nc	0.275	1
0.015848932	0.9	3963	4.301	-0.57	7.35	6.56	5.57	4.4	3.72	3.6	3.54	3.73	0	nc	0.275	1
0.015848932	0.95	4048	4.294	-0.5	7.04	6.26	5.37	4.27	3.6	3.48	3.43	3.63	0	nc	0.275	1
0.015848932	1	4143	4.286	-0.43	6.73	5.97	5.16	4.13	3.48	3.37	3.33	3.53	0	nc	0.275	1
0.015848932	1.05	4248	4.272	-0.35	6.4	5.65	4.93	3.97	3.35	3.25	3.22	3.41	0	nc	0.275	1
0.015848932	1.1	4375	4.255	-0.27	6.04	5.31	4.69	3.8	3.21	3.12	3.09	3.28	0	nc	0.275	1
0.015848932	1.15	4515	4.231	-0.17	5.67	4.98	4.43	3.6	3.05	2.97	2.95	3.13	0	nc	0.275	1
0.015848932	1.2	4691	4.198	-0.05	5.24	4.61	4.12	3.36	2.85	2.79	2.77	2.94	0	nc	0.275	1
0.019952623	0.02	2337	4.187	-3.03	17.87	16.19	13.68	10.07	9.44	9.01	8.3	8.68	0	nc	0.275	1
0.019952623	0.03	2522	4.362	-2.89	16.58	15.1	12.85	9.78	9.16	8.78	8.16	8.46	0	nc	0.275	1
0.019952623	0.04	2687	4.404	-2.7	15.35	14	11.97	9.35	8.75	8.38	7.84	8.08	0	nc	0.275	1
0.019952623	0.05	2798	4.419	-2.55	14.54	13.25	11.37	9.01	8.41	8.06	7.56	7.77	0	nc	0.275	1
0.019952623	0.055	2838	4.42	-2.48	14.23	12.98	11.13	8.86	8.26	7.91	7.43	7.63	0	nc	0.275	1
0.019952623	0.06	2873	4.423	-2.43	13.98	12.74	10.94	8.73	8.14	7.79	7.33	7.51	0	nc	0.275	1
0.019952623	0.07	2952	4.44	-2.33	13.46	12.26	10.56	8.52	7.92	7.59	7.15	7.32	0	nc	0.275	1
0.019952623	0.072	2970	4.442	-2.31	13.34	12.15	10.48	8.47	7.88	7.55	7.12	7.28	0	nc	0.275	1
0.019952623	0.075	2995	4.444	-2.28	13.18	12	10.36	8.41	7.81	7.49	7.06	7.22	0	nc	0.275	1
0.019952623	0.08	3019	4.445	-2.24	13.01	11.85	10.23	8.31	7.72	7.39	6.98	7.13	0	nc	0.275	1
0.019952623	0.09	3058	4.445	-2.16	12.73	11.59	10.01	8.14	7.55	7.23	6.83	6.98	0	nc	0.275	1
0.019952623	0.1	3092	4.443	-2.1	12.47	11.35	9.8	7.98	7.39	7.08	6.69	6.83	0	nc	0.275	1
0.019952623	0.11	3121	4.441	-2.04	12.26	11.16	9.63	7.84	7.25	6.94	6.57	6.71	0	nc	0.275	1
0.019952623	0.13	3171	4.434	-1.93	11.89	10.81	9.32	7.59	7	6.69	6.34	6.47	0	nc	0.275	1
0.019952623	0.15	3209	4.432	-1.85	11.6	10.54	9.07	7.38	6.79	6.5	6.16	6.29	0	nc	0.275	1
0.019952623	0.175	3244	4.424	-1.75	11.31	10.26	8.82	7.16	6.57	6.28	5.95	6.09	0	nc	0.275	1
0.019952623	0.2	3279	4.417	-1.67	11.04	10.01	8.59	6.96	6.37	6.08	5.77	5.9	0	nc	0.275	1
0.019952623	0.25	3336	4.408	-1.53	10.61	9.61	8.21	6.64	6.04	5.77	5.47	5.61	0	nc	0.275	1
0.019952623	0.3	3381	4.399	-1.42	10.26	9.28	7.91	6.37	5.77	5.51	5.23	5.37	0	nc	0.275	1
0.019952623	0.35	3422	4.398	-1.33	9.98	9.02	7.67	6.16	5.55	5.3	5.04	5.18	0	nc	0.275	1
0.019952623	0.4	3464	4.395	-1.25	9.72	8.77	7.44	5.96	5.35	5.11	4.87	5.01	0	nc	0.275	1
0.019952623	0.45	3510	4.397	-1.18	9.47	8.54	7.24	5.8	5.18	4.95	4.72	4.87	0	nc	0.275	1
0.019952623	0.5	3554	4.394	-1.11	9.24	8.32	7.04	5.63	5.01	4.78	4.58	4.73	0	nc	0.275	1
0.019952623	0.57	3618	4.392	-1.02	8.93	8.04	6.79	5.42	4.79	4.58	4.4	4.56	0	nc	0.275	1
0.019952623	0.6	3648	4.392	-0.98	8.8	7.92	6.69	5.34	4.7	4.5	4.33	4.49	0	nc	0.275	1
0.019952623	0.62	3666	4.389	-0.96	8.71	7.84	6.62	5.28	4.64	4.44	4.28	4.45	0	nc	0.275	1
0.019952623	0.7	3750	4.383	-0.86	8.36	7.51	6.35	5.06	4.4	4.23	4.1	4.28	0	nc	0.275	1
0.019952623	0.75	3801	4.376	-0.8	8.14	7.31	6.18	4.92	4.25	4.09	3.98	4.17	0	nc	0.275	1
0.019952623	0.8	3864	4.368	-0.73	7.9	7.09	6.01	4.78	4.1	3.95	3.87	4.06	0	nc	0.275	1
0.019952623	0.85	3938	4.357	-0.66	7.61	6.82	5.8	4.63	3.95	3.82	3.75	3.94	0	nc	0.275	1
0.019952623	0.9	4039	4.347	-0.58	7.25	6.47	5.57	4.47	3.8	3.68	3.63	3.82	0	nc	0.275	1
0.019952623	0.95	4147	4.332	-0.5	6.9	6.13	5.32	4.3	3.65	3.54	3.5	3.7	0	nc	0.275	1
0.019952623	1	4287	4.316	-0.4	6.48	5.74	5.05	4.11	3.49	3.4	3.37	3.56	0	nc	0.275	1
0.019952623	1.05	4438	4.292	-0.3	6.06	5.34	4.76	3.9	3.32	3.24	3.22	3.4	0	nc	0.275	1
0.019952623	1.1	4627	4.257	-0.17	5.59	4.93	4.42	3.65	3.12	3.05	3.03	3.21	0	nc	0.275	1
0.019952623	1.15	4866	4.211	-0.02	5.06	4.48	4.03	3.34	2.88	2.82	2.81	2.96	0	nc	0.275	1
0.019952623	1.2	5126	4.148	0.15	4.52	4.01	3.6	2.99	2.6	2.55	2.54	2.66	0	nc	0.275	1
0.025118864	0.02	2219	4.282	-3.21	18.99	17.08	14.43	10.51	9.86	9.43	8.64	9.08	0	nc	0.275	1
0.025118864	0.03	2465	4.43	-3	17.13	15.59	13.25	10.03	9.41	9.02	8.37	8.71	0	nc	0.275	1
0.025118864	0.04	2658	4.47	-2.79	15.68	14.31	12.24	9.55	8.95	8.58	8.02	8.28	0	nc	0.275	1
0.025118864	0.05	2781	4.487	-2.63	14.79	13.5	11.59	9.2	8.6	8.24	7.74	7.95	0	nc	0.275	1
0.025118864	0.055	2826	4.492	-2.56	14.46	13.2	11.34	9.05	8.46	8.11	7.62	7.82	0	nc	0.275	1
0.025118864	0.06	2864	4.495	-2.5	14.19	12.94	11.13	8.92	8.33	7.98	7.51	7.7	0	nc	0.275	1
0.025118864	0.07	2942	4.508	-2.4	13.67	12.46	10.75	8.7	8.11	7.77	7.33	7.5	0	nc	0.275	1
0.025118864	0.072	2958	4.514	-2.39	13.57	12.38	10.69	8.67	8.07	7.74	7.31	7.47	0	nc	0.275	1
0.025118864	0.075	2983	4.517	-2.36	13.41	12.23	10.57	8.6	8.01	7.68	7.25	7.41	0	nc	0.275	1
0.025118864	0.08	3013	4.518	-2.31	13.21	12.04	10.42	8.5	7.91	7.59	7.17	7.32	0	nc	0.275	1
0.025118864	0.09	3054	4.518	-2.24	12.91	11.77	10.19	8.33	7.74	7.42	7.02	7.16	0	nc	0.275	1
0.025118864	0.1	3091	4.517	-2.17	12.65	11.53	9.98	8.17	7.58	7.27	6.88	7.02	0	nc	0.275	1
0.025118864	0.11	3122	4.514	-2.11	12.43	11.32	9.8	8.03	7.44	7.13	6.75	6.89	0	nc	0.275	1
0.025118864	0.13	3175	4.507	-2	12.04	10.96	9.48	7.77	7.18	6.88	6.52	6.66	0	nc	0.275	1
0.025118864	0.15	3220	4.502	-1.91	11.72	10.67	9.22	7.55	6.96	6.67	6.33	6.46	0	nc	0.275	1
0.025118864	0.175	3258	4.493	-1.81	11.41	10.38	8.95	7.32	6.73	6.44	6.12	6.25	0	nc	0.275	1
0.025118864	0.2	3295	4.487	-1.73	11.14	10.12	8.71	7.12	6.53	6.25	5.94	6.07	0	nc	0.275	1
0.025118864	0.25	3354	4.478	-1.59	10.7	9.71	8.34	6.8	6.2	5.93	5.64	5.78	0	nc	0.275	1
0.025118864	0.3	3404	4.47	-1.48	10.34	9.37	8.03	6.53	5.93	5.67	5.4	5.53	0	nc	0.275	1
0.025118864	0.35	3441	4.465	-1.39	10.06	9.11	7.78	6.31	5.71	5.46	5.2	5.34	0	nc	0.275	1
0.025118864	0.4	3479	4.466	-1.31	9.81	8.88	7.57	6.13	5.53	5.28	5.04	5.18	0	nc	0.275	1
0.025118864	0.45	3518	4.463	-1.24	9.58	8.65	7.37	5.96	5.35	5.12	4.89	5.03	0	nc	0.275	1
0.025118864	0.5	3558	4.46	-1.17	9.35	8.44	7.18	5.8	5.18	4.96	4.74	4.89	0	nc	0.275	1
0.025118864	0.57	3622	4.457	-1.08	9.04	8.15	6.93	5.59	4.96	4.75	4.56	4.72	0	nc	0.275	1
0.025118864	0.6	3651	4.453	-1.04	8.91	8.03	6.82	5.49	4.87	4.66	4.48	4.64	0	nc	0.275	1
0.025118864	0.62	3671	4.452	-1.02	8.82	7.95	6.75	5.44	4.81	4.61	4.44	4.6	0	nc	0.275	1
0.025118864	0.7	3768	4.439	-0.91	8.43	7.58	6.45	5.19	4.53	4.36	4.23	4.41	0	nc	0.275	1
0.025118864	0.75	3836	4.427	-0.83	8.16	7.34	6.25	5.02	4.36	4.2	4.1	4.28	0	nc	0.275	1
0.025118864	0.8	3914	4.413	-0.76	7.87	7.07	6.04	4.85	4.18	4.04	3.96	4.15	0	nc	0.275	1
0.025118864	0.85	4023	4.396	-0.66	7.48	6.69	5.77	4.66	3.99	3.87	3.82	4.01	0	nc	0.275	1
0.025118864	0.9	4165	4.379	-0.56	7.03	6.27	5.47	4.46	3.82	3.71	3.67	3.86	0	nc	0.275	1
0.025118864	0.95	4337	4.355	-0.44	6.53	5.79	5.14	4.23	3.63	3.54	3.51	3.7	0	nc	0.275	1
0.025118864	1	4539	4.323	-0.31	6.01	5.32	4.78	3.97	3.42	3.34	3.32	3.5	0	nc	0.275	1
0.025118864	1.05	4774	4.278	-0.16	5.46	4.85	4.38	3.66	3.17	3.11	3.1	3.26	0	nc	0.275	1
0.025118864	1.1	5087	4.222	0.03	4.85	4.32	3.91	3.29	2.89	2.83	2.83	2.95	0	nc	0.275	1
0.025118864	1.15	5410	4.151	0.23	4.25	3.8	3.43	2.91	2.57	2.53	2.53	2.63	0	nc	0.275	1
0.025118864	1.2	5770	4.166	0.34	3.89	3.5	3.18	2.74	2.47	2.43	2.45	2.52	0	nc	0.275	1
0.031622777	0.02	2090	4.36	-3.39	20.16	17.96	15.17	10.95	10.27	9.84	8.95	9.46	0	nc	0.275	1
0.031622777	0.03	2398	4.493	-3.11	17.76	16.12	13.69	10.29	9.66	9.26	8.58	8.95	0	nc	0.275	1
0.031622777	0.04	2619	4.536	-2.88	16.08	14.67	12.55	9.77	9.16	8.79	8.21	8.49	0	nc	0.275	1
0.031622777	0.05	2753	4.558	-2.72	15.13	13.81	11.86	9.41	8.81	8.46	7.94	8.17	0	nc	0.275	1
0.031622777	0.055	2805	4.564	-2.65	14.75	13.47	11.58	9.26	8.66	8.31	7.82	8.03	0	nc	0.275	1
0.031622777	0.06	2846	4.563	-2.58	14.45	13.19	11.35	9.11	8.51	8.17	7.69	7.89	0	nc	0.275	1
0.031622777	0.07	2920	4.576	-2.48	13.94	12.73	10.98	8.89	8.3	7.96	7.52	7.69	0	nc	0.275	1
0.031622777	0.072	2936	4.582	-2.47	13.85	12.64	10.92	8.86	8.26	7.93	7.49	7.67	0	nc	0.275	1
0.031622777	0.075	2960	4.584	-2.44	13.69	12.5	10.81	8.79	8.2	7.87	7.44	7.61	0	nc	0.275	1
0.031622777	0.08	2998	4.585	-2.39	13.44	12.27	10.62	8.69	8.09	7.77	7.35	7.5	0	nc	0.275	1
0.031622777	0.09	3043	4.586	-2.31	13.13	11.98	10.38	8.51	7.92	7.6	7.2	7.35	0	nc	0.275	1
0.031622777	0.1	3081	4.585	-2.25	12.86	11.73	10.17	8.35	7.76	7.45	7.06	7.2	0	nc	0.275	1
0.031622777	0.11	3115	4.583	-2.18	12.62	11.52	9.98	8.21	7.62	7.31	6.93	7.07	0	nc	0.275	1
0.031622777	0.13	3170	4.581	-2.08	12.23	11.15	9.67	7.96	7.37	7.07	6.71	6.85	0	nc	0.275	1
0.031622777	0.15	3217	4.575	-1.98	11.9	10.85	9.4	7.74	7.15	6.86	6.52	6.65	0	nc	0.275	1
0.031622777	0.175	3262	4.567	-1.89	11.57	10.54	9.12	7.5	6.92	6.63	6.31	6.44	0	nc	0.275	1
0.031622777	0.2	3299	4.56	-1.8	11.29	10.28	8.88	7.3	6.72	6.44	6.12	6.25	0	nc	0.275	1
0.031622777	0.25	3360	4.552	-1.66	10.85	9.86	8.5	6.98	6.39	6.12	5.83	5.96	0	nc	0.275	1
0.031622777	0.3	3414	4.545	-1.55	10.48	9.52	8.19	6.71	6.12	5.86	5.58	5.72	0	nc	0.275	1
0.031622777	0.35	3453	4.535	-1.45	10.18	9.23	7.92	6.48	5.88	5.63	5.37	5.51	0	nc	0.275	1
0.031622777	0.4	3491	4.532	-1.37	9.92	8.99	7.7	6.29	5.69	5.45	5.2	5.34	0	nc	0.275	1
0.031622777	0.45	3525	4.529	-1.3	9.7	8.78	7.51	6.12	5.52	5.29	5.05	5.19	0	nc	0.275	1
0.031622777	0.5	3562	4.522	-1.23	9.47	8.56	7.32	5.95	5.35	5.12	4.9	5.04	0	nc	0.275	1
0.031622777	0.57	3628	4.515	-1.14	9.14	8.25	7.05	5.73	5.12	4.9	4.71	4.86	0	nc	0.275	1
0.031622777	0.6	3661	4.511	-1.09	9	8.12	6.94	5.63	5.01	4.81	4.63	4.78	0	nc	0.275	1
0.031622777	0.62	3683	4.507	-1.07	8.9	8.03	6.86	5.57	4.94	4.75	4.57	4.73	0	nc	0.275	1
0.031622777	0.7	3800	4.487	-0.94	8.45	7.61	6.51	5.28	4.63	4.46	4.34	4.51	0	nc	0.275	1
0.031622777	0.75	3890	4.468	-0.85	8.12	7.31	6.27	5.08	4.41	4.27	4.18	4.37	0	nc	0.275	1
0.031622777	0.8	4015	4.447	-0.74	7.69	6.89	5.97	4.86	4.19	4.07	4.01	4.2	0	nc	0.275	1
0.031622777	0.85	4188	4.423	-0.62	7.15	6.39	5.61	4.61	3.98	3.87	3.84	4.03	0	nc	0.275	1
0.031622777	0.9	4405	4.394	-0.48	6.54	5.82	5.22	4.35	3.76	3.67	3.65	3.83	0	nc	0.275	1
0.031622777	0.95	4641	4.353	-0.32	5.97	5.31	4.81	4.04	3.51	3.44	3.43	3.59	0	nc	0.275	1
0.031622777	1	4970	4.303	-0.13	5.3	4.75	4.31	3.66	3.23	3.17	3.16	3.3	0	nc	0.275	1
0.031622777	1.05	5319	4.252	0.06	4.7	4.23	3.85	3.3	2.94	2.9	2.9	3.01	0	nc	0.275	1
0.031622777	1.1	5556	4.295	0.11	4.51	4.08	3.74	3.25	2.94	2.9	2.91	3	0	nc	0.275	1
0.031622777	1.15	5665	4.343	0.12	4.48	4.07	3.74	3.27	2.98	2.95	2.96	3.04	0	nc	0.275	1
0.031622777	1.2	5757	4.336	0.17	4.33	3.94	3.61	3.17	2.89	2.86	2.87	2.95	0	nc	0.275	1
0.039810717	0.02	1966	4.416	-3.56	21.26	18.74	15.86	11.37	10.64	10.23	9.23	9.79	0	nc	0.275	1
0.039810717	0.03	2317	4.55	-3.23	18.49	16.71	14.17	10.56	9.92	9.52	8.78	9.2	0	nc	0.275	1
0.039810717	0.04	2566	4.6	-2.98	16.59	15.12	12.92	10	9.38	9.01	8.41	8.71	0	nc	0.275	1
0.039810717	0.05	2721	4.62	-2.8	15.46	14.12	12.12	9.6	9	8.65	8.12	8.36	0	nc	0.275	1
0.039810717	0.055	2778	4.626	-2.73	15.06	13.75	11.83	9.44	8.84	8.5	7.99	8.21	0	nc	0.275	1
0.039810717	0.06	2825	4.63	-2.66	14.73	13.45	11.58	9.3	8.7	8.36	7.88	8.09	0	nc	0.275	1
0.039810717	0.07	2897	4.643	-2.57	14.23	13	11.21	9.08	8.49	8.16	7.7	7.89	0	nc	0.275	1
0.039810717	0.072	2913	4.645	-2.55	14.12	12.9	11.14	9.04	8.44	8.11	7.66	7.85	0	nc	0.275	1
0.039810717	0.075	2936	4.652	-2.52	13.98	12.77	11.04	8.99	8.39	8.07	7.62	7.8	0	nc	0.275	1
0.039810717	0.08	2975	4.653	-2.47	13.72	12.54	10.86	8.88	8.29	7.96	7.53	7.7	0	nc	0.275	1
0.039810717	0.09	3030	4.654	-2.39	13.36	12.2	10.58	8.69	8.1	7.79	7.38	7.53	0	nc	0.275	1
0.039810717	0.1	3070	4.653	-2.32	13.08	11.94	10.36	8.53	7.94	7.63	7.24	7.38	0	nc	0.275	1
0.039810717	0.11	3105	4.651	-2.26	12.83	11.71	10.17	8.39	7.8	7.49	7.11	7.25	0	nc	0.275	1
0.039810717	0.13	3164	4.649	-2.15	12.42	11.34	9.84	8.14	7.55	7.25	6.89	7.02	0	nc	0.275	1
0.039810717	0.15	3214	4.644	-2.06	12.08	11.02	9.57	7.91	7.33	7.04	6.69	6.82	0	nc	0.275	1
0.039810717	0.175	3262	4.637	-1.96	11.74	10.7	9.28	7.68	7.09	6.81	6.48	6.61	0	nc	0.275	1
0.039810717	0.2	3301	4.63	-1.87	11.45	10.43	9.04	7.47	6.89	6.61	6.3	6.43	0	nc	0.275	1
0.039810717	0.25	3360	4.622	-1.73	11.01	10.02	8.67	7.15	6.57	6.3	6	6.13	0	nc	0.275	1
0.039810717	0.3	3414	4.615	-1.62	10.64	9.67	8.35	6.88	6.3	6.04	5.76	5.89	0	nc	0.275	1
0.039810717	0.35	3455	4.606	-1.52	10.33	9.39	8.09	6.65	6.06	5.81	5.55	5.68	0	nc	0.275	1
0.039810717	0.4	3495	4.603	-1.44	10.07	9.14	7.86	6.46	5.87	5.63	5.38	5.51	0	nc	0.275	1
0.039810717	0.45	3529	4.594	-1.37	9.84	8.91	7.66	6.28	5.69	5.45	5.21	5.35	0	nc	0.275	1
0.039810717	0.5	3568	4.585	-1.29	9.6	8.69	7.46	6.1	5.51	5.28	5.06	5.2	0	nc	0.275	1
0.039810717	0.57	3642	4.57	-1.18	9.23	8.35	7.16	5.86	5.25	5.04	4.84	4.99	0	nc	0.275	1
0.039810717	0.6	3681	4.563	-1.14	9.06	8.19	7.03	5.75	5.13	4.93	4.75	4.9	0	nc	0.275	1
0.039810717	0.62	3710	4.556	-1.1	8.94	8.07	6.93	5.67	5.05	4.85	4.68	4.84	0	nc	0.275	1
0.039810717	0.7	3869	4.524	-0.94	8.37	7.54	6.5	5.32	4.66	4.51	4.41	4.58	0	nc	0.275	1
0.039810717	0.75	3996	4.495	-0.83	7.92	7.12	6.19	5.07	4.4	4.27	4.21	4.4	0	nc	0.275	1
0.039810717	0.8	4203	4.465	-0.68	7.29	6.53	5.76	4.77	4.14	4.04	4	4.19	0	nc	0.275	1
0.039810717	0.85	4468	4.432	-0.52	6.59	5.88	5.31	4.46	3.89	3.81	3.79	3.96	0	nc	0.275	1
0.039810717	0.9	4764	4.387	-0.34	5.92	5.3	4.83	4.11	3.62	3.56	3.54	3.7	0	nc	0.275	1
0.039810717	0.95	5126	4.356	-0.15	5.29	4.78	4.37	3.76	3.37	3.32	3.31	3.43	0	nc	0.275	1
0.039810717	1	5308	4.4	-0.12	5.14	4.66	4.28	3.73	3.37	3.32	3.32	3.43	0	nc	0.275	1
0.039810717	1.05	5406	4.42	-0.08	5.02	4.57	4.2	3.68	3.34	3.3	3.3	3.4	0	nc	0.275	1
0.039810717	1.1	5523	4.395	0	4.79	4.36	4.01	3.51	3.2	3.16	3.16	3.26	0	nc	0.275	1
0.039810717	1.15	5638	4.363	0.09	4.55	4.14	3.8	3.34	3.04	3	3.01	3.1	0	nc	0.275	1
0.039810717	1.2	5766	4.331	0.18	4.31	3.92	3.59	3.16	2.88	2.85	2.86	2.93	0	nc	0.275	1
0.050118723	0.02	1843	4.463	-3.72	22.33	19.46	16.51	11.8	11.01	10.64	9.49	10.09	0	nc	0.275	1
0.050118723	0.03	2233	4.598	-3.34	19.24	17.29	14.65	10.82	10.16	9.78	8.98	9.44	0	nc	0.275	1
0.050118723	0.04	2504	4.658	-3.08	17.14	15.61	13.31	10.23	9.6	9.24	8.6	8.94	0	nc	0.275	1
0.050118723	0.05	2678	4.685	-2.89	15.88	14.49	12.44	9.82	9.21	8.86	8.31	8.57	0	nc	0.275	1
0.050118723	0.055	2743	4.692	-2.81	15.42	14.09	12.11	9.65	9.05	8.7	8.18	8.42	0	nc	0.275	1
0.050118723	0.06	2798	4.697	-2.75	15.03	13.73	11.83	9.5	8.9	8.56	8.06	8.28	0	nc	0.275	1
0.050118723	0.07	2877	4.706	-2.64	14.48	13.24	11.43	9.26	8.66	8.33	7.87	8.07	0	nc	0.275	1
0.050118723	0.072	2890	4.712	-2.63	14.4	13.16	11.37	9.23	8.63	8.31	7.84	8.04	0	nc	0.275	1
0.050118723	0.075	2913	4.715	-2.6	14.25	13.03	11.26	9.17	8.57	8.25	7.79	7.98	0	nc	0.275	1
0.050118723	0.08	2952	4.716	-2.55	14	12.79	11.08	9.06	8.47	8.14	7.7	7.88	0	nc	0.275	1
0.050118723	0.09	3015	4.717	-2.46	13.58	12.41	10.77	8.87	8.28	7.96	7.54	7.7	0	nc	0.275	1
0.050118723	0.1	3057	4.721	-2.4	13.3	12.16	10.56	8.72	8.13	7.82	7.41	7.57	0	nc	0.275	1
0.050118723	0.11	3095	4.72	-2.33	13.04	11.92	10.36	8.57	7.98	7.67	7.28	7.43	0	nc	0.275	1
0.050118723	0.13	3159	4.718	-2.22	12.61	11.52	10.02	8.31	7.73	7.43	7.06	7.2	0	nc	0.275	1
0.050118723	0.15	3211	4.713	-2.13	12.25	11.19	9.74	8.09	7.51	7.21	6.87	7	0	nc	0.275	1
0.050118723	0.175	3260	4.706	-2.03	11.9	10.87	9.45	7.85	7.27	6.99	6.66	6.79	0	nc	0.275	1
0.050118723	0.2	3303	4.7	-1.94	11.6	10.59	9.2	7.65	7.07	6.79	6.47	6.6	0	nc	0.275	1
0.050118723	0.25	3361	4.691	-1.8	11.17	10.18	8.83	7.32	6.74	6.47	6.18	6.31	0	nc	0.275	1
