age	mass	temperature	gravity	luminosity	Mv	Mr	Mi	Mj	Mh	Mk	Ml	Mm	metallicity	cloud	y	l_mix
0.001	0.4	3357	3.482	-0.39	8.33	7.3	5.69	3.74	2.96	2.75	2.58	2.82	0	nc	0.275	1
0.001	0.45	3388	3.494	-0.34	8.16	7.15	5.54	3.6	2.81	2.62	2.47	2.71	0	nc	0.275	1
0.001	0.5	3427	3.505	-0.28	7.97	6.98	5.38	3.47	2.68	2.5	2.36	2.61	0	nc	0.275	1
0.001	0.57	3485	3.515	-0.21	7.69	6.74	5.15	3.29	2.5	2.33	2.22	2.47	0	nc	0.275	1
0.001	0.6	3507	3.515	-0.17	7.57	6.64	5.05	3.21	2.42	2.26	2.15	2.4	0	nc	0.275	1
0.001	0.62	3525	3.518	-0.15	7.48	6.57	4.99	3.17	2.38	2.22	2.12	2.37	0	nc	0.275	1
0.001	0.7	3593	3.534	-0.08	7.17	6.3	4.75	3	2.23	2.08	1.99	2.25	0	nc	0.275	1
0.001	0.75	3632	3.54	-0.04	6.98	6.14	4.61	2.9	2.14	2	1.92	2.18	0	nc	0.275	1
0.001	0.8	3670	3.546	0	6.8	5.99	4.48	2.81	2.06	1.92	1.85	2.11	0	nc	0.275	1
0.001	0.85	3705	3.55	0.04	6.63	5.84	4.35	2.71	1.98	1.84	1.78	2.04	0	nc	0.275	1
0.001	0.9	3752	3.607	0.03	6.53	5.77	4.33	2.76	2.03	1.9	1.84	2.1	0	nc	0.275	1
0.001	0.95	3776	3.561	0.11	6.3	5.56	4.12	2.56	1.84	1.71	1.66	1.93	0	nc	0.275	1
0.001	1	3810	3.575	0.13	6.16	5.45	4.04	2.51	1.8	1.68	1.62	1.89	0	nc	0.275	1
0.001	1.05	3841	3.57	0.17	6	5.3	3.92	2.41	1.71	1.6	1.55	1.82	0	nc	0.275	1
0.001	1.1	3871	3.571	0.21	5.86	5.17	3.81	2.34	1.65	1.53	1.49	1.76	0	nc	0.275	1
0.001	1.15	3899	3.576	0.23	5.73	5.06	3.72	2.28	1.6	1.48	1.44	1.72	0	nc	0.275	1
0.001	1.2	3978	3.583	0.28	5.08	4.33	3.43	2.32	1.66	1.55	1.5	1.7	0	nc	0.275	1
0.001258925	0.02	2535	3.821	-2.52	15.61	14.19	11.97	8.85	8.25	7.84	7.24	7.5	0	nc	0.275	1
0.001258925	0.03	2706	3.774	-2.18	14	12.68	10.71	8.07	7.47	7.08	6.56	6.76	0	nc	0.275	1
0.001258925	0.04	2794	3.691	-1.92	13.03	11.75	9.89	7.43	6.84	6.46	5.98	6.16	0	nc	0.275	1
0.001258925	0.05	2844	3.631	-1.73	12.42	11.16	9.35	6.98	6.38	6.01	5.55	5.73	0	nc	0.275	1
0.001258925	0.055	2865	3.608	-1.65	12.17	10.92	9.13	6.79	6.19	5.82	5.37	5.55	0	nc	0.275	1
0.001258925	0.06	2887	3.587	-1.58	11.93	10.69	8.93	6.62	6.01	5.65	5.21	5.38	0	nc	0.275	1
0.001258925	0.07	2921	3.55	-1.46	11.54	10.32	8.58	6.31	5.7	5.35	4.93	5.1	0	nc	0.275	1
0.001258925	0.072	2925	3.541	-1.43	11.48	10.25	8.52	6.26	5.64	5.29	4.87	5.04	0	nc	0.275	1
0.001258925	0.075	2934	3.533	-1.4	11.38	10.16	8.43	6.18	5.56	5.22	4.8	4.97	0	nc	0.275	1
0.001258925	0.08	2944	3.517	-1.35	11.24	10.02	8.3	6.06	5.44	5.09	4.68	4.85	0	nc	0.275	1
0.001258925	0.09	2967	3.492	-1.26	10.97	9.76	8.06	5.84	5.21	4.87	4.47	4.65	0	nc	0.275	1
0.001258925	0.1	2996	3.473	-1.18	10.7	9.51	7.82	5.64	5.01	4.68	4.29	4.46	0	nc	0.275	1
0.001258925	0.11	3016	3.456	-1.11	10.5	9.31	7.63	5.47	4.84	4.51	4.13	4.31	0	nc	0.275	1
0.001258925	0.13	3057	3.442	-1	10.16	8.99	7.33	5.2	4.56	4.24	3.89	4.07	0	nc	0.275	1
0.001258925	0.15	3097	3.451	-0.93	9.91	8.76	7.11	5.02	4.36	4.06	3.73	3.91	0	nc	0.275	1
0.001258925	0.175	3128	3.479	-0.87	9.74	8.6	6.96	4.89	4.22	3.93	3.61	3.8	0	nc	0.275	1
0.001258925	0.2	3157	3.498	-0.82	9.57	8.44	6.81	4.76	4.07	3.79	3.5	3.69	0	nc	0.275	1
0.001258925	0.25	3221	3.523	-0.71	9.22	8.13	6.51	4.5	3.79	3.53	3.28	3.48	0	nc	0.275	1
0.001258925	0.3	3274	3.534	-0.61	8.93	7.86	6.25	4.27	3.54	3.3	3.08	3.29	0	nc	0.275	1
0.001258925	0.35	3323	3.545	-0.53	8.67	7.63	6.02	4.08	3.32	3.1	2.91	3.13	0	nc	0.275	1
0.001258925	0.4	3369	3.552	-0.46	8.43	7.41	5.82	3.9	3.13	2.93	2.76	2.99	0	nc	0.275	1
0.001258925	0.45	3410	3.56	-0.39	8.22	7.22	5.63	3.75	2.97	2.78	2.63	2.86	0	nc	0.275	1
0.001258925	0.5	3456	3.571	-0.33	8	7.03	5.46	3.61	2.83	2.65	2.52	2.76	0	nc	0.275	1
0.001258925	0.57	3510	3.577	-0.26	7.72	6.79	5.23	3.43	2.65	2.48	2.36	2.61	0	nc	0.275	1
0.001258925	0.6	3536	3.582	-0.23	7.59	6.68	5.13	3.35	2.58	2.42	2.31	2.56	0	nc	0.275	1
0.001258925	0.62	3551	3.581	-0.2	7.51	6.61	5.06	3.3	2.53	2.37	2.26	2.51	0	nc	0.275	1
0.001258925	0.7	3612	3.592	-0.13	7.22	6.36	4.84	3.13	2.37	2.22	2.13	2.39	0	nc	0.275	1
0.001258925	0.75	3651	3.602	-0.09	7.04	6.21	4.71	3.04	2.29	2.15	2.07	2.32	0	nc	0.275	1
0.001258925	0.8	3686	3.608	-0.05	6.87	6.06	4.59	2.95	2.21	2.07	2	2.26	0	nc	0.275	1
0.001258925	0.85	3720	3.612	-0.02	6.7	5.92	4.47	2.86	2.13	2	1.93	2.19	0	nc	0.275	1
0.001258925	0.9	3759	3.642	0	6.58	5.81	4.4	2.84	2.12	1.99	1.93	2.19	0	nc	0.275	1
0.001258925	0.95	3786	3.619	0.06	6.38	5.64	4.24	2.7	1.98	1.86	1.8	2.06	0	nc	0.275	1
0.001258925	1	3821	3.633	0.08	6.25	5.52	4.15	2.65	1.94	1.82	1.77	2.03	0	nc	0.275	1
0.001258925	1.05	3851	3.627	0.12	6.09	5.38	4.03	2.55	1.85	1.74	1.69	1.96	0	nc	0.275	1
0.001258925	1.1	3882	3.628	0.15	5.94	5.25	3.92	2.48	1.79	1.67	1.63	1.9	0	nc	0.275	1
0.001258925	1.15	3932	3.634	0.19	5.61	4.9	3.76	2.45	1.78	1.66	1.62	1.86	0	nc	0.275	1
0.001258925	1.2	4011	3.645	0.23	5.07	4.3	3.51	2.48	1.82	1.71	1.66	1.84	0	nc	0.275	1
0.001584893	0.02	2527	3.847	-2.55	15.73	14.29	12.06	8.93	8.33	7.91	7.31	7.58	0	nc	0.275	1
0.001584893	0.03	2705	3.778	-2.19	14.02	12.69	10.72	8.08	7.48	7.09	6.57	6.77	0	nc	0.275	1
0.001584893	0.04	2794	3.697	-1.93	13.05	11.76	9.91	7.45	6.85	6.48	5.99	6.17	0	nc	0.275	1
0.001584893	0.05	2844	3.64	-1.74	12.44	11.18	9.37	7	6.4	6.03	5.57	5.75	0	nc	0.275	1
0.001584893	0.055	2865	3.617	-1.66	12.19	10.94	9.15	6.81	6.21	5.85	5.39	5.57	0	nc	0.275	1
0.001584893	0.06	2887	3.597	-1.59	11.96	10.72	8.95	6.64	6.03	5.68	5.24	5.41	0	nc	0.275	1
0.001584893	0.07	2921	3.564	-1.47	11.58	10.35	8.61	6.35	5.74	5.39	4.96	5.13	0	nc	0.275	1
0.001584893	0.072	2927	3.557	-1.45	11.51	10.28	8.55	6.29	5.68	5.33	4.91	5.08	0	nc	0.275	1
0.001584893	0.075	2934	3.55	-1.42	11.42	10.2	8.47	6.22	5.61	5.26	4.84	5.01	0	nc	0.275	1
0.001584893	0.08	2946	3.537	-1.37	11.27	10.06	8.34	6.1	5.49	5.14	4.73	4.9	0	nc	0.275	1
0.001584893	0.09	2967	3.517	-1.29	11.03	9.82	8.11	5.9	5.28	4.94	4.54	4.71	0	nc	0.275	1
0.001584893	0.1	2987	3.506	-1.22	10.82	9.62	7.92	5.73	5.11	4.77	4.38	4.55	0	nc	0.275	1
0.001584893	0.11	3006	3.501	-1.16	10.64	9.45	7.77	5.59	4.96	4.63	4.25	4.42	0	nc	0.275	1
0.001584893	0.13	3038	3.519	-1.09	10.4	9.22	7.55	5.42	4.78	4.46	4.09	4.27	0	nc	0.275	1
0.001584893	0.15	3075	3.551	-1.04	10.2	9.04	7.39	5.3	4.66	4.35	4	4.17	0	nc	0.275	1
0.001584893	0.175	3120	3.571	-0.97	9.94	8.81	7.18	5.13	4.47	4.18	3.85	4.03	0	nc	0.275	1
0.001584893	0.2	3159	3.587	-0.9	9.73	8.61	6.99	4.98	4.31	4.02	3.72	3.91	0	nc	0.275	1
0.001584893	0.25	3234	3.602	-0.78	9.33	8.25	6.65	4.69	3.99	3.73	3.47	3.67	0	nc	0.275	1
0.001584893	0.3	3292	3.609	-0.68	9.01	7.96	6.37	4.45	3.72	3.48	3.26	3.47	0	nc	0.275	1
0.001584893	0.35	3348	3.619	-0.59	8.73	7.71	6.13	4.24	3.5	3.28	3.08	3.3	0	nc	0.275	1
0.001584893	0.4	3394	3.627	-0.52	8.5	7.49	5.92	4.07	3.31	3.11	2.93	3.16	0	nc	0.275	1
0.001584893	0.45	3439	3.63	-0.45	8.26	7.28	5.72	3.9	3.14	2.94	2.79	3.02	0	nc	0.275	1
0.001584893	0.5	3479	3.636	-0.39	8.05	7.1	5.55	3.76	2.99	2.81	2.67	2.91	0	nc	0.275	1
0.001584893	0.57	3534	3.644	-0.31	7.76	6.85	5.32	3.57	2.81	2.64	2.52	2.76	0	nc	0.275	1
0.001584893	0.6	3557	3.644	-0.28	7.64	6.74	5.22	3.49	2.73	2.57	2.46	2.7	0	nc	0.275	1
0.001584893	0.62	3572	3.647	-0.26	7.57	6.68	5.17	3.45	2.69	2.53	2.42	2.67	0	nc	0.275	1
0.001584893	0.7	3631	3.659	-0.19	7.28	6.43	4.95	3.29	2.54	2.39	2.3	2.54	0	nc	0.275	1
0.001584893	0.75	3666	3.665	-0.15	7.11	6.28	4.82	3.19	2.45	2.3	2.22	2.47	0	nc	0.275	1
0.001584893	0.8	3697	3.666	-0.11	6.95	6.14	4.69	3.09	2.35	2.22	2.14	2.39	0	nc	0.275	1
0.001584893	0.85	3732	3.67	-0.07	6.78	6	4.57	3	2.27	2.14	2.07	2.33	0	nc	0.275	1
0.001584893	0.9	3770	3.695	-0.05	6.65	5.89	4.5	2.97	2.25	2.12	2.06	2.31	0	nc	0.275	1
0.001584893	0.95	3797	3.681	0	6.48	5.73	4.36	2.85	2.13	2.01	1.95	2.21	0	nc	0.275	1
0.001584893	1	3832	3.69	0.03	6.33	5.6	4.26	2.79	2.08	1.96	1.91	2.17	0	nc	0.275	1
0.001584893	1.05	3862	3.685	0.07	6.18	5.46	4.14	2.7	2	1.88	1.83	2.09	0	nc	0.275	1
0.001584893	1.1	3893	3.691	0.1	6.04	5.34	4.05	2.63	1.94	1.83	1.78	2.05	0	nc	0.275	1
0.001584893	1.15	3966	3.697	0.14	5.53	4.79	3.81	2.63	1.96	1.84	1.8	2.01	0	nc	0.275	1
0.001584893	1.2	4030	3.703	0.18	5.2	4.43	3.64	2.6	1.94	1.83	1.78	1.97	0	nc	0.275	1
0.001995262	0.02	2519	3.872	-2.58	15.84	14.4	12.16	9	8.4	7.99	7.38	7.65	0	nc	0.275	1
0.001995262	0.03	2705	3.784	-2.19	14.04	12.71	10.74	8.1	7.5	7.11	6.59	6.79	0	nc	0.275	1
0.001995262	0.04	2794	3.705	-1.93	13.07	11.78	9.92	7.47	6.87	6.5	6.01	6.19	0	nc	0.275	1
0.001995262	0.05	2845	3.652	-1.75	12.47	11.21	9.4	7.03	6.43	6.06	5.6	5.78	0	nc	0.275	1
0.001995262	0.055	2865	3.632	-1.68	12.23	10.98	9.19	6.85	6.24	5.88	5.43	5.61	0	nc	0.275	1
0.001995262	0.06	2887	3.615	-1.61	12	10.76	8.99	6.69	6.08	5.72	5.28	5.45	0	nc	0.275	1
0.001995262	0.07	2922	3.588	-1.5	11.63	10.4	8.66	6.41	5.8	5.45	5.02	5.19	0	nc	0.275	1
0.001995262	0.072	2928	3.584	-1.48	11.56	10.34	8.61	6.36	5.75	5.4	4.98	5.15	0	nc	0.275	1
0.001995262	0.075	2936	3.579	-1.45	11.48	10.26	8.53	6.29	5.68	5.33	4.91	5.08	0	nc	0.275	1
0.001995262	0.08	2950	3.572	-1.41	11.34	10.13	8.41	6.19	5.57	5.23	4.82	4.99	0	nc	0.275	1
0.001995262	0.09	2974	3.566	-1.33	11.11	9.91	8.21	6.02	5.4	5.06	4.66	4.83	0	nc	0.275	1
0.001995262	0.1	2998	3.575	-1.28	10.92	9.73	8.05	5.89	5.27	4.94	4.55	4.72	0	nc	0.275	1
0.001995262	0.11	3014	3.59	-1.25	10.8	9.62	7.95	5.81	5.18	4.86	4.47	4.64	0	nc	0.275	1
0.001995262	0.13	3045	3.621	-1.19	10.59	9.42	7.76	5.67	5.04	4.72	4.35	4.52	0	nc	0.275	1
0.001995262	0.15	3080	3.646	-1.13	10.37	9.22	7.59	5.54	4.9	4.59	4.23	4.4	0	nc	0.275	1
0.001995262	0.175	3122	3.66	-1.05	10.11	8.98	7.36	5.35	4.71	4.41	4.08	4.25	0	nc	0.275	1
0.001995262	0.2	3162	3.671	-0.99	9.88	8.77	7.17	5.19	4.53	4.24	3.93	4.11	0	nc	0.275	1
0.001995262	0.25	3245	3.681	-0.85	9.44	8.37	6.79	4.88	4.19	3.93	3.67	3.86	0	nc	0.275	1
0.001995262	0.3	3313	3.688	-0.75	9.1	8.06	6.5	4.63	3.91	3.68	3.45	3.65	0	nc	0.275	1
0.001995262	0.35	3369	3.694	-0.66	8.81	7.8	6.24	4.41	3.68	3.46	3.27	3.47	0	nc	0.275	1
0.001995262	0.4	3416	3.697	-0.58	8.55	7.57	6.03	4.22	3.48	3.28	3.1	3.32	0	nc	0.275	1
0.001995262	0.45	3460	3.7	-0.51	8.32	7.36	5.83	4.06	3.31	3.12	2.96	3.18	0	nc	0.275	1
0.001995262	0.5	3497	3.707	-0.45	8.12	7.18	5.66	3.92	3.17	2.98	2.85	3.07	0	nc	0.275	1
0.001995262	0.57	3552	3.709	-0.37	7.82	6.92	5.42	3.72	2.97	2.8	2.68	2.92	0	nc	0.275	1
0.001995262	0.6	3574	3.714	-0.34	7.72	6.83	5.34	3.66	2.91	2.74	2.63	2.86	0	nc	0.275	1
0.001995262	0.62	3588	3.713	-0.32	7.64	6.76	5.28	3.61	2.86	2.69	2.59	2.82	0	nc	0.275	1
0.001995262	0.7	3645	3.72	-0.24	7.35	6.51	5.05	3.43	2.69	2.54	2.45	2.69	0	nc	0.275	1
0.001995262	0.75	3679	3.727	-0.2	7.19	6.37	4.93	3.34	2.6	2.46	2.37	2.62	0	nc	0.275	1
0.001995262	0.8	3711	3.733	-0.17	7.03	6.23	4.82	3.26	2.52	2.38	2.31	2.55	0	nc	0.275	1
0.001995262	0.85	3745	3.732	-0.12	6.86	6.08	4.69	3.16	2.43	2.29	2.23	2.48	0	nc	0.275	1
0.001995262	0.9	3780	3.757	-0.11	6.74	5.97	4.62	3.13	2.4	2.27	2.21	2.46	0	nc	0.275	1
0.001995262	0.95	3807	3.739	-0.05	6.56	5.81	4.47	2.99	2.28	2.15	2.1	2.35	0	nc	0.275	1
0.001995262	1	3842	3.753	-0.03	6.43	5.69	4.38	2.95	2.24	2.11	2.06	2.32	0	nc	0.275	1
0.001995262	1.05	3873	3.747	0.01	6.27	5.55	4.27	2.85	2.15	2.03	1.99	2.24	0	nc	0.275	1
0.001995262	1.1	3910	3.753	0.04	6.08	5.37	4.15	2.8	2.1	1.99	1.94	2.2	0	nc	0.275	1
0.001995262	1.15	3998	3.759	0.09	5.51	4.74	3.88	2.79	2.12	2.01	1.96	2.15	0	nc	0.275	1
0.001995262	1.2	4048	3.77	0.12	5.36	4.6	3.79	2.74	2.09	1.98	1.93	2.12	0	nc	0.275	1
0.002511886	0.02	2513	3.893	-2.61	15.93	14.48	12.23	9.06	8.46	8.04	7.43	7.71	0	nc	0.275	1
0.002511886	0.03	2704	3.791	-2.2	14.05	12.72	10.76	8.11	7.52	7.13	6.6	6.8	0	nc	0.275	1
0.002511886	0.04	2793	3.717	-1.95	13.11	11.82	9.96	7.5	6.9	6.53	6.04	6.23	0	nc	0.275	1
0.002511886	0.05	2845	3.671	-1.77	12.51	11.25	9.44	7.08	6.47	6.11	5.65	5.82	0	nc	0.275	1
0.002511886	0.055	2865	3.655	-1.7	12.28	11.03	9.24	6.91	6.3	5.94	5.49	5.67	0	nc	0.275	1
0.002511886	0.06	2886	3.645	-1.64	12.07	10.83	9.06	6.76	6.16	5.8	5.36	5.53	0	nc	0.275	1
0.002511886	0.07	2923	3.635	-1.54	11.73	10.51	8.77	6.52	5.91	5.56	5.14	5.31	0	nc	0.275	1
0.002511886	0.072	2930	3.636	-1.53	11.67	10.45	8.72	6.49	5.88	5.53	5.11	5.27	0	nc	0.275	1
0.002511886	0.075	2940	3.637	-1.5	11.59	10.38	8.66	6.43	5.82	5.48	5.06	5.23	0	nc	0.275	1
0.002511886	0.08	2957	3.644	-1.47	11.47	10.27	8.56	6.36	5.75	5.41	4.99	5.16	0	nc	0.275	1
0.002511886	0.09	2991	3.669	-1.43	11.26	10.07	8.39	6.26	5.64	5.3	4.91	5.07	0	nc	0.275	1
0.002511886	0.1	3012	3.688	-1.39	11.11	9.93	8.27	6.17	5.55	5.22	4.83	4.99	0	nc	0.275	1
0.002511886	0.11	3028	3.698	-1.35	10.98	9.81	8.15	6.07	5.45	5.12	4.74	4.9	0	nc	0.275	1
0.002511886	0.13	3058	3.716	-1.28	10.73	9.58	7.94	5.9	5.27	4.95	4.58	4.75	0	nc	0.275	1
0.002511886	0.15	3092	3.731	-1.21	10.5	9.36	7.75	5.74	5.11	4.8	4.44	4.61	0	nc	0.275	1
0.002511886	0.175	3128	3.739	-1.13	10.25	9.12	7.52	5.55	4.91	4.61	4.28	4.44	0	nc	0.275	1
0.002511886	0.2	3167	3.746	-1.06	10	8.9	7.31	5.38	4.73	4.44	4.12	4.29	0	nc	0.275	1
0.002511886	0.25	3252	3.755	-0.92	9.56	8.49	6.93	5.06	4.39	4.12	3.85	4.04	0	nc	0.275	1
0.002511886	0.3	3327	3.763	-0.81	9.19	8.16	6.62	4.8	4.1	3.86	3.63	3.83	0	nc	0.275	1
0.002511886	0.35	3384	3.764	-0.72	8.89	7.89	6.36	4.58	3.86	3.64	3.44	3.64	0	nc	0.275	1
0.002511886	0.4	3432	3.767	-0.64	8.62	7.65	6.14	4.38	3.66	3.45	3.27	3.48	0	nc	0.275	1
0.002511886	0.45	3475	3.77	-0.57	8.39	7.44	5.94	4.22	3.49	3.29	3.13	3.35	0	nc	0.275	1
0.002511886	0.5	3513	3.772	-0.51	8.18	7.25	5.77	4.07	3.33	3.15	3.01	3.22	0	nc	0.275	1
0.002511886	0.57	3567	3.78	-0.43	7.91	7.01	5.54	3.89	3.15	2.98	2.86	3.08	0	nc	0.275	1
0.002511886	0.6	3587	3.78	-0.4	7.8	6.91	5.45	3.82	3.07	2.91	2.79	3.02	0	nc	0.275	1
0.002511886	0.62	3600	3.784	-0.38	7.73	6.86	5.4	3.78	3.03	2.87	2.76	2.99	0	nc	0.275	1
0.002511886	0.7	3657	3.786	-0.3	7.44	6.6	5.18	3.6	2.85	2.7	2.61	2.85	0	nc	0.275	1
0.002511886	0.75	3689	3.793	-0.27	7.29	6.46	5.06	3.51	2.77	2.62	2.54	2.78	0	nc	0.275	1
0.002511886	0.8	3722	3.795	-0.22	7.12	6.32	4.94	3.41	2.67	2.53	2.46	2.7	0	nc	0.275	1
0.002511886	0.85	3757	3.799	-0.19	6.96	6.17	4.82	3.32	2.59	2.46	2.39	2.64	0	nc	0.275	1
0.002511886	0.9	3789	3.815	-0.16	6.83	6.06	4.73	3.27	2.55	2.42	2.36	2.6	0	nc	0.275	1
0.002511886	0.95	3819	3.806	-0.12	6.66	5.91	4.6	3.16	2.44	2.32	2.26	2.51	0	nc	0.275	1
0.002511886	1	3854	3.815	-0.09	6.52	5.78	4.51	3.1	2.39	2.27	2.22	2.47	0	nc	0.275	1
0.002511886	1.05	3883	3.81	-0.05	6.37	5.64	4.39	3.01	2.3	2.19	2.14	2.39	0	nc	0.275	1
0.002511886	1.1	3943	3.815	-0.01	6.04	5.29	4.21	2.96	2.28	2.16	2.11	2.34	0	nc	0.275	1
0.002511886	1.15	4018	3.826	0.04	5.65	4.88	4.02	2.94	2.27	2.16	2.11	2.3	0	nc	0.275	1
0.002511886	1.2	4063	3.832	0.07	5.51	4.75	3.93	2.88	2.22	2.11	2.06	2.26	0	nc	0.275	1
0.003162278	0.02	2508	3.908	-2.62	15.99	14.54	12.28	9.11	8.5	8.09	7.47	7.75	0	nc	0.275	1
0.003162278	0.03	2703	3.799	-2.21	14.08	12.75	10.78	8.13	7.54	7.15	6.62	6.83	0	nc	0.275	1
0.003162278	0.04	2791	3.735	-1.97	13.16	11.87	10.01	7.55	6.95	6.58	6.09	6.27	0	nc	0.275	1
0.003162278	0.05	2846	3.705	-1.8	12.59	11.34	9.52	7.16	6.56	6.2	5.73	5.91	0	nc	0.275	1
0.003162278	0.055	2867	3.702	-1.75	12.39	11.14	9.35	7.02	6.42	6.06	5.61	5.78	0	nc	0.275	1
0.003162278	0.06	2887	3.707	-1.7	12.22	10.98	9.21	6.92	6.31	5.96	5.51	5.69	0	nc	0.275	1
0.003162278	0.07	2928	3.735	-1.64	11.94	10.73	8.99	6.77	6.16	5.82	5.39	5.56	0	nc	0.275	1
0.003162278	0.072	2936	3.742	-1.63	11.89	10.68	8.95	6.75	6.14	5.79	5.37	5.54	0	nc	0.275	1
0.003162278	0.075	2948	3.749	-1.61	11.81	10.6	8.89	6.71	6.1	5.75	5.33	5.5	0	nc	0.275	1
0.003162278	0.08	2970	3.758	-1.58	11.67	10.47	8.78	6.63	6.02	5.69	5.28	5.44	0	nc	0.275	1
0.003162278	0.09	3006	3.776	-1.52	11.43	10.25	8.59	6.51	5.9	5.56	5.17	5.33	0	nc	0.275	1
0.003162278	0.1	3026	3.787	-1.48	11.27	10.1	8.46	6.4	5.79	5.46	5.07	5.23	0	nc	0.275	1
0.003162278	0.11	3045	3.797	-1.44	11.12	9.96	8.33	6.3	5.68	5.36	4.98	5.14	0	nc	0.275	1
0.003162278	0.13	3078	3.806	-1.35	10.85	9.71	8.09	6.1	5.48	5.16	4.8	4.96	0	nc	0.275	1
0.003162278	0.15	3108	3.816	-1.29	10.62	9.49	7.9	5.94	5.31	5	4.65	4.81	0	nc	0.275	1
0.003162278	0.175	3140	3.82	-1.2	10.36	9.25	7.67	5.74	5.11	4.81	4.47	4.64	0	nc	0.275	1
0.003162278	0.2	3178	3.825	-1.13	10.12	9.02	7.46	5.57	4.93	4.64	4.32	4.49	0	nc	0.275	1
0.003162278	0.25	3259	3.829	-0.99	9.67	8.61	7.07	5.25	4.58	4.32	4.04	4.21	0	nc	0.275	1
0.003162278	0.3	3336	3.837	-0.88	9.29	8.27	6.76	4.98	4.3	4.06	3.82	4	0	nc	0.275	1
0.003162278	0.35	3395	3.838	-0.79	8.98	7.99	6.49	4.75	4.06	3.83	3.62	3.81	0	nc	0.275	1
0.003162278	0.4	3445	3.841	-0.71	8.71	7.75	6.26	4.56	3.85	3.64	3.46	3.66	0	nc	0.275	1
0.003162278	0.45	3486	3.844	-0.64	8.49	7.55	6.07	4.4	3.68	3.48	3.32	3.52	0	nc	0.275	1
0.003162278	0.5	3525	3.842	-0.57	8.27	7.35	5.89	4.24	3.51	3.33	3.18	3.39	0	nc	0.275	1
0.003162278	0.57	3578	3.845	-0.49	8	7.1	5.66	4.05	3.32	3.14	3.02	3.24	0	nc	0.275	1
0.003162278	0.6	3597	3.85	-0.46	7.9	7.02	5.59	3.99	3.25	3.08	2.97	3.19	0	nc	0.275	1
0.003162278	0.62	3611	3.849	-0.44	7.82	6.95	5.53	3.94	3.2	3.03	2.92	3.15	0	nc	0.275	1
0.003162278	0.7	3667	3.857	-0.37	7.55	6.7	5.32	3.77	3.03	2.88	2.79	3.02	0	nc	0.275	1
0.003162278	0.75	3697	3.859	-0.33	7.4	6.57	5.19	3.67	2.93	2.79	2.7	2.94	0	nc	0.275	1
0.003162278	0.8	3733	3.861	-0.29	7.22	6.41	5.07	3.57	2.84	2.7	2.62	2.86	0	nc	0.275	1
0.003162278	0.85	3766	3.865	-0.25	7.07	6.27	4.95	3.49	2.76	2.62	2.56	2.79	0	nc	0.275	1
0.003162278	0.9	3798	3.877	-0.22	6.93	6.15	4.86	3.43	2.7	2.57	2.51	2.75	0	nc	0.275	1
