SOURCE_KEY	NAME	DESIGNATION	RA	DEC	OPT_TYPE	OPTICAL_REFERENCE	NIR_TYPE	NIR_REFERENCE	LIT_SPT	GRAVITY_CLASS	LUMINOSITY_CLASS	METALLICITY_CLASS	NON_VLM	JMAG	JMAG_ERROR	HMAG	HMAG_ERROR	KMAG	KMAG_ERROR	DISCOVERY_REFERENCE	NOTE	CLUSTER	CLUSTER_REF	LIBRARY	BINARY	SBINARY	COMPANION	COMPANION_NAME
10963	SDSS J131142.1+362923.9	J13114192+3629247	197.92467	36.490196	L6	2009A&A...497..619Z	L5 pec (blue)	2011ApJS..197...19K	L6					15.545	0.053	14.752	0.056	14.14	0.049	2009A&A...497..619Z				blue sbinary				
10964	2MASS J13120700+3937440	J13120700+3937440	198.02916	39.628887	L0:				L0:					14.14				12.89										
10965	HD 114762B	J13121941+1731039	198.08087	17.51775			d/sdM9+/-1	BOW09	d/sdM9+/-1			d/sd		13.74	0.1	13.39	0.1	13.01	0.1	PAT02A	3.3 companion to sdF9 HD114762			subdwarf companion				
10966	DENIS J131220.3-532612	J1312203-532612	198.08458	-53.436668			M8.5pec	LOO-NP	M8.5pec					14.63	0.04	13.9	0.03			LOO-NP	nearby K III			young				
10967	1312+0051	J13122327+0051493	198.09695	0.86369449																	what is this?							
10968	LSPM J1313+3322	J13133115+3322468	198.37979	33.379665			sdM6	BUR-NP	sdM6			sd		15.534	0.055	14.974	0.065	14.847	0.099					subdwarf				
10969	2MASSI J1315309-264951	J13153094-2649513	198.87892	-26.830917	L5.5	2008ApJ...689.1295K			L5.5					15.195	0.051	14.058	0.035	13.462	0.043	HAL02A				binary sbinary				
10970	SDSS J13154368+2334580	J13154368+2334580	198.93201	23.582779	L1	2010AJ....139.1808S			L1					15.81	0.07	15.04	0.08	14.77	0.09	2010AJ....139.1808S								
10971	2MASS J13175884-1427007	J13175884-1427007	199.49516	-14.450194										16.107	0.113	16.145	0.21	15.343										
10972	2MASS J13184794+1736117	J13184794+1736117	199.69975	17.603251			L5.5	2010ApJS..190..100K	L5.5					16.341	0.101	15.227	0.094	14.533	0.06	2010ApJS..190..100K								
10973	2MASS J1319369-125728	J1319369-125728	199.90375	-12.957778			M7	BUR-NP	M7					15.374	0.064	14.736	0.061	14.828	0.134	BUR-NP								
10974	WISE J132004.16+603426.3	J13200416+6034263	200.01733	60.573971			T6.5	2011ApJS..197...19K	T6.5					16.789	0.188	16.806		15.622		2011ApJS..197...19K								
10975	DENIS J132034.8-512243	J1320348-512243	200.14499	-51.378609			M9pec	LOO-NP	M9pec					14.89	0.03	14.19	0.03			LOO-NP				young				
10976	DENIS J132043.6-400947	J1320436-400947	200.18166	-40.163055			M9.5	LOO-NP	M9.5					14.87	0.03	14.17	0.04			LOO-NP								
10977	2MASS J13204427+0409045	J13204427+04090450	200.18446	4.1512499	L3::	2008AJ....136.1290R			L3::					15.246	0.046	14.302	0.029	13.621	0.046	2008AJ....136.1290R				companion				
10978	WISE J132233.64-234016.8	J13223364-2340168	200.64017	-23.671333			T8	2011ApJS..197...19K	T8					17.006	0.105	16.605	0.141	16.991	0.399	2011ApJS..197...19K								
10979	DENIS-P J1323-1806	J13233597-18063790	200.89987	-18.110529	L0	1999AJ....118.2466M			L0					14.903	0.036	14.193	0.046	13.663	0.047	1999AJ....118.2466M								
10980	PSO J201.0320+19.1072	J13240767+19062592	201.03195	19.107195			T3.5	2011AJ....142...77D	T3.5					15.77	0.07	15.47	0.12	15.41	0.16	2011AJ....142...77D								
10981	2MASS J13243553+6358281	J13243553+6358281	201.14804	63.974472			T2:pec	2007AJ....134.1162L	T2:pec					15.596	0.067	14.576	0.056	14.058	0.059	2007AJ....134.1162L				binary				
10982	LEHPM 2-167	J13251617-2128120	201.31738	-21.470001			esdM4	BUR-NP	esdM4			esd		15.826	0.09	15.299	0.091	14.932	0.136	2004A&A...421..763P				subdwarf				
10983	2MASSW J1326201-272937	J13262009-2729370	201.58371	-27.493612	L5	2002ApJ...575..484G			L5					15.847	0.071	14.741	0.058	13.852	0.054	2002ApJ...575..484G								
10984	SDSSp J132629.82-003831.5	J13262981-0038314	201.62421	-0.64205557	L8:	2000AJ....119..928F	L5.5	2004AJ....127.3553K	L8:					16.103	0.071	15.05	0.06	14.208	0.067	2000AJ....119..928F								
10985	2MASS J13265350-5022260	J13265350-5022260	201.72292	-50.373886										14.715	0.039	13.978	0.036	13.398	0.038									
10986	SDSS J13271521+0759375	J13271521+0759375	201.81337	7.9937501	L1	2010AJ....139.1808S			L1					14.6	0.04	13.79	0.04	13.24	0.04	2010AJ....139.1808S								
10987	2MASS J13272391+0946446	J13272391+0946446	201.84962	9.7790556			M6	2004AJ....127.2856B	M6					15.989	0.107	15.34	0.11	15.397	0.197	2004AJ....127.2856B								
10988	2MASSW J1328550+211449	J13285503+2114486	202.22929	21.246834	L5	1999ApJ...519..802K			L5					16.192	0.105	15.002	0.081	14.265	0.083	1999ApJ...519..802K								
10989	LHS 2746	J13312833+2447114	202.86804	24.786499	sdM6.5	2005PASP..117..676R			sdM6.5			sd		15.375	0.055	14.805	0.059	14.567	0.094					subdwarf				
10990	2MASS J13313310+3407583	J13313310+3407583	202.88791	34.132858	L0	2010ApJS..190..100K	L1pec	2010ApJS..190..100K	L0					14.168	0.026	13.333	0.027	12.868	0.026	2010ApJS..190..100K								
10991	SDSS J133148.92-011651.4	J13314894-0116500	202.95392	-1.2805555	L6	2002AJ....123.3409H	L8+/-2.5	2004AJ....127.3553K	L6					15.459	0.042	14.475	0.04	14.073	0.068	2002AJ....123.3409H				blue				
10992	SDSS J13331279+1509566	J13331279+1509566	203.30328	15.165722	L0	2010AJ....139.1808S			L0					15.84	0.07	15.28	0.09	15.09	0.14	2010AJ....139.1808S								
10993	SDSS J13334536-0216002	J13334536-0216002	203.439	-2.2667222	L3	2010AJ....139.1808S			L3					15.38	0.04	14.37	0.04	13.85	0.05	2010AJ....139.1808S								
10994	2MASS J13342806+5258199	J13342806+5258199	203.61691	52.972195			M7.5	2010ApJS..190..100K	M7.5					14.907	0.038	14.221	0.047	13.817	0.071	2010ApJS..190..100K								
10995	DENIS J133603.9-494449	J1336039-494449	204.01625	-49.746944			M8:	LOO-NP	M8:					14.66	0.04	13.95	0.04			LOO-NP								
10996	2MASS J13364062+3743230	J13364062+3743230	204.16925	37.723057	L1	2007AJ....133..439C			L1					14.412	0.029	13.63	0.028	13.099	0.024	2007AJ....133..439C								
10997	2MASS J13373116+4938367	J13373115+49383670	204.37979	49.643528	L0	2007AJ....133..439C			L0					13.765	0.028	13.035	0.028	12.576	0.03	2007AJ....133..439C								
10999	DENIS J133754.2-492636	J1337542-492636	204.47583	-49.443333			M8pec	LOO-NP	M8pec					14.59	0.03	13.81	0.04			LOO-NP								
10998	DENIS J133754.2-492636 - BG	J1337542-492636	204.47583	-49.443333																								
11000	2MASSW J1338261+414034	J13382614+41403420	204.60892	41.676167	L2.5	2000AJ....120..447K			L2.5					14.221	0.025	13.311	0.024	12.771	0.024	2000AJ....120..447K								
11001	2MASS J13384944+0437315	J13384944+04373150	204.70599	4.6254168	L1	2008AJ....136.1290R			L1					14.157	0.032	13.249	0.032	12.737	0.033	2008AJ....136.1290R								
11002	2MASS J13411160-3052505	J13411160-30525049	205.29834	-30.880667	L2::	2008AJ....136.1290R			L2::					14.607	0.033	13.725	0.033	13.081	0.026	2008AJ....136.1290R	spectral binary candidate			sbinary				
11003	SDSS J134203.11+134022.2	J13420311+1340222	205.51295	13.672833			L5.5	2006AJ....131.2722C	L5.5					16.756	0.144	15.708	0.11	15.109	0.142	2006AJ....131.2722C								
11004	WISE J134310.44-121628.8	J13431044-121628.8	205.79349	-12.274445			L6.5 +or- 2 pec (blue)	2014ApJ...787..126L	L6.5 +or- 2 pec (blue)					16.27	0.1	15.46	0.09	15.23	0.17	2014ApJ...781....4L								
11005	2MASSW J1343167+394508	J13431670+39450870	205.81958	39.752419	L5	2000AJ....120..447K			L5					16.162	0.071	14.857	0.051	14.15	0.048	2000AJ....120..447K								
11006	SDSS J134525.57+521634.0	J13452562+5216337	206.35675	52.276028			L3.5	2006AJ....131.2722C	L3.5					16.945	0.178	16.257	0.243	15.348	0.142	2006AJ....131.2722C								
11007	SDSSp J134646.45-003150.4	J13464634-0031501	206.69308	-0.53058332	T7	2003ApJ...594..510B	T6.5	2006ApJ...637.1067B	T6.5					16	0.102	15.459	0.118	15.772	0.274	TSV00A								
11008	LHS 2803B	J13480249-1344120	207.01038	-13.736667			T5.5	2013ApJS..205....6M	T5.5					16.48	0.12	16.09	0.17	16.45		DEA12A				companion				
11009	LHS 2803B	J13480290-1344071	207.01208	-13.735306			T5.5	2012ApJ...757..100D	T5.5					16.48	0.12	16.09	0.17	16.45		2012ApJ...757..100D				companion				
11010	WISE J134806.99+660328.4	J13480699+6603284	207.02913	66.057892			L9	2011ApJS..197...19K	L9					16.943	0.191	15.909	0.155	15.259	0.152	2011ApJS..197...19K								
11011	2MASS J13482400-4223374	J13482400-4223374	207.10001	-42.393723										16.315	0.102	15.803	0.156	15.594	0.195									
11012	LSPM J1351+5506	J13512862+5506575	207.86925	55.115971			esdM7	BUR-NP	esdM7			esd		15.675	0.06	15.135	0.085	15.068	0.127					subdwarf				
11013	WISE J135307.51-085712.0	J13530751-0857120	208.28128	-8.9533329			L0::	2013PASP..125..809T	L0::					15.04	0.07	14.45	0.09	14.07	0.1	2013PASP..125..809T								
11014	2MASS J13544271+2150309	J13544271+2150309	208.67795	21.841917			M6	2010ApJS..190..100K	M6					15.318	0.049	14.583	0.05	14.208	0.049	2010ApJS..190..100K								
11015	2MASS J13570485-3946356	J13570485-3946356	209.2702	-39.776554	galaxy?	2007AJ....133.2825R	galaxy?		galaxy?				GAL	16.499	0.137	14.97	0.074	14.038	0.061	2007AJ....133.2825R								
11016	2MASS J13571237+1428398	J13571237+1428398	209.30154	14.477722	L4:				L4:					15.584	0.063	14.647	0.064	13.88	0.037	2008AJ....136.1290R								
11017	SDSS J13571490-1438520	J13571490-1438520	209.31209	-14.647778	M7				M7					12.85				11.74										
11018	LSPM J1358+3526	J13584761+3526540	209.69836	35.448334			sd/esdM4	BUR-NP	sd/esdM4			sd		16.489	0.124	15.926	0.14	15.831						subdwarf				
11019	SDSS J135852.68+374711.9	J13585269+3747137	209.71953	37.78714			T4.5+/-1	2006AJ....131.2722C	T4.5+/-1					16.46	0.088	16.142	0.17	16.099		2006AJ....131.2722C								
11020	2MASS J13593574+3031039	J13593574+3031039	209.89893	30.51775			d/sdM7	2004AJ....127.2856B	d/sdM7			d/sd		15.87	0.077	15.606	0.122	15.271	0.159	2004AJ....127.2856B				subdwarf				
11021	2MASS J13595510-4034582	J13595510-40345819	209.97958	-40.582806	L1	2008AJ....136.1290R			L1					13.645	0.026	13.034	0.028	12.566	0.029	2008AJ....136.1290R				blue				
11022	SDSS J140023.12+433822.3	J14002320+4338222	210.09666	43.639503			L7+/-1	2006AJ....131.2722C	L7+/-1					16.301	0.093	15.094	0.082	14.487	0.077	2006AJ....131.2722C								
11023	WISE J140035.40-385013.5	J14003540-3850135	210.14751	-38.837082			T4	2013ApJS..205....6M	T4					16.04	0.1	15.82	0.17	16.07		2013ApJS..205....6M								
11024	2MASS J14022235+0648479	J14022235+0648479	210.59314	6.8133059	M9				M9					13.719	0.026	13.012	0.023	12.508	0.027									
11025	2MASS J14044495+4634297	J14044495+4634297	211.1873	46.574917	L0:	2007AJ....133..439C			L0:					14.338	0.029	13.533	0.024	13.057	0.03	2007AJ....133..439C								
11026	2MASS J14044948-3159330	J14044948-3159330	211.20616	-31.9925	T0	2008ApJ...686..528L	T2.5	2007AJ....134.1162L	T2.5					15.577	0.063	14.955	0.067	14.538	0.095	2007AJ....134.1162L	"binary: sep=0.3118+/-0.0007 at 311.8+/-0.7deg on June 3, 2006 (Looper et al. 2008)"			binary				
11027	SDSS J14060148+5249309	J14060148+5249309	211.50616	52.825249	L0	2010AJ....139.1808S			L0					15.56	0.05	14.97	0.08	14.56	0.1									
11028	2MASS J14075361+1241099	J14075361+1241099	211.97337	12.686084	L1::	2008AJ....136.1290R			L1::					15.378	0.055	14.344	0.052	13.598	0.043	2008AJ....136.1290R								
11029	2MASS J14090310-3357565	J14090310-3357565	212.26291	-33.965694	L2	2008ApJ...689.1295K			L2					14.248	0.026	13.424	0.033	12.865	0.029	2008ApJ...689.1295K								
11030	2MASSW J1411175+393636	J14111735+3936363	212.8223	39.610081	L1.5	2000AJ....120..447K			L1.5					14.64	0.034	13.772	0.042	13.239	0.035	2000AJ....120..447K								
11031	2MASS J14113696+2112471	J14113696+2112471	212.90399	21.213083			M3.5	2010ApJS..190..100K	M3.5					12.675	0.023	12.09	0.022	11.851	0.027	2010ApJS..190..100K								
11032	WISE J141144.14-140301.1	J14114414-1403011	212.93393	-14.050305			M8 pec	2013PASP..125..809T	M8 pec					14.92	0.04	14.41	0.05	13.97	0.07	2013PASP..125..809T				blue				
11033	2MASS J14122270+2354100	J14122270+2354100	213.09459	23.902777	M9				M9					13.729	0.031	13.087	0.034	12.653	0.022									
11034	2MASSW J1412244+163312	J14122449+1633115	213.10204	16.553194	L0.5	2000AJ....120..447K			L0.5					13.888	0.029	13.15	0.036	12.521	0.029	2000AJ....120..447K								
11035	2MASS J21472764+0101040	J14140586+0107102	213.52443	1.1195			L4	2011ApJ...732...56G	L4					16.7						2011ApJ...732...56G								
11036	SDSS J141530.05+572428.7	J14153003+5724300	213.87512	57.408337			T3+/-1	2006AJ....131.2722C	T3+/-1					16.734	0.156	15.821		15.544		2006AJ....131.2722C				binary sbinary				
11037	ULAS J141623.94+134836.3	J14162394+1348363	214.09975	13.810083			T7.5	2010AJ....139.2448B	T7.5					17.259	0.017	17.581	0.03	18.933	0.244	BRN10A				companion blue				
11038	2MASS J14162409+1348267	J14162409+1348267	214.10037	13.807417	L6	2010AJ....139.1045S			L6					13.148	0.025	12.456	0.028	12.114	0.023					companion blue				
11039	SDSS J141659.78+500626.4	J14165987+5006258	214.24945	50.107166			L5.5+/-2	2006AJ....131.2722C	L5.5+/-2					16.95	0.171	15.955	0.168	15.597	0.158	2006AJ....131.2722C				companion				
11040	2MASS J14171672-0407311	J14171672-0407311	214.31967	-4.1253057			M7	2004AJ....127.2856B	M7					15.952	0.082	15.367	0.084	15.489	0.218	2004AJ....127.2856B								
11041	2MASS J14182962-3538060	J14182962-3538060	214.62341	-35.635002			L1.5	2010ApJS..190..100K	L1.5					15.165	0.051	14.253	0.038	13.691	0.049	2010ApJS..190..100K								
11042	2MASS J14185890+6000194	J14185890+6000194	214.74542	60.00539			M9	2010ApJS..190..100K	M9					15.235	0.041	14.484	0.045	13.93	0.047	2010ApJS..190..100K								
11043	2MASS J14192618+5919047	J14192618+5919047	214.85907	59.31797			L1:	2010ApJS..190..100K	L1:					16.411	0.117	15.757	0.163	15.024	0.147	2010ApJS..190..100K								
11044	2MASS J1419376+224143	J1419376+224143	214.90666	22.695276			M7	BUR-NP	M7					15.997	0.105	15.732	0.177	15.371	0.222	BUR-NP								
11045	2MASS 14204983-1752519	J14204983-1752519	215.20763	-17.881083										16.486	0.13	16.508	0.254	15.962										
11046	SDSS J14205830+2131566	J14205830+2131566	215.2429	21.532389	L1	2010AJ....139.1808S			L1					15.12	0.04	14.52	0.05	14.06	0.06	2010AJ....139.1808S								
11047	2MASSW 1421314+182740	J14213145+1827407	215.38104	18.461306	L0	2008AJ....136.1290R			L0					13.231	0.021	12.428	0.021	11.943	0.02	2000AJ....120.1085G	Gizis et al. (2000) classify this object as M9.5							
11048	SDSS J142227.25+221557.1	J14222720+2215575	215.61334	22.265972			L6.5+/-2	2006AJ....131.2722C	L6.5+/-2					17.064	0.181	16.032	0.156	15.642	0.172	2006AJ....131.2722C				blue				
11049	SDSS J14225715+0827521	J14225715+0827521	215.73813	8.4644718	L2	2010AJ....139.1808S			L2					15.1	0.05	14.22	0.03	13.65	0.05	2010AJ....139.1808S								
11050	LHS 2907B	J14232084+0116380	215.83682	1.2772222			T8p	2012ApJ...760..152L	T8p					18.71	0.05	19.14	0.02			2012ApJ...760..152L								
11051	2MASS J14232186+6154005	J14232186+6154005	215.84108	61.900139			L4	2011ApJ...732...56G	L4					16.6		15.961	0.15	15.279	0.134	2011ApJ...732...56G	suspected spectral binary							
11052	GD 165B	J14243909+0917104	216.16287	9.2862225	L4	1999ApJ...519..802K	L3+/-2	2004AJ....127.3553K	L4					15.687	0.078	14.781	0.07	14.169	0.095	1988Natur.336..656B	located 0.69 W and 3.61 S (-> 190.8 deg) from GD 165 (1/25/1991) (Zuckerman & Becklin 1992)			companion				
11053	DENIS-P J142527.97-365023.4	J14252798-3650229	216.36659	-36.839695	L3:	2008AJ....136.1290R	L3 beta	BANYAN7	L3:	IG				13.747	0.028	12.575	0.021	11.805	0.027	2004A&A...416L..17K		AB Doradus	BANYAN7	young				
11054	2MASS J14261286+3130394	J14261286+3130394	216.55359	31.510944	L4	2009A&A...497..619Z			L4					16.623	0.158	15.593	0.133	14.722	0.09	2009A&A...497..619Z								
11055	2MASS J1426316+155701	J1426316+155701	216.63167	15.950277	M9	2003AJ....126.2421C			M9					12.913	0.023	12.196	0.023	11.731	0.018	2003AJ....126.2421C								
11056	NLTT 37409	J14270666+4808164	216.77776	48.13789			sdM5:	2010ApJS..190..100K	sdM5:			sd		14.844	0.04	14.439	0.058	14.261	0.054	2010ApJS..190..100K				subdwarf				
11057	2MASS J14283132+5923354	J14283132+5923354	217.13049	59.393169	L4	2008AJ....136.1290R			L4					14.781	0.037	13.875	0.038	13.265	0.028	2008AJ....136.1290R								
11058	LHS 2924	J14284323+3310391	217.18012	33.177528	M9 V				M9 V					11.99	0.021	11.225	0.029	10.744	0.024					mstd				
11059	2MASSI J1430435+291540	J14304358+2915405	217.68159	29.26125	L2	2003AJ....126.2421C	L0.5	2003IAUS..211..197W	L2					14.273	0.028	13.439	0.027	12.771	0.025	2003IAUS..211..197W	binary: sep=0.088+/-0.0028 @ 327.5+/-1.2 deg on 2001 Apr 19 (Bouy et al. 2003)			binary				
11060	2MASS J14313097+1436539	J14313097+1436539	217.87904	14.614973	L2	2009A&A...497..619Z	L3.5+/-1.5	2009AJ....137..304S	L2					15.151	0.041	14.501	0.048	14.125	0.062	2009AJ....137..304S				blue				
11061	LHS 375	J14313832-2525328	217.90967	-25.425777	esdM4	RUI93A			esdM4			esd		12.15	0.022	11.674	0.022	11.507	0.022					subdwarf				
11062	SDSS J14324210+3451427	J14324210+3451427	218.17543	34.861858	L1	2010AJ....139.1808S			L1					15.75	0.11	15.05	0.13	14.77	0.1	2010AJ....139.1808S								
11063	BRI 1430-1042	J1432598-105603	218.24918	-10.934167	M8-9 III				M8-9 III		III			6.502	0.019	5.643	0.04	4.959	0.021					giant				
11064	2MASS J14343616+2202463	J14343616+2202463	218.65067	22.046194			L2.5+/-1.5	2009AJ....137..304S	L2.5+/-1.5					14.519	0.036	13.833	0.041	13.545	0.042	2009AJ....137..304S				blue				
11065	2MASS J14351087-2333025	J14351087-2333025	218.79529	-23.550694			M8	2012ApJ...760..152L	M8					13.54	0.02	12.93	0.03	12.52	0.03	2012ApJ...760..152L								
11066	2MASS J14352035-4255403	J14352035-4255403	218.83478	-42.927864	M8-9III				M8-9III		III			9.247	0.026	8.493	0.042	8.086	0.033					giant				
11067	SDSS J143535.72-004347.0	J14353572-0043471	218.89882	-0.72974998	L3	2002AJ....123.3409H	L2.5	2004AJ....127.3553K	L3					16.488	0.116	15.664	0.116	15.025	0.137	2002AJ....123.3409H								
11068	SDSS J143553.25+112948.6	J14355323+1129485	218.97179	11.496806			T2+/-1	2006AJ....131.2722C	T2+/-1					17.137	0.232	16.15		16.906		2006AJ....131.2722C				binary				
11069	2MASS J14370929-3512430	J14370929-3512430	219.28871	-35.211945			M8.5	2010ApJS..190..100K	M8.5					15.373	0.044	14.737	0.055	14.164	0.066	2010ApJS..190..100K								
11070	1438+6408bs	J14380536+6408408	219.52232	64.144661										12.985	0.024	12.161	0.031	11.65	0.021									
11071	SDSS J14380829+64083631	J14380829+64083631	219.53455	64.143417	L0	2008AJ....135..785W			L0					12.98	0.02	12.16	0.03	11.65	0.02	2008AJ....135..785W								
11072	SDSS J143832.63+572216.9	J14383259+5722168	219.6358	57.37133	L5	2009A&A...497..619Z			L5					15.962	0.073	15.097	0.078	14.373	0.06	2009A&A...497..619Z								
11073	2MASSW J1438549-130910	J14385498-13091029	219.72908	-13.152833	L3:	2000AJ....120..447K			L3:					15.49	0.057	14.504	0.045	13.863	0.053	2000AJ....120..447K								
11074	LHS 377	J14390030+1839385	219.75124	18.660694	sdM7	GIZ97A			sdM7			sd		13.194	0.029	12.733	0.03	12.479	0.025					subdwarf				
11075	2MASSW J1439284+192915	J14392836+1929149	219.86815	19.487473	L1	1999ApJ...519..802K			L1					12.759	0.019	12.041	0.019	11.546	0.022	1999ApJ...519..802K				lstd				
11076	SDSS J143933.44+031759.2	J14393342+03175909	219.88924	3.2997222	L1	2002AJ....123.3409H			L1					15.994	0.101	15.673	0.152	14.813	0.134	2002AJ....123.3409H								
11077	SDSS J143945.86+304220.6	J14394595+3042212	219.94145	30.705889			T2.5	2006AJ....131.2722C	T2.5					17.223	0.228	16.28		15.881		2006AJ....131.2722C				binary				
11078	2MASS J14402290+1339230	J14402290+1339230	220.09541	13.656388	M8	2007AJ....133..439C			M8					12.395	0.022	11.71	0.02	11.337	0.02	2007AJ....133..439C								
11079	SDSS J14403025+12333391	J14403025+12333391	220.12605	12.559417	M9	2008AJ....135..785W			M9					14.41	0.03	13.6	0.03	13.19	0.04	2008AJ....135..785W								
11080	2MASS J14403186-1303263	J14403186-1303263	220.13275	-13.057305	L1	2010ApJS..190..100K	L1pec	2010ApJS..190..100K	L1					15.38	0.05	14.747	0.056	14.243	0.064	2010ApJS..190..100K				blue				
11081	2MASSI J1441045+271932	J14410457+27193234	220.26904	27.32564	M7	2007AJ....133..439C			M7					12.994	0.022	12.368	0.021	11.977	0.019	2007AJ....133..439C								
11082	WISE J144127.49-515807.6	J14412749-5158076	220.36455	-51.968777			M7	2013PASP..125..809T	M7					14.35	0.03	13.89	0.02	13.49	0.04	2013PASP..125..809T								
11083	G 124-62BC	J14413716-09455900	220.40485	-9.7663889	L0.5	2000AJ....120..447K			L0.5					14.02	0.029	13.19	0.031	12.661	0.03	1999AJ....118.2466M	binary: a=0.370+/-0.0028 @ 290.8+/-0.3deg on 5/22/2001 (Bouy et al. 2003); common proper motion companion to G 124-62 A (Seifahrt et al. 2005)			binary companion				
11084	G 239-25 A	J14422156+66032067	220.58983	66.055725	M1.5				M1.5					7.306	0.024	6.733	0.026	6.491	0.024					companion				
11085	G 239-25 B	J14422175+6603198	220.59062	66.055504			L0+/-1	FOR04A	L0+/-1					11.51	0.03	10.83	0.03	10.33	0.07	2004AJ....128.1733G	"located 2.810+/-0.008 @ 108.4+/-0.3 deg from G 239-25 A on April 5, 2004 (Forveille et al. 2004)"			companion				
11086	SSSPM 1444-2019	J14442067-2019222	221.08614	-20.322834	d/sdM9	2007ApJ...657..494B	d/sdM7	BUR-NP	d/sdM9			d/sd		12.546	0.026	12.142	0.026	11.933	0.026	2004A&A...428L..25S				subdwarf				
11087	2MASS J14442946+0048530	J14442946+0048530	221.12276	0.81472224	M9				M9					15.945	0.086	15.409	0.113	15.182	0.163									
11088	SDSSp J144600.60+002452.0	J14460060+00245190	221.5025	0.41441667	L6	2002AJ....123.3409H	L5	2004AJ....127.3553K	L6					15.894	0.082	14.514	0.035	13.935	0.053	2002ApJ...564..466G								
