FILENAME,INSTRUMENT,NAME,REFERENCE,OBSERVATION_DATE,OBSERVATION_MJD,SOURCE_KEY,OBSERVATION_TIME,PROGRAM_NUMBER,PROGRAM_PI,OBSERVER,RESOLUTION,AIRMASS,REDUCTION_SPEXTOOL_VERSION,QUALITY_FLAG
10136_10288.fits,SPEX-PRISM,2MASS J03305571+3146272,2010ApJS..190..100K,20030918,52900.5,10288,,,,,120,,,OK
10680_10302.fits,SPEX-PRISM,2MASS J03382862+0001296,2010ApJS..190..100K,20060902,53981.028,10302,12 40 40.1324,,,Looper,120,1.35,v3.3,OK
10495_10307.fits,SPEX-PRISM,2MASS J03422594+3148496,2010ApJS..190..100K,20051018,53661.984,10307,11 36 55.119969,,,,120,1.029,v3.2,BCK
10681_10308.fits,SPEX-PRISM,Cl* IC 348 LRL 10176,2010ApJS..190..100K,20060902,53981.076,10308,13 49 21.5758,,,Looper,120,1.088,v3.3,OK
10496_10313.fits,SPEX-PRISM,2MASS J03444306+3137338,2010ApJS..190..100K,20051018,53662.019,10313,12 26 38.978164,,,,120,1.023,v3.2,OK
10682_10325.fits,SPEX-PRISM,2MASS J03542527+3724388,2010ApJS..190..100K,20060902,53981.091,10325,14 11 30.9077,,,Looper,120,1.097,v3.3,BCK
10865_10334.fits,SPEX-PRISM,2MASS J04024153-4037476,2010ApJS..190..100K,20071110,54414.918,10334,10 02 32.3992,,,Looper,120,2.144,v3.3,OK
10723_10338.fits,SPEX-PRISM,2MASS J04062677-3812102,2010ApJS..190..100K,20061208,54077.901,10338,09 37 17.2115,,,Sears,120,1.897,v3.3,POOR
10518_10379.fits,SPEX-PRISM,2MASS J04382218+2553503,2010ApJS..190..100K,20051231,53735.5,10379,,,,,120,,,BCK
10653_10379.fits,SPEX-PRISM,2MASS J04382218+2553503,2010ApJS..190..100K,20060828,53976.129,10379,15 06 21.1072,,,Kirkpatrick,120,1.068,v3.3,BCK
10737_10379.fits,SPEX-PRISM,2MASS J04382218+2553503,2010ApJS..190..100K,20061209,54078.887,10379,09 17 36.0919,,,Kirkpatrick,120,1.013,v3.3,BCK
10269_10393.fits,SPEX-PRISM,2MASS J04470652-1946392,2010ApJS..190..100K,20040908,53256.5,10393,,,,,120,,,OK
10779_10393.fits,SPEX-PRISM,2MASS J04470652-1946392,2010ApJS..190..100K,20061223,54092.975,10393,11 24 23.6389,,,,120,1.671,v3.3,OK
10501_10395.fits,SPEX-PRISM,2MASS J04480182-0557254,2010ApJS..190..100K,20051019,53662.998,10395,11 57 13.201380,,,,120,1.18,v3.2,BCK
10520_10395.fits,SPEX-PRISM,2MASS J04480182-0557254,2010ApJS..190..100K,20051231,53735.5,10395,,,,,120,,,BCK
10636_10395.fits,SPEX-PRISM,2MASS J04480182-0557254,2010ApJS..190..100K,20060818,53966.119,10395,14 51 26.7116,,,Looper,120,1.411,v3.3,BCK
10738_10433.fits,SPEX-PRISM,2MASS J05314149+6856293,2010ApJS..190..100K,20061209,54078.958,10433,10 59 40.9217,,,Kirkpatrick,120,1.531,v3.3,POOR
10725_10434.fits,SPEX-PRISM,2MASS J05341594-0631397,2010ApJS..190..100K,20061208,54077.961,10434,11 03 10.8446,,,Sears,120,1.12,v3.3,OK
10716_10439.fits,SPEX-PRISM,2MASS J05363713-0328492,2010ApJS..190..100K,20060930,54009.14,10439,15 21 53.2516,,,Looper,120,1.089,v3.3,OK
10739_10440.fits,SPEX-PRISM,2MASS J05363776+1000232,2010ApJS..190..100K,20061209,54078.925,10440,10 11 22.6509,,,Kirkpatrick,120,1.025,v3.3,OK
10726_10441.fits,SPEX-PRISM,2MASS J05381018-0554261,2010ApJS..190..100K,20061208,54077.989,10441,11 43 43.7702,,,Sears,120,1.143,v3.3,BCK
12004_10444.fits,SPEX-PRISM,Gliese 213,2010ApJS..190..100K,20071110,54415.076,10444,13 49 53.6927,,,Looper,120,2.055,v3.3,OK
10727_10449.fits,SPEX-PRISM,2MASS J05460407-0003228,2010ApJS..190..100K,20061208,54078.008,10449,12 11 21.6890,,,Sears,120,1.121,v3.3,BCK
10763_10478.fits,SPEX-PRISM,LHS 217,2010ApJS..190..100K,20061221,54090.99,10478,11 46 3.91063,,,Looper,120,1.474,v3.3,OK
10875_10505.fits,SPEX-PRISM,Gliese 270,2010ApJS..190..100K,20071111,54416.023,10505,12 33 20.6337,,,Looper,120,1.124,v3.3,OK
11335_10505.fits,SPEX-PRISM,Gliese 270,2010ApJS..190..100K,20091203,55169.046,10505,13 05 40.571239,,,Looper,120,1.028,v3.4,OK
10876_10518.fits,SPEX-PRISM,LSPM J0734+5810,2010ApJS..190..100K,20071111,54416.054,10518,13 18 2.60108,,,Looper,120,1.32,v3.3,OK
10543_10525.fits,SPEX-PRISM,2MASS J07415784+0531568,2010ApJS..190..100K,20060408,53833.737,10525,05 41 07.069718,,,Burgasser,120,1.057,v3.2,OK
10767_10591.fits,SPEX-PRISM,SDSSp J083717.22-000018.3,2010ApJS..190..100K,20061221,54091.072,10591,13 43 0.682910,,,Looper,120,1.09,v3.3,OK
10564_10639.fits,SPEX-PRISM,2MASS J09171104-1650010,2010ApJS..190..100K,20060409,53834.795,10639,07 05 21.9074,,,Burgasser,120,1.269,v3.3,OK
10984_10639.fits,SPEX-PRISM,2MASS J09171104-1650010,2010ApJS..190..100K,20080125,54490.967,10639,11 12 49.0932,,,Looper,120,1.248,v3.4,OK
10620_10649.fits,SPEX-PRISM,2MASS J09243114+2143536,2010ApJS..190..100K,20060601,53887.747,10649,05 55 40.6122,,,,120,1.297,v3.3,POOR
10581_10663.fits,SPEX-PRISM,2MASS J09384022-2748184,2010ApJS..190..100K,20060410,53835.776,10663,06 36 52.2637,,,Burgasser,120,1.487,v3.3,OK
10597_10666.fits,SPEX-PRISM,2MASS J09395909-3817217,2010ApJS..190..100K,20060411,53836.811,10666,07 28 27.7169,,,Burgasser,120,1.951,v3.3,POOR
10621_10724.fits,SPEX-PRISM,2MASS J10315064+3349595,2010ApJS..190..100K,20060601,53887.777,10724,06 38 29.6010,,,,120,1.221,v3.3,OK
10962_10730.fits,SPEX-PRISM,2MASS J10334372-3337056,2010ApJS..190..100K,20080113,54479.093,10730,14 14 25.253915,,,Burgasser,120,1.74,v3.4,POOR
10613_10740.fits,SPEX-PRISM,SDSS J104335.08+121314.1,2010ApJS..190..100K,20060531,53886.813,10740,07 30 27.3258,,,,120,1.394,v3.3,OK
10958_10744.fits,SPEX-PRISM,2MASS J10454932+1254541,2010ApJS..190..100K,20080112,54477.5,10744,,,,,120,,,OK
10531_10744.fits,SPEX-PRISM,2MASS J10454932+1254541,2010ApJS..190..100K,20060104,53740.108,10744,14 35 47.757817,,,Peterson,120,1.02,v3.2,POOR
10731_10747.fits,SPEX-PRISM,2MASS J10461875+4441149,2010ApJS..190..100K,20061208,54078.114,10747,14 44 22.3397,,,Kirkpatrick,120,1.145,v3.3,OK
10965_10748.fits,SPEX-PRISM,2MASS J10462067+2354307,2010ApJS..190..100K,20080113,54478.984,10748,11 36 27.395998,,,Burgasser,120,1.133,v3.4,OK
11021_10802.fits,SPEX-PRISM,2MASS J11181292-0856106,2010ApJS..190..100K,20080428,54584.763,10802,06 18 53.3914,,,Looper,75,1.174,v3.4,OK
10973_10802.fits,SPEX-PRISM,2MASS J11181292-0856106,2010ApJS..190..100K,20080114,54480.07,10802,13 41 11.109193,,,Burgasser,120,1.147,v3.4,POOR
11339_10806.fits,SPEX-PRISM,Gl424,2010ApJS..190..100K,20091203,55169.101,10806,14 25 2.4616664,,,Looper,120,1.614,v3.4,OK
11340_10806.fits,SPEX-PRISM,Gl424,2010ApJS..190..100K,20091203,55169.101,10806,14 25 2.4616664,,,Looper,120,1.614,v3.4,OK
11364_10806.fits,SPEX-PRISM,Gl424,2010ApJS..190..100K,20091229,55195.064,10806,13 31 51.145631,,,Looper,120,1.512,v3.4,OK
10967_10825.fits,SPEX-PRISM,2MASS J11304030+1206306,2010ApJS..190..100K,20080113,54479.037,10825,12 53 25.043195,,,Burgasser,120,1.081,v3.4,OK
10552_10855.fits,SPEX-PRISM,2MASS J11582077+0435014,2010ApJS..190..100K,20060408,53833.5,10855,,,,,120,,,OK
10585_10882.fits,SPEX-PRISM,2MASS J12154938-0036387,2010ApJS..190..100K,20060410,53835.5,10882,,,,,120,,,POOR
10813_10913.fits,SPEX-PRISM,2MASS J12304602+2827515,2010ApJS..190..100K,20070703,54284.843,10913,08 13 32.5872,,,Kirkpatrick,120,1.805,v3.3,POOR
10587_10919.fits,SPEX-PRISM,2MASS J12341814+0008359,2010ApJS..190..100K,20060410,53835.5,10919,,,,,120,,,OK
10623_10925.fits,SPEX-PRISM,2MASS J12414645-2238178,2010ApJS..190..100K,20060601,53887.847,10925,08 20 21.4575,,,,120,1.598,v3.3,POOR
10569_10926.fits,SPEX-PRISM,2MASS J12425052+2357231,2010ApJS..190..100K,20060409,53834.5,10926,,,,,120,,,OK
10588_10931.fits,SPEX-PRISM,2MASS J12471472-0525130,2010ApJS..190..100K,20060410,53835.5,10931,,,,,120,,,OK
10814_10933.fits,SPEX-PRISM,2MASS J12474944-1117551,2010ApJS..190..100K,20070703,54284.818,10933,07 38 13.5714,,,Kirkpatrick,120,1.84,v3.3,POOR
10806_10936.fits,SPEX-PRISM,2MASS J12490872+4157286,2010ApJS..190..100K,20070318,54177.912,10936,09 53 48.1876,,,Looper,120,1.15,v3.3,OK
10818_10954.fits,SPEX-PRISM,2MASS J13023811+5650212,2010ApJS..190..100K,20070704,54285.785,10954,06 50 37.1322,,,Kirkpatrick,120,1.406,v3.3,POOR
10570_10955.fits,SPEX-PRISM,2MASS J13032137+2351110,2010ApJS..190..100K,20060409,53834.5,10955,,,,,120,,,BCK
10807_10961.fits,SPEX-PRISM,2MASS J13080147+3553169,2010ApJS..190..100K,20070318,54177.932,10961,10 22 45.4011,,,Looper,120,1.097,v3.3,OK
10808_10972.fits,SPEX-PRISM,2MASS J13184794+1736117,2010ApJS..190..100K,20070318,54178.037,10972,12 53 6.14331,,,Looper,120,1.03,v3.3,OK
10819_10990.fits,SPEX-PRISM,2MASS J13313310+3407583,2010ApJS..190..100K,20070704,54285.831,10990,07 55 58.5568,,,Kirkpatrick,120,1.317,v3.3,OK
10809_10994.fits,SPEX-PRISM,2MASS J13342806+5258199,2010ApJS..190..100K,20070318,54178.054,10994,13 18 24.3616,,,Looper,120,1.229,v3.3,OK
10624_11014.fits,SPEX-PRISM,2MASS J13544271+2150309,2010ApJS..190..100K,20060601,53887.957,11014,10 58 16.4105,,,,120,1.472,v3.3,POOR
10591_11031.fits,SPEX-PRISM,2MASS J14113696+2112471,2010ApJS..190..100K,20060410,53835.998,11031,11 57 0.162997,,,Burgasser,120,1.013,v3.3,OK
10604_11041.fits,SPEX-PRISM,2MASS J14182962-3538060,2010ApJS..190..100K,20060411,53837.035,11041,12 50 26.5286,,,Burgasser,120,1.972,v3.3,OK
10654_11042.fits,SPEX-PRISM,2MASS J14185890+6000194,2010ApJS..190..100K,20060828,53975.736,11042,05 39 31.0659,,,Kirkpatrick,120,1.705,v3.3,POOR
10820_11043.fits,SPEX-PRISM,2MASS J14192618+5919047,2010ApJS..190..100K,20070704,54285.757,11043,06 10 12.4546,,,Kirkpatrick,120,1.298,v3.3,POOR
10947_11056.fits,SPEX-PRISM,NLTT 37409,2010ApJS..190..100K,20080111,54477.18,11056,16 18 36.604496,,,Burgasser,120,1.169,v3.4,OK
10816_11069.fits,SPEX-PRISM,2MASS J14370929-3512430,2010ApJS..190..100K,20070703,54284.756,11069,06 08 6.39812,,,Kirkpatrick,120,1.748,v3.3,POOR
10615_11080.fits,SPEX-PRISM,2MASS J14403186-1303263,2010ApJS..190..100K,20060531,53886.936,11080,10 28 30.8183,,,,120,1.408,v3.3,OK
10593_11120.fits,SPEX-PRISM,2MASS J15141384+1201451,2010ApJS..190..100K,20060410,53836.013,11120,12 18 31.3943,,,Burgasser,120,1.009,v3.3,OK
10594_11128.fits,SPEX-PRISM,2MASS J15201746-1755307,2010ApJS..190..100K,20060410,53836.023,11128,12 33 6.19192,,,Burgasser,120,1.266,v3.3,OK
10832_11142.fits,SPEX-PRISM,2MASS J15293306+6730215,2010ApJS..190..100K,20070728,54309.846,11142,08 17 39.5330,,,Looper,120,1.73,v3.4,POOR
10626_11193.fits,SPEX-PRISM,2MASS J15575011-2952431,2010ApJS..190..100K,20060601,53887.984,11193,11 37 40.4604,,,,120,1.857,v3.3,POOR
11098_11193.fits,SPEX-PRISM,2MASS J15575011-2952431,2010ApJS..190..100K,20080729,54676.5,11193,,,,,120,,,POOR
10655_11197.fits,SPEX-PRISM,2MASS J16002647-2456424,2010ApJS..190..100K,20060828,53975.786,11197,06 51 53.5514,,,Kirkpatrick,120,2.139,v3.3,OK
11115_11210.fits,SPEX-PRISM,2MASS J16130315+6502051,2010ApJS..190..100K,20080730,54677.5,11210,,,,,120,,,OK
10689_11266.fits,SPEX-PRISM,2MASS J16382073+1327354,2010ApJS..190..100K,20060902,53980.807,11266,07 22 7.31140,,,Looper,120,1.43,v3.3,POOR
10690_11267.fits,SPEX-PRISM,2MASS J16390818+2839015,2010ApJS..190..100K,20060902,53980.823,11267,07 45 32.9974,,,Looper,120,1.516,v3.3,OK
10713_11273.fits,SPEX-PRISM,2MASS J16423481-2355027,2010ApJS..190..100K,20060912,53990.752,11273,06 03 28.4506,,,Looper,120,1.802,v3.3,BCK
10834_11273.fits,SPEX-PRISM,2MASS J16423481-2355027,2010ApJS..190..100K,20070728,54309.777,11273,06 38 49.7148,,,Looper,120,1.385,v3.4,BCK
10616_11294.fits,SPEX-PRISM,2MASS J17033593+2119071,2010ApJS..190..100K,20060531,53887.025,11294,12 35 32.4090,,,,120,1.105,v3.3,OK
10714_11323.fits,SPEX-PRISM,2MASS J17220990-1158127AB,2010ApJS..190..100K,20060912,53990.787,11323,06 53 34.0849,,,Looper,120,1.551,v3.3,POOR
10715_11330.fits,SPEX-PRISM,2MASS J17264629-1158036,2010ApJS..190..100K,20060912,53990.804,11330,07 17 58.1919,,,Looper,120,1.69,v3.3,POOR
10627_11341.fits,SPEX-PRISM,2MASS J17320014+2656228,2010ApJS..190..100K,20060601,53888.035,11341,12 50 42.8190,,,,120,1.092,v3.3,OK
10445_11348.fits,SPEX-PRISM,2MASS J17343053-1151388,2010ApJS..190..100K,20050908,53621.738,11348,05 42 22.370145,,,Kirkpatrick,120,1.222,v3.2,OK
10505_11353.fits,SPEX-PRISM,2MASS J17392515+2454421,2010ApJS..190..100K,20051020,53663.717,11353,05 12 59.571518,,,,120,1.43,v3.2,POOR
10506_11372.fits,SPEX-PRISM,2MASS J17561080+2815238,2010ApJS..190..100K,20051020,53663.692,11372,04 36 47.094515,,,,120,1.205,v3.2,OK
10617_11388.fits,SPEX-PRISM,2MASS J18131803+5101246,2010ApJS..190..100K,20060531,53887.104,11388,14 29 15.3191,,,,120,1.37,v3.3,OK
10507_11395.fits,SPEX-PRISM,2MASS J18282794+1453337,2010ApJS..190..100K,20051020,53663.752,11395,06 02 54.635030,,,,120,1.476,v3.2,POOR
10446_11397.fits,SPEX-PRISM,2MASS J18284076+1229207,2010ApJS..190..100K,20050908,53621.845,11397,08 17 13.076844,,,Kirkpatrick,120,1.296,v3.2,OK
11125_11397.fits,SPEX-PRISM,2MASS J18284076+1229207,2010ApJS..190..100K,20080828,54706.855,11397,08 31 50.4257,,,,120,1.182,v3.4,OK
10408_11401.fits,SPEX-PRISM,2MASS J18355309-3217129,2010ApJS..190..100K,20050810,53592.812,11401,07 29 10.133689,,,Burgasser,120,1.629,v3.2,POOR
10618_11421.fits,SPEX-PRISM,2MASS J19163888-3700026,2010ApJS..190..100K,20060531,53887.058,11421,13 24 8.31177,,,,120,1.842,v3.3,POOR
10823_11422.fits,SPEX-PRISM,Gl752A,2010ApJS..190..100K,20070704,54285.986,11422,11 40 6.37122,,,Kirkpatrick,120,1.057,v3.3,OK
10629_11440.fits,SPEX-PRISM,2MASS J19415458+6826021,2010ApJS..190..100K,20060601,53888.063,11440,13 30 41.3795,,,,120,1.514,v3.3,POOR
10502_11447.fits,SPEX-PRISM,2MASS J19475198-3438572,2010ApJS..190..100K,20051019,53662.759,11447,06 13 15.581149,,,,120,2.135,v3.2,POOR
10661_11448.fits,SPEX-PRISM,2MASS J19495702+6222440,2010ApJS..190..100K,20060828,53975.893,11448,09 26 1.44625,,,Kirkpatrick,120,1.441,v3.3,POOR
10630_11456.fits,SPEX-PRISM,2MASS J20033545+1158552,2010ApJS..190..100K,20060601,53888.092,11456,14 13 4.46183,,,,120,1.017,v3.3,OK
10694_11472.fits,SPEX-PRISM,2MASS J20283175+6925116,2010ApJS..190..100K,20060902,53980.918,11472,10 02 5.30863,,,Looper,120,1.655,v3.3,POOR
10508_11474.fits,SPEX-PRISM,2MASS J20342948+6727398,2010ApJS..190..100K,20051020,53663.779,11474,06 42 02.757186,,,,120,1.583,v3.2,BCK
10695_11516.fits,SPEX-PRISM,2MASS J21210987+6557255,2010ApJS..190..100K,20060902,53980.942,11516,10 35 53.7526,,,Looper,120,1.524,v3.3,BCK
10619_11547.fits,SPEX-PRISM,2MASS J21403907+3655563,2010ApJS..190..100K,20060531,53887.129,11547,15 05 8.51547,,,,120,1.05,v3.3,OK
10673_11549.fits,SPEX-PRISM,LSPM J2142+2252,2010ApJS..190..100K,20060901,53979.98,11549,11 31 51.6824,,,Looper,120,1.163,v3.3,BCK
11126_11563.fits,SPEX-PRISM,2MASS J21513979+3402444,2010ApJS..190..100K,20080828,54706.894,11563,09 27 37.8619,,,,120,1.035,v3.4,OK
10509_11563.fits,SPEX-PRISM,2MASS J21513979+3402444,2010ApJS..190..100K,20051020,53663.837,11563,08 04 39.248597,,,,120,1.151,v3.2,POOR
10674_11570.fits,SPEX-PRISM,2MASS J21555848+2345307,2010ApJS..190..100K,20060901,53980.004,11570,12 06 10.5299,,,Looper,120,1.227,v3.3,POOR
10856_11572.fits,SPEX-PRISM,2MASS J21580457-1550098,2010ApJS..190..100K,20070927,54370.5,11572,,,,,120,,,OK
10448_11576.fits,SPEX-PRISM,2MASS J22021302-0228558,2010ApJS..190..100K,20050908,53621.93,11576,10 19 25.780632,,,Kirkpatrick,120,1.143,v3.2,OK
10510_11583.fits,SPEX-PRISM,2MASS J22114470+6856262,2010ApJS..190..100K,20051020,53663.808,11583,07 23 03.769169,,,,120,1.552,v3.2,POOR
10503_11585.fits,SPEX-PRISM,2MASS J22120703+3430351,2010ApJS..190..100K,20051019,53662.873,11585,08 57 16.872500,,,,120,1.241,v3.2,POOR
10662_11593.fits,SPEX-PRISM,2MASS J22225588-4446197,2010ApJS..190..100K,20060828,53975.923,11593,10 09 7.31448,,,Kirkpatrick,120,2.332,v3.3,OK
10676_11600.fits,SPEX-PRISM,NLTT 53908,2010ApJS..190..100K,20060901,53980.015,11600,12 22 17.6787,,,Looper,120,1.182,v3.3,OK
10498_11645.fits,SPEX-PRISM,2MASS J23092857+3246175,2010ApJS..190..100K,20051018,53661.884,11645,09 13 25.719389,,,,120,1.112,v3.2,OK
10677_11650.fits,SPEX-PRISM,2MASS J23174712-4838501,2010ApJS..190..100K,20060901,53979.953,11650,10 52 40.3907,,,Looper,120,2.723,v3.3,OK
10827_11669.fits,SPEX-PRISM,2MASS J23294790-1607550,2010ApJS..190..100K,20070704,54286.052,11669,13 15 12.8696,,,Kirkpatrick,120,1.4,v3.3,OK
10456_11683.fits,SPEX-PRISM,2MASS J23343177-1509294,2010ApJS..190..100K,20050909,53623.002,11683,12 03 10.815330,,,Kirkpatrick,120,1.338,v3.2,OK
10760_11684.fits,SPEX-PRISM,NLTT 57259,2010ApJS..190..100K,20061220,54089.705,11684,04 55 27.9233,,,Looper,120,1.287,v3.3,OK
10664_11689.fits,SPEX-PRISM,2MASS J23355852-0013040,2010ApJS..190..100K,20060828,53976.044,11689,13 03 33.8207,,,Kirkpatrick,120,1.161,v3.3,POOR
10863_11704.fits,SPEX-PRISM,NLTT 57956,2010ApJS..190..100K,20071012,54385.938,11704,10 30 29.6123,,,,120,1.168,v3.3,OK
10450_11708.fits,SPEX-PRISM,2MASS J23512200+3010540,2010ApJS..190..100K,20050908,53622.091,11708,14 11 45.192618,,,Kirkpatrick,120,1.474,v3.2,OK
10634_11712.fits,SPEX-PRISM,2MASS J23531922+3656457,2010ApJS..190..100K,20060817,53965.087,11712,14 04 37.4725,,,,120,1.12,v3.3,OK
11345_10128.fits,SPEX-PRISM,2MASS J01303563-4445411A,2011AJ....141....7D,20091207,55172.795,10128,07 04 30.989991,,,Burgasser,120,2.325,v3.4,OK
11352_10129.fits,SPEX-PRISM,2MASS J01303563-4445411B,2011AJ....141....7D,20091228,55193.707,10129,04 57 22.977611,,,Looper,120,2.337,v3.4,POOR
10372_10606.fits,SPEX-PRISM,2MASSs J0850359+105716,2011AJ....141...70B,20050324,53453.5,10606,,,,,120,,,OK
10912_10606.fits,SPEX-PRISM,2MASSs J0850359+105716,2011AJ....141...70B,20080108,54473.5,10606,,,,,120,,,OK
10643_11333.fits,SPEX-PRISM,2MASSW J1728114+394859,2011AJ....141...70B,20060821,53968.5,11333,,,,,120,,,OK
10544_10606.fits,SPEX-PRISM,2MASSs J0850359+105716,2011AJ....141...70B__,20060408,53833.5,10606,,,,Burgasser,120,,,OK
10435_11333.fits,SPEX-PRISM,2MASSW J1728114+394859,2011AJ....141...70B__,20050907,53620.5,11333,,,,Burgasser,120,,,OK
11336_10604.fits,SPEX-PRISM,NLTT 20346A,2011AJ....141...71F,20091203,55169.084,10604,14 00 15.709224,,,Looper,120,1.017,v3.4,OK
11337_10605.fits,SPEX-PRISM,NLTT 20346B,2011AJ....141...71F,20091203,55169.084,10605,14 00 15.709224,,,Looper,120,1.017,v3.4,OK
11409_10980.fits,SPEX-PRISM,PSO J201.0320+19.1072,2011AJ....142...77D,20100517,55333.891,10980,09 23 24.185485,,,,75,1.056,v3.4,OK
11558_11009.fits,SPEX-PRISM,LP 738-14B,2011AJ....142...77D,20110514,55695.95,11009,10 48 17.234240,,,,0,1.435,v3.5b,OK
11466_11109.fits,SPEX-PRISM,PSO J226.2599-28.8959,2011AJ....142...77D,20100715,55392.816,11109,07 34 44.582700,,,,75,1.723,v3.4,OK
11433_11239.fits,SPEX-PRISM,PSO J246.4222+15.4698,2011AJ....142...77D,20100619,55367.034,11239,12 48 36.222466,,,,120,1.767,v3.4,OK
11563_11379.fits,SPEX-PRISM,WISEP J180026.60+013453.1,2011AJ....142..171G,20110622,55734.978,11379,11 29 0.37235200,,,,75,1.103,v3.4,OK
11478_10404.fits,SPEX-PRISM,WISEPC J045853.90+643451.9,2011ApJ...726...30M,20100912,55451.5,10404,,,,,150,,,OK
10903_10203.fits,SPEX-PRISM,2MASS J02292794-0053282,2011ApJ...732...56G,20071124,54428.963,10203,11 06 24.741131,,,Metchev,120,1.361,v3.4,POOR
10904_10521.fits,SPEX-PRISM,2MASS J07354882+2720167,2011ApJ...732...56G,20071124,54429.036,10521,12 51 48.667274,,,Metchev,75,1.035,v3.4,POOR
10905_10640.fits,SPEX-PRISM,2MASS J09175418+6028065,2011ApJ...732...56G,20071124,54429.105,10640,14 31 34.309572,,,Metchev,75,1.34,v3.4,POOR
10999_10651.fits,SPEX-PRISM,2MASS J09264992+5230435,2011ApJ...732...56G,20080324,54550.049,10651,13 10 22.594712,,,Metchev,75,1.395,v3.4,POOR
11004_10805.fits,SPEX-PRISM,2MASS J11191046+0552484,2011ApJ...732...56G,20080326,54551.946,10805,10 41 58.263101,,,Metchev,75,1.099,v3.4,OK
11001_10887.fits,SPEX-PRISM,2MASS J12172372-0237369,2011ApJ...732...56G,20080325,54550.988,10887,11 42 2.9717440,,,Marion,75,1.158,v3.4,OK
11005_10962.fits,SPEX-PRISM,2MASS J13081228+6103486,2011ApJ...732...56G,20080326,54552.003,10962,12 03 45.693291,,,Metchev,75,1.357,v3.4,OK
12014_11035.fits,SPEX-PRISM,2MASS J14140586+0107102,2011ApJ...732...56G,20080325,,11035,13 15 2.4405026,,,Marion,120,,,OK
11006_11051.fits,SPEX-PRISM,2MASS J14232186+6154005,2011ApJ...732...56G,20080326,54552.067,11051,13 36 18.674079,,,Metchev,75,1.39,v3.4,POOR
11008_11146.fits,SPEX-PRISM,2MASS J15341068+0426410,2011ApJ...732...56G,20080327,54553.062,11146,13 28 47.411424,,,Metchev,37,1.042,v3.4,POOR
11000_11160.fits,SPEX-PRISM,2MASS J15422494+5522451,2011ApJ...732...56G,20080324,54550.089,11160,14 08 22.489279,,,Metchev,75,1.244,v3.4,OK
11009_11161.fits,SPEX-PRISM,2MASS J15423630-0045452,2011ApJ...732...56G,20080327,54553.122,11161,14 55 21.320374,,,Metchev,37,1.133,v3.4,POOR
11003_11178.fits,SPEX-PRISM,2MASS J15513546+0151129,2011ApJ...732...56G,20080325,54551.136,11178,15 15 17.222649,,,Metchev,75,1.118,v3.4,POOR
10838_11215.fits,SPEX-PRISM,2MASS J16154255+4953211,2011ApJ...732...56G,20070826,54338.755,11215,06 06 55.777688,,,Metchev,120,1.257,v3.4,OK
10839_11316.fits,SPEX-PRISM,2MASS J17164260+2945536,2011ApJ...732...56G,20070826,54338.887,11316,09 17 19.095781,,,Metchev,120,1.736,v3.4,POOR
11007_11351.fits,SPEX-PRISM,2MASS J17373467+5953434,2011ApJ...732...56G,20080326,54552.116,11351,14 47 6.5596899,,,Metchev,75,1.329,v3.4,POOR
10840_11510.fits,SPEX-PRISM,2MASS J21163374-0729200,2011ApJ...732...56G,20070826,54338.932,11510,10 22 9.5738127,,,Metchev,120,1.175,v3.4,OK
11002_11555.fits,SPEX-PRISM,2MASS J21472764+0101040,2011ApJ...732...56G,20080325,54551.052,11555,13 15 2.4405026,,,Marion,75,1.093,v3.4,OK
11554_11419.fits,SPEX-PRISM,WISE J19064847+4011068,2011ApJ...736L..34G,20110419,55671.081,11419,13 57 10.797464,,,Burgasser,120,1.151,v3.4,OK
11272_10969.fits,SPEX-PRISM,2MASSI J1315309-264951,2011ApJ...739...49B,20090630,55012.745,10969,05 52 39.546217,,,Vervack,120,1.502,v3.4,OK
11484_10057.fits,SPEX-PRISM,SIPS J0031-3840,2011ApJS..197...19K,20101117,55517.5,10057,,,,,120,,,OK
11481_10080.fits,SPEX-PRISM,WISE J004928.48+044059.9,2011ApJS..197...19K,20100914,55453.5,10080,,,,,120,,,OK
11482_10109.fits,SPEX-PRISM,SDSS J010637.33+151855.0,2011ApJS..197...19K,20100914,55453.5,10109,,,,,120,,,OK
11471_10140.fits,SPEX-PRISM,WISE J013836.58-032221.2,2011ApJS..197...19K,20100817,55425.5,10140,,,,,120,,,OK
11476_10158.fits,SPEX-PRISM,WISE J015010.89+382724.1,2011ApJS..197...19K,20100912,55451.5,10158,,,,,120,,,OK
11477_10174.fits,SPEX-PRISM,WISE J020625.27+264023.6,2011ApJS..197...19K,20100912,55451.5,10174,,,,,120,,,OK
11467_10194.fits,SPEX-PRISM,WISE J022322.36-293257.2,2011ApJS..197...19K,20100718,55395.5,10194,,,,,120,,,OK
11460_10236.fits,SPEX-PRISM,WISE J025409.51+022358.6,2011ApJS..197...19K,20100714,55391.5,10236,,,,,120,,,OK
11487_10251.fits,SPEX-PRISM,WISE J030724.59+290447.4,2011ApJS..197...19K,20101217,55547.5,10251,,,,,120,,,POOR
11489_10347.fits,SPEX-PRISM,WISE J041054.48+141131.1,2011ApJS..197...19K,20101218,55548.5,10347,,,,,120,,,POOR
11472_10398.fits,SPEX-PRISM,WISE J044853.28-193548.6,2011ApJS..197...19K,20100817,55425.5,10398,,,,,120,,,OK
11483_10406.fits,SPEX-PRISM,WISE J050003.04-122343.2,2011ApJS..197...19K,20101029,55498.5,10406,,,,,120,,,OK
