LIBRARY,FILENAME,INSTRUMENT,SOURCE_KEY,OBSERVATION_DATE,OBSERVATION_TIME,JULIAN_DATE,PROGRAM_NUMBER,PROGRAM_PI,OBSERVER,RESOLUTION,AIRMASS,REDUCTION_SPEXTOOL_VERSION,REDUCTION_PERSON,REDUCTION_DATE,QUALITY_FLAG,MEDIAN_SNR,SPEX_TYPE,SPEX_GRAVITY_CLASSIFICATION,PUBLISHED,DATA_REFERENCE,NOTE
SPL,11371_10503.fits,SPEX-PRISM,10503,20100102,12 19 43.779966,55199.014,,,Looper,120,1.214,v3.4,,,OK,160,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11535_10503.fits,SPEX-PRISM,10503,20110404,05 32 30.560076,55655.731,,,,120,1.137,v3.4,,,OK,145,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10908_10504.fits,SPEX-PRISM,10504,20080108,,54473.5,,,,120,,,,,OK,104,L3.0,INT-G,Y,2010ApJ...710.1142B,
SPL,10875_10505.fits,SPEX-PRISM,10505,20071111,12 33 20.6337,54416.023,,,Looper,120,1.124,v3.3,,,OK,527,M0.0,,Y,2010ApJS..190..100K,
SPL,11335_10505.fits,SPEX-PRISM,10505,20091203,13 05 40.571239,55169.046,,,Looper,120,1.028,v3.4,,,OK,716,M0.0,,Y,2010ApJS..190..100K,
SPL,11932_10506.fits,SPEX-PRISM,10506,20131205,12 26 22.779566,56632.018,,,Burgasser,120,1.143,v3.4,,,OK,409,L1.0,FLD-G,Y,2015AJ....149..104B,
SPL,11977_10506.fits,SPEX-PRISM,10506,20131214,,56640.5,,,,120,,,,,OK,896,M9.0,FLD-G,Y,2014ApJ...783..122K,
SPL,11536_10509.fits,SPEX-PRISM,10509,20110404,06 21 35.573305,55655.765,,,Burgasser,120,1.2,v3.4,,,OK,11,T9.0,,Y,BURGASSER-NP,
SPL,10909_10510.fits,SPEX-PRISM,10510,20080108,,54473.5,,,,120,,,,,OK,133,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10159_10513.fits,SPEX-PRISM,10513,20040310,,53074.5,,,,120,,,,,OK,24,T7.0,,Y,2006ApJ...639.1095B,
SPL,10729_10515.fits,SPEX-PRISM,10515,20061208,,54077.5,,,,120,,,,,OK,6,T7.0,,Y,2007AJ....134.1162L,
SPL,10876_10518.fits,SPEX-PRISM,10518,20071111,13 18 2.60108,54416.054,,,Looper,120,1.32,v3.3,,,OK,53,M0.0,,Y,2010ApJS..190..100K,
SPL,11225_10519.fits,SPEX-PRISM,10519,20090125,09 10 18.972852,54856.882,,,Looper,120,1.022,v3.4,,,OK,39,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11391_10520.fits,SPEX-PRISM,10520,20100126,11 15 29.585478,55222.969,,,Looper,120,1.161,v3.4,,,OK,16,M8.0,INT-G,Y,2014ApJ...794..143B,
SPL,11497_10520.fits,SPEX-PRISM,10520,20110309,05 20 49.010455,55629.723,,,Burgasser,120,1.137,v3.4,,,OK,44,M8.0,INT-G,Y,2014ApJ...794..143B,
SPL,10904_10521.fits,SPEX-PRISM,10521,20071124,12 51 48.667274,54429.036,,,Metchev,75,1.035,v3.4,,,POOR,37,L1.0,FLD-G,Y,2011ApJ...732...56G,
SPL,10382_10522.fits,SPEX-PRISM,10522,20050406,,53466.5,,,,120,,,,,POOR,15,T1.0,,Y,2006AJ....131.2722C,
SPL,10920_10522.fits,SPEX-PRISM,10522,20080109,,54474.5,,,,120,,,,,POOR,15,T2.0,,Y,2010ApJ...710.1142B,
SPL,11392_10523.fits,SPEX-PRISM,10523,20100126,10 38 29.975781,55222.943,,,Looper,120,1.054,v3.4,,,OK,56,L3.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11790_10523.fits,SPEX-PRISM,10523,20121227,12 06 42.673505,56289.005,,,Burgasser,120,1.032,v3.4,,,OK,98,L6.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10930_10524.fits,SPEX-PRISM,10524,20080110,,54475.5,,,,120,,,,,OK,22,T6.0,,Y,2010ApJ...710.1142B,
SPL,10543_10525.fits,SPEX-PRISM,10525,20060408,05 41 07.069718,53833.737,,,Burgasser,120,1.057,v3.2,,,OK,89,L1.0,INT-G,Y,2010ApJS..190..100K,
SPL,10931_10526.fits,SPEX-PRISM,10526,20080110,,54475.5,,,,120,,,,,OK,34,T5.0,,Y,2010ApJ...710.1142B,
SPL,11978_10527.fits,SPEX-PRISM,10527,20131121,,56617.5,,,,120,,,,,OK,98,,,Y,2014ApJ...783..122K,
SPL,10940_10529.fits,SPEX-PRISM,10529,20080111,,54476.5,,,,120,,,,,OK,73,M9.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11910_10530.fits,SPEX-PRISM,10530,20131029,15 07 46.242323,56595.13,,,Burgasser,120,1.008,v3.4,,,OK,44,L5.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11611_10532.fits,SPEX-PRISM,10532,20120212,,55969.5,,,,120,,,,,OK,95,M8.0,INT-G,Y,2013PASP..125..809T,
SPL,11306_10533.fits,SPEX-PRISM,10533,20091104,14 59 23.582387,55140.125,,,Burgasser,120,1.426,v3.4,,,OK,259,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11402_10537.fits,SPEX-PRISM,10537,20100128,10 40 55.732978,55224.945,,,Looper,120,1.041,v3.4,,,OK,93,L2.0,INT-G,Y,2014ApJ...794..143B,
SPL,11525_10537.fits,SPEX-PRISM,10537,20110403,06 15 28.259583,55654.761,,,Burgasser,120,1.032,v3.4,,,OK,68,L2.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10160_10538.fits,SPEX-PRISM,10538,20040310,,53074.5,,,,120,,,,,OK,20,T5.0,,Y,2006ApJ...637.1067B,
SPL,11830_10540.fits,SPEX-PRISM,10540,20130426,05 27 57.897157,56408.728,,,Bardalez Gagliuffi,120,1.092,v3.4,,,OK,54,L3.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11524_10541.fits,SPEX-PRISM,10541,20110331,08 13 14.503392,55651.843,,,,120,1.887,v3.4,,,OK,19,T5.0,,Y,2012ApJ...755...94D,
SPL,10781_10542.fits,SPEX-PRISM,10542,20061223,,54092.5,,,,120,,,,,OK,113,T2.0,,Y,2008ApJ...681..579B,
SPL,11498_10544.fits,SPEX-PRISM,10544,20110309,06 12 46.200636,55629.759,,,Burgasser,75,1.154,v3.4,,,OK,82,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10948_10545.fits,SPEX-PRISM,10545,20080112,,54477.5,,,,120,,,,,OK,52,L5.0,FLD-G,Y,2010ApJ...710.1142B,
SPL,11911_10546.fits,SPEX-PRISM,10546,20131029,15 31 7.8832882,56595.147,,,Burgasser,120,1.047,v3.4,,,OK,127,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10347_10547.fits,SPEX-PRISM,10547,20050122,,53392.5,,,,120,,,,,POOR,23,L7.0,FLD-G,Y,2006AJ....131.2722C,
SPL,10787_10547.fits,SPEX-PRISM,10547,20061224,,54093.5,,,,120,,,,,OK,84,T0.0,,Y,2007AJ....134.1330B,
SPL,11605_10548.fits,SPEX-PRISM,10548,20120131,,55957.5,,,,120,,,,,OK,98,L8.0,,Y,2013PASP..125..809T,
SPL,10949_10550.fits,SPEX-PRISM,10550,20080112,,54477.5,,,,120,,,,,OK,64,L7.0,INT-G,Y,2014ApJ...794..143B,
SPL,12396_10550.fits,SPEX-PRISM,10550,20111231,13 24 33.969747,55926,,,,150,1.17,v3.4,,,OK,89.11274719,L7.0,VL-G,Y,2015AJ....150..182K,
SPL,11374_10553.fits,SPEX-PRISM,10553,20100103,11 58 19.057710,55199.999,,,Looper,120,1.408,v3.4,,,OK,149,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11791_10553.fits,SPEX-PRISM,10553,20121227,13 01 20.915324,56289.043,,,Burgasser,120,1.452,v3.4,,,OK,212,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11832_10555.fits,SPEX-PRISM,10555,20130426,08 20 17.599741,56408.847,,,Bardalez Gagliuffi,120,1.803,v3.4,,,OK,55,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11526_10556.fits,SPEX-PRISM,10556,20110403,06 45 41.255901,55654.782,,,Burgasser,120,1.05,v3.4,,,OK,51,L1.0,INT-G,Y,2014ApJ...794..143B,
SPL,11935_10560.fits,SPEX-PRISM,10560,20131205,14 15 40.984696,56632.094,,,Burgasser,120,1.011,v3.4,,,OK,137,M8.0,INT-G,Y,2014ApJ...794..143B,
SPL,11493_10561.fits,SPEX-PRISM,10561,20101218,,55548.5,,,,120,,,,,OK,38,T4.0,,Y,2011ApJS..197...19K,
SPL,10896_10562.fits,SPEX-PRISM,10562,20071113,15 08 36.543390,54418.131,,,Cruz,120,1.105,v3.4,,,OK,40,L6.0,FLD-G,Y,2010ApJ...710.1142B,
SPL,10391_10563.fits,SPEX-PRISM,10563,20050407,,53467.5,,,,120,,,,,POOR,25,T0.0,,Y,2006AJ....131.2722C,
SPL,11494_10565.fits,SPEX-PRISM,10565,20101218,,55548.5,,,,120,,,,,OK,8,T5.0,,Y,2011ApJS..197...19K,
SPL,11916_10567.fits,SPEX-PRISM,10567,20131124,15 01 33.533043,56621.126,,,Skrzypek,120,2.829,v3.4,,,OK,118,L2.0,INT-G,Y,2014ApJ...794..143B,
SPL,11527_10568.fits,SPEX-PRISM,10568,20110403,08 41 41.032469,55654.862,,,Burgasser,120,1.565,v3.4,,,OK,128,L2.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10932_10569.fits,SPEX-PRISM,10569,20080110,,54475.5,,,,120,,,,,OK,101,L2.0,FLD-G,Y,2010ApJ...710.1142B,
SPL,10358_10570.fits,SPEX-PRISM,10570,20050323,,53452.5,,,,120,,,,,OK,140,L8.0,,Y,2010ApJ...710.1142B,
SPL,11381_10571.fits,SPEX-PRISM,10571,20100125,10 37 15.085837,55221.943,,,Looper,120,1.001,v3.4,,,OK,116,M9.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10562_10572.fits,SPEX-PRISM,10572,20060409,,53834.5,,,,120,,,,,OK,281,L1.0,FLD-G,Y,2007ApJ...658..557B,
SPL,10911_10573.fits,SPEX-PRISM,10573,20080108,,54473.5,,,,120,,,,,OK,99,L2.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11950_10574.fits,SPEX-PRISM,10574,20131212,11 44 11.238835,56638.989,,,Burgasser,120,1.099,v3.4,,,OK,641,M7.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11951_10575.fits,SPEX-PRISM,10575,20131212,12 05 15.231617,56639.004,,,Burgasser,120,1.062,v3.4,,,OK,39,L7.0,INT-G,Y,2014ApJ...794..143B,
SPL,10320_10576.fits,SPEX-PRISM,10576,20041108,,53317.5,,,,120,,,,,OK,54,T0.0,,Y,2008ApJ...681..579B,
SPL,10788_10576.fits,SPEX-PRISM,10576,20061224,,54093.5,,,,120,,,,,OK,100,T0.0,,Y,2008ApJ...681..579B,
SPL,11792_10577.fits,SPEX-PRISM,10577,20121227,12 31 44.487057,56289.022,,,Burgasser,120,1.016,v3.4,,,OK,456,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10933_10578.fits,SPEX-PRISM,10578,20080110,,54475.5,,,,120,,,,,OK,31,T5.0,,Y,2010ApJ...710.1142B,
SPL,11229_10580.fits,SPEX-PRISM,10580,20090321,06 48 32.892296,54911.784,,,Burgasser,120,1.015,v3.4,,,OK,73,M8.0,VL-G,Y,2014ApJ...794..143B,
SPL,10934_10581.fits,SPEX-PRISM,10581,20080110,,54475.5,,,,120,,,,,OK,176,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11606_10582.fits,SPEX-PRISM,10582,20120131,,55957.5,,,,120,,,,,OK,83,M8.0,INT-G,Y,2013PASP..125..809T,
SPL,10351_10583.fits,SPEX-PRISM,10583,20050123,,53393.5,,,,120,,,,,OK,28,L5.0,FLD-G,Y,2006AJ....131.2722C,
SPL,11936_10584.fits,SPEX-PRISM,10584,20131205,14 25 8.5055575,56632.101,,,Burgasser,120,1.021,v3.4,,,OK,204,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10321_10585.fits,SPEX-PRISM,10585,20041108,,53317.5,,,,120,,,,,OK,104,L7.0,FLD-G,Y,2010ApJ...710.1142B,
SPL,11382_10586.fits,SPEX-PRISM,10586,20100125,11 06 39.609333,55221.963,,,Looper,120,1.009,v3.4,,,OK,61,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11378_10587.fits,SPEX-PRISM,10587,20100124,11 00 9.3752798,55220.958,,,,120,1.034,v3.4,,,OK,102,L2.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11537_10587.fits,SPEX-PRISM,10587,20110404,06 51 20.452817,55655.786,,,,120,1.05,v3.4,,,OK,126,L2.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11499_10589.fits,SPEX-PRISM,10589,20110309,06 57 14.575011,55629.79,,,Burgasser,120,1.176,v3.4,,,OK,78,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11174_10590.fits,SPEX-PRISM,10590,20080923,14 38 48.6869,54733.11,,,Looper,120,2.111,v3.4,,,OK,62,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10162_10591.fits,SPEX-PRISM,10591,20040310,,53074.5,,,,120,,,,,POOR,10,T1.0,,Y,2006ApJ...637.1067B,
SPL,10183_10591.fits,SPEX-PRISM,10591,20040312,,53076.5,,,,120,,,,,POOR,14,T1.0,,Y,2006ApJ...637.1067B,
SPL,10767_10591.fits,SPEX-PRISM,10591,20061221,13 43 0.682910,54091.072,,,Looper,120,1.09,v3.3,,,OK,30,T1.0,,Y,LOOPER-NP,
SPL,11952_10592.fits,SPEX-PRISM,10592,20131212,13 43 5.3538863,56639.072,,,Burgasser,120,1.008,v3.4,,,OK,162,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11953_10593.fits,SPEX-PRISM,10593,20131212,12 30 9.9564663,56639.021,,,Burgasser,120,1.04,v3.4,,,OK,497,M7.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11528_10595.fits,SPEX-PRISM,10595,20110403,08 15 24.408284,55654.844,,,Burgasser,120,1.435,v3.4,,,OK,71,L2.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11529_10596.fits,SPEX-PRISM,10596,20110403,07 11 53.882884,55654.8,,,Burgasser,120,1.046,v3.4,,,OK,63,L2.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11954_10597.fits,SPEX-PRISM,10597,20131212,14 01 22.277760,56639.084,,,Burgasser,120,1.019,v3.4,,,OK,102,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11955_10599.fits,SPEX-PRISM,10599,20131212,14 28 10.108018,56639.103,,,Burgasser,120,1.06,v3.4,,,OK,161,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10322_10601.fits,SPEX-PRISM,10601,20041108,,53317.5,,,,120,,,,,OK,83,L2.0,FLD-G,Y,2006AJ....132.2074M,
SPL,11937_10602.fits,SPEX-PRISM,10602,20131205,14 50 17.438638,56632.118,,,Burgasser,120,1.07,v3.4,,,OK,34,L3.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11938_10603.fits,SPEX-PRISM,10603,20131205,15 13 8.2486738,56632.134,,,Burgasser,120,1.087,v3.4,,,OK,232,M7.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11336_10604.fits,SPEX-PRISM,10604,20091203,14 00 15.709224,55169.084,,,Looper,120,1.017,v3.4,,,OK,578,M4.0,,Y,2011AJ....141...71F,
SPL,11337_10605.fits,SPEX-PRISM,10605,20091203,14 00 15.709224,55169.084,,,Looper,120,1.017,v3.4,,,OK,328,M5.0,,Y,2011AJ....141...71F,
SPL,10372_10606.fits,SPEX-PRISM,10606,20050324,,53453.5,,,,120,,,,,OK,67,L7.0,INT-G,Y,2011AJ....141...70B,
SPL,10544_10606.fits,SPEX-PRISM,10606,20060408,,53833.5,,,Burgasser,120,,,,,OK,35,L5.0,FLD-G,Y,BURGASSER-NP,
SPL,10912_10606.fits,SPEX-PRISM,10606,20080108,,54473.5,,,,120,,,,,OK,35,L7.0,FLD-G,Y,2011AJ....141...70B,
SPL,10383_10607.fits,SPEX-PRISM,10607,20050406,,53466.5,,,,120,,,,,POOR,26,L6.0,FLD-G,Y,2006AJ....131.2722C,
SPL,11979_10609.fits,SPEX-PRISM,10609,20131215,,56641.5,,,,120,,,,,OK,104,M7.0,VL-G,Y,2014ApJ...783..122K,
SPL,10921_10610.fits,SPEX-PRISM,10610,20080109,,54474.5,,,,120,,,,,OK,43,T0.0,,Y,2010ApJ...710.1142B,
SPL,11230_10612.fits,SPEX-PRISM,10612,20090321,08 01 55.446496,54911.835,,,Burgasser,120,1.109,v3.4,,,OK,212,L0.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10898_10615.fits,SPEX-PRISM,10615,20071113,,54417.5,,,,120,,,,,OK,76,L4.0,FLD-G,Y,2010ApJ...710.1142B,
SPL,10913_10616.fits,SPEX-PRISM,10616,20080108,,54473.5,,,,120,,,,,OK,127,L8.0,,Y,2010ApJ...710.1142B,
SPL,10352_10617.fits,SPEX-PRISM,10617,20050123,,53393.5,,,,120,,,,,POOR,20,T0.0,,Y,2006AJ....131.2722C,
SPL,10922_10617.fits,SPEX-PRISM,10617,20080109,,54474.5,,,,120,,,,,OK,41,T0.0,,Y,2010ApJ...710.1142B,
SPL,11500_10618.fits,SPEX-PRISM,10618,20110309,07 50 3.2600065,55629.826,,,Burgasser,120,1.013,v3.4,,,OK,108,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10323_10619.fits,SPEX-PRISM,10619,20041108,,53317.5,,,,120,,,,,OK,58,L7.0,FLD-G,Y,2007AJ....133.2320S,
SPL,10950_10619.fits,SPEX-PRISM,10619,20080112,,54477.5,,,,120,,,,,OK,81,L8.0,,Y,2014ApJ...794..143B,
SPL,11607_10619.fits,SPEX-PRISM,10619,20120131,,55957.5,,,,120,,,,,OK,98,L8.0,,Y,2013PASP..125..809T,
SPL,10942_10620.fits,SPEX-PRISM,10620,20080111,,54476.5,,,,120,,,,,OK,140,M9.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11793_10621.fits,SPEX-PRISM,10621,20121227,12 41 9.6356323,56289.029,,,Burgasser,120,1.012,v3.4,,,OK,362,M9.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11956_10622.fits,SPEX-PRISM,10622,20131212,12 35 50.500395,56639.025,,,Burgasser,120,1.059,v3.4,,,OK,451,M7.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11957_10623.fits,SPEX-PRISM,10623,20131212,12 53 27.213530,56639.037,,,Burgasser,120,1.037,v3.4,,,OK,50,L5.0,INT-G,Y,2014ApJ...794..143B,
SPL,11939_10624.fits,SPEX-PRISM,10624,20131205,15 31 53.372923,56632.147,,,Burgasser,120,1.106,v3.4,,,OK,249,M7.0,INT-G,Y,2014ApJ...794..143B,
SPL,10532_10625.fits,SPEX-PRISM,10625,20060312,,53806.5,,,Burgasser,120,,,,,OK,846,,,Y,BURGASSER-NP,
SPL,10298_10627.fits,SPEX-PRISM,10627,20041107,,53316.5,,,,120,,,,,OK,10,L5.0,FLD-G,Y,2010ApJ...710.1142B,
SPL,10324_10629.fits,SPEX-PRISM,10629,20041108,,53317.5,,,,120,,,,,OK,77,L5.0,INT-G,Y,2007AJ....133.2320S,
SPL,10353_10630.fits,SPEX-PRISM,10630,20050123,,53393.5,,,,120,,,,,OK,30,T1.0,,Y,2006AJ....131.2722C,
SPL,11833_10631.fits,SPEX-PRISM,10631,20130426,08 56 47.545689,56408.873,,,Bardalez Gagliuffi,120,1.644,v3.4,,,OK,79,M9.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10935_10632.fits,SPEX-PRISM,10632,20080110,,54475.5,,,,120,,,,,OK,191,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10545_10633.fits,SPEX-PRISM,10633,20060408,,53833.5,,,,120,,,,,POOR,35,T0.0,,Y,2010ApJ...710.1142B,
SPL,10951_10633.fits,SPEX-PRISM,10633,20080112,,54477.5,,,,120,,,,,OK,84,L9.0,,Y,2010ApJ...710.1142B,
SPL,10563_10635.fits,SPEX-PRISM,10635,20060409,,53834.5,,,,120,,,,,OK,76,L5.0,FLD-G,Y,2007ApJ...659..655B,
SPL,11958_10636.fits,SPEX-PRISM,10636,20131212,13 22 12.505614,56639.057,,,Burgasser,120,1.021,v3.4,,,OK,205,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11980_10638.fits,SPEX-PRISM,10638,20131215,,56641.5,,,,120,,,,,OK,84,M9.0,FLD-G,Y,2014ApJ...783..122K,
SPL,10564_10639.fits,SPEX-PRISM,10639,20060409,07 05 21.9074,53834.795,,,Burgasser,120,1.269,v3.3,,,OK,31,M7.0,VL-G,Y,2010ApJS..190..100K,
SPL,10984_10639.fits,SPEX-PRISM,10639,20080125,11 12 49.0932,54490.967,,,Looper,120,1.248,v3.4,,,OK,39,M7.0,INT-G,Y,2010ApJS..190..100K,
SPL,10905_10640.fits,SPEX-PRISM,10640,20071124,14 31 34.309572,54429.105,,,Metchev,75,1.34,v3.4,,,POOR,28,L7.0,INT-G,Y,2011ApJ...732...56G,
SPL,11530_10641.fits,SPEX-PRISM,10641,20110403,07 35 46.402636,55654.817,,,Burgasser,120,1.016,v3.4,,,OK,84,L2.0,INT-G,Y,2014ApJ...794..143B,
SPL,10596_10642.fits,SPEX-PRISM,10642,20060411,,53836.5,,,,120,,,,,OK,43,L9.0,,Y,2010ApJ...710.1142B,
SPL,10923_10642.fits,SPEX-PRISM,10642,20080109,,54474.5,,,,120,,,,,OK,86,L5.0,INT-G,Y,2010ApJ...710.1142B,
SPL,11759_10643.fits,SPEX-PRISM,10643,20121108,13 58 31.649928,56240.082,,,,75,1.308,v3.4,,,OK,96,T0.0,,Y,2013ApJ...777...84B,
SPL,10580_10644.fits,SPEX-PRISM,10644,20060410,,53835.5,,,,120,,,,,OK,118,L1.0,INT-G,Y,2007ApJ...658..557B,
SPL,11501_10647.fits,SPEX-PRISM,10647,20110309,08 13 44.428559,55629.843,,,Burgasser,120,1.007,v3.4,,,OK,184,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10620_10649.fits,SPEX-PRISM,10649,20060601,05 55 40.6122,53887.747,,,,120,1.297,v3.3,,,POOR,35,M7.0,INT-G,Y,2010ApJS..190..100K,
SPL,10877_10650.fits,SPEX-PRISM,10650,20071111,,54415.5,,,,120,,,,,OK,26,T4.0,,Y,2010ApJ...710.1142B,
SPL,10999_10651.fits,SPEX-PRISM,10651,20080324,13 10 22.594712,54550.049,,,Metchev,75,1.395,v3.4,,,POOR,17,M8.0,,Y,2011ApJ...732...56G,
SPL,10952_10652.fits,SPEX-PRISM,10652,20080112,,54477.5,,,,120,,,,,OK,93,L2.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10924_10653.fits,SPEX-PRISM,10653,20080109,,54474.5,,,,120,,,,,OK,40,L8.0,,Y,2010ApJ...710.1142B,
SPL,11502_10655.fits,SPEX-PRISM,10655,20110309,08 54 13.453360,55629.871,,,Burgasser,120,1.011,v3.4,,,OK,96,L2.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11940_10656.fits,SPEX-PRISM,10656,20131205,15 40 21.950350,56632.153,,,Burgasser,120,1.053,v3.4,,,OK,225,M7.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11531_10657.fits,SPEX-PRISM,10657,20110403,09 04 59.356749,55654.878,,,Burgasser,120,1.589,v3.4,,,OK,38,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10170_10658.fits,SPEX-PRISM,10658,20040311,,53075.5,,,,120,,,,,OK,27,M6.0,,Y,2014ApJ...794..143B,
SPL,11794_10660.fits,SPEX-PRISM,10660,20121227,13 31 50.415513,56289.064,,,Burgasser,120,1.537,v3.4,,,OK,166,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10171_10662.fits,SPEX-PRISM,10662,20040311,,53075.5,,,,120,,,,,OK,24,T6.0,,Y,2006ApJ...639.1095B,
SPL,10581_10663.fits,SPEX-PRISM,10663,20060410,06 36 52.2637,53835.776,,,Burgasser,120,1.487,v3.3,,,OK,81,M8.0,INT-G,Y,2010ApJS..190..100K,
SPL,11834_10664.fits,SPEX-PRISM,10664,20130426,09 18 32.737181,56408.888,,,Bardalez Gagliuffi,120,1.738,v3.4,,,OK,51,M9.0,FLD-G,Y,2014ApJ...794..143B,
SPL,10163_10665.fits,SPEX-PRISM,10665,20040310,,53074.5,,,,120,,,,,POOR,6,T8.0,,Y,2006ApJ...637.1067B,
SPL,10185_10665.fits,SPEX-PRISM,10665,20040312,,53076.5,,,,120,,,,,OK,11,T8.0,,Y,2006ApJ...639.1095B,
SPL,10597_10666.fits,SPEX-PRISM,10666,20060411,07 28 27.7169,53836.811,,,Burgasser,120,1.951,v3.3,,,POOR,15,M8.0,VL-G,Y,2010ApJS..190..100K,
SPL,11835_10667.fits,SPEX-PRISM,10667,20130426,09 56 55.058483,56408.915,,,Bardalez Gagliuffi,120,1.872,v3.4,,,OK,39,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11836_10669.fits,SPEX-PRISM,10669,20130426,09 41 42.232950,56408.904,,,Bardalez Gagliuffi,120,1.884,v3.4,,,OK,77,M9.0,INT-G,Y,2014ApJ...794..143B,
SPL,10925_10670.fits,SPEX-PRISM,10670,20080109,,54474.5,,,,120,,,,,OK,66,L2.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11941_10671.fits,SPEX-PRISM,10671,20131205,15 50 7.9677740,56632.16,,,Burgasser,120,1.064,v3.4,,,OK,178,M8.0,INT-G,Y,2014ApJ...794..143B,
SPL,10164_10672.fits,SPEX-PRISM,10672,20040310,,53074.5,,,,120,,,,,POOR,19,T2.0,,Y,2006ApJ...637.1067B,
SPL,10186_10672.fits,SPEX-PRISM,10672,20040312,,53076.5,,,,120,,,,,OK,41,T2.0,,Y,2006ApJ...637.1067B,
SPL,11959_10674.fits,SPEX-PRISM,10674,20131212,14 47 53.085452,56639.117,,,Burgasser,120,1.022,v3.4,,,OK,228,M8.0,FLD-G,Y,2014ApJ...794..143B,
SPL,12298_10676.fits,SPEX-PRISM,10676,20130218,09 59 15.160518,56341,,,Gagne,93,1.043,v3.4,,,OK,65.40220642,M5.0,,Y,2015ApJS..219...33G,
SPL,12955_10677.fits,SPEX-PRISM,10677,20061119,15 03 21.2716,54058,,,Bowler,120,1.086125,v3.3,,,OK,39.97343445,L7.0,INT-G,Y,2013ApJ...774...55B,
SPL,11960_10678.fits,SPEX-PRISM,10678,20131212,14 39 14.239637,56639.111,,,Burgasser,120,1.029,v3.4,,,OK,229,M8.0,INT-G,Y,2014ApJ...794..143B,
SPL,11503_10679.fits,SPEX-PRISM,10679,20110309,,55629.5,,,,120,,,,,OK,7,T7.0,,Y,2011ApJS..197...19K,
SPL,10755_10680.fits,SPEX-PRISM,10680,20061220,13 31 47.3349,54090.064,,,Looper,120,1.182,v3.3,,,OK,274,L0.0,INT-G,Y,2014ApJ...794..143B,
SPL,10953_10680.fits,SPEX-PRISM,10680,20080112,,54477.5,,,,120,,,,,OK,201,L1.0,INT-G,Y,2014ApJ...794..143B,
SPL,11943_10682.fits,SPEX-PRISM,10682,20131205,16 02 44.072354,56632.169,,,Burgasser,120,1.054,v3.4,,,OK,27,L1.0,FLD-G,Y,2014ApJ...794..143B,
SPL,11990_10685.fits,SPEX-PRISM,10685,20130618,06 09 21.018298,56461.756,,,,75,1.625,v3.4,,,OK,35,L6.0,FLD-G,Y,2014ApJ...787..126L,
