# SpeX prism spectrum of 04442713 from Muench et al. 2007
# Lambda	Flux
1.3365800	1.2041121
1.3408900	1.1410300
1.3452000	1.0924220
1.3495000	1.0595630
1.3538100	1.0336289
1.3581100	1.0104589
1.3624100	0.98052639
1.3667100	0.96787238
1.3710100	0.98491859
1.3753000	0.97198850
1.3795900	0.95632648
1.3838800	0.95113331
1.3881700	0.95103389
1.3924500	0.93055087
1.3967300	0.90381032
1.4010000	0.88722312
1.4052800	0.87040180
1.4095500	0.86051989
1.4138100	0.84090239
1.4180700	0.83484918
1.4223300	0.81997001
1.4265900	0.81662780
1.4308400	0.81225550
1.4350800	0.81790119
1.4393300	0.81424642
1.4435600	0.82332522
1.4478000	0.82701927
1.4520300	0.83151633
1.4562500	0.83015031
1.4604700	0.82126158
1.4646900	0.81126809
1.4689000	0.80553210
1.4731100	0.80512118
1.4773100	0.80166620
1.4815000	0.80173302
1.4856900	0.81107271
1.4898800	0.81446159
1.4940600	0.82135171
1.4982400	0.82091677
1.5024100	0.82556689
1.5065700	0.83353609
1.5107300	0.84031957
1.5148900	0.83990681
1.5190400	0.84539121
1.5231800	0.84480488
1.5273200	0.85307312
1.5314500	0.85653698
1.5355700	0.85585701
1.5396900	0.85433441
1.5438100	0.86344719
1.5479200	0.86328262
1.5520200	0.86775368
1.5561100	0.87687331
1.5602000	0.87568963
1.5642900	0.88748258
1.5683700	0.89331907
1.5724400	0.89928353
1.5765000	0.90009153
1.5805600	0.90998989
1.5846200	0.91179740
1.5886600	0.91726261
1.5927000	0.92388159
1.5967400	0.93528140
1.6007700	0.94506818
1.6047900	0.94097549
1.6088000	0.93925232
1.6128100	0.94029719
1.6168100	0.94329929
1.6208100	0.94804078
1.6248000	0.96505088
1.6287800	0.97171217
1.6327600	0.96870083
1.6367300	0.96876091
1.6406900	0.97291142
1.6446500	0.98675460
1.6486000	0.99343061
1.6525400	1.0075400
1.6564801	1.0188230
1.6604100	1.0162170
1.6643301	1.0178170
1.6682500	1.0157280
1.6721600	1.0202900
1.6760600	1.0015320
1.6799600	1.0037560
1.6838500	1.0057950
1.6877400	1.0100300
1.6916199	1.0180130
1.6954900	1.0021830
1.6993500	0.98979509
1.7032100	0.97810352
1.7070600	0.96165657
1.7109100	0.93903828
1.7147500	0.92219692
1.7185801	0.90726411
1.7224000	0.90331781
1.7262199	0.88019800
1.7300400	0.86897039
1.7338400	0.85780382
1.7376400	0.84280628
1.7414400	0.83682197
1.7452199	0.82580632
1.7490100	0.81993759
1.7527801	0.80100840
1.7565500	0.78503692
1.7603100	0.77434522
1.7640699	0.75962901
1.7678100	0.74526560
1.7715600	0.73261559
1.7752900	0.72315937
1.7790301	0.70671058
1.7827500	0.69346398
1.7864699	0.68590432
1.7901801	0.67391199
1.7938900	0.66901320
1.7975900	0.65656042
1.8012801	0.65368450
1.8049699	0.64408982
1.8086500	0.64482927
1.8123301	0.63435358
1.8160000	0.63067472
1.8196600	0.63194507
1.8233199	0.62359637
1.8269699	0.63116097
1.8306199	0.62808841
1.8342600	0.61050439
1.8378900	0.59819078
1.8415199	0.58854967
1.8451400	0.58009601
1.8487600	0.55634499
1.8523699	0.54167449
1.8559801	0.53244042
1.8595801	0.53834838
1.8631699	0.54356068
1.8667600	0.52398318
1.8703500	0.50312012
1.8739301	0.52647603
1.8775000	0.54423308
1.8810699	0.54583699
1.8846301	0.54434341
1.8881801	0.54492772
1.8917400	0.55618292
1.8952801	0.54702300
1.8988199	0.54166633
1.9023600	0.53754193
1.9058900	0.54991442
1.9094100	0.54691952
1.9129301	0.54293722
1.9164500	0.54843032
1.9199600	0.55559069
1.9234600	0.54711771
1.9269600	0.54007310
1.9304500	0.54691231
1.9339400	0.54160511
1.9374199	0.54213452
1.9409000	0.52970332
1.9443801	0.53346711
1.9478500	0.53105652
1.9513100	0.52779871
1.9547699	0.52986181
1.9582199	0.53321368
1.9616699	0.53134131
1.9651199	0.53440338
1.9685500	0.52366209
1.9719900	0.51783383
1.9754199	0.51481652
1.9788400	0.50661087
1.9822600	0.49986529
1.9856801	0.50070632
1.9890900	0.51009959
1.9925000	0.51096368
1.9959000	0.50547707
1.9992900	0.49137399
2.0026900	0.48523530
2.0060699	0.48654759
2.0094600	0.48413980
2.0128301	0.47699431
2.0162100	0.47689039
2.0195801	0.48683000
2.0229400	0.48912030
2.0263000	0.49572161
2.0296600	0.49809909
2.0330100	0.50122601
2.0363500	0.49629489
2.0396900	0.49863479
2.0430301	0.49697110
2.0463600	0.49527201
2.0496900	0.49075550
2.0530100	0.49049079
2.0563301	0.49097660
2.0596500	0.48965549
2.0629600	0.48997799
2.0662600	0.48698831
2.0695600	0.48727319
2.0728600	0.49209091
2.0761500	0.49294290
2.0794400	0.49218711
2.0827199	0.49366900
2.0860000	0.49629429
2.0892699	0.49887389
2.0925400	0.49912310
2.0958000	0.50346619
2.0990600	0.50526291
2.1023199	0.50590140
2.1055699	0.50335962
2.1088100	0.50513732
2.1120600	0.51282042
2.1152900	0.51506042
2.1185301	0.51630932
2.1217500	0.51901662
2.1249801	0.51739752
2.1282000	0.51678473
2.1314100	0.51409990
2.1346199	0.51814407
2.1378301	0.52062792
2.1410301	0.52141440
2.1442199	0.52071488
2.1474100	0.52475327
2.1506000	0.52366662
2.1537801	0.52428007
2.1569600	0.52296752
2.1601301	0.52773172
2.1633000	0.53076738
2.1664600	0.53187388
2.1696199	0.53137398
2.1727699	0.52948260
2.1759199	0.52892792
2.1790600	0.52939349
2.1822000	0.52909720
2.1853400	0.53067482
2.1884699	0.53104389
2.1915900	0.53810942
2.1947100	0.54265261
2.1978199	0.53772831
2.2009301	0.53746462
2.2040400	0.53890347
2.2071400	0.54004538
2.2102301	0.53461641
2.2133199	0.54013652
2.2164100	0.54318029
2.2194900	0.54484743
2.2225600	0.55122340
2.2256301	0.54939991
2.2287000	0.54558492
2.2317600	0.54635632
2.2348100	0.55013281
2.2378600	0.55434722
2.2409100	0.55363947
2.2439400	0.55454308
2.2469801	0.55345547
2.2500100	0.55562562
2.2530301	0.55520862
2.2560500	0.55372131
2.2590600	0.54914379
2.2620699	0.54514682
2.2650801	0.54518622
2.2680699	0.54499513
2.2710699	0.54790950
2.2740600	0.54838318
2.2770400	0.54643542
2.2800199	0.54665232
2.2829900	0.54620749
2.2859500	0.54554391
2.2889199	0.54076660
2.2918699	0.52685720
2.2948199	0.51755220
2.2977699	0.51099038
2.3007100	0.50540799
2.3036500	0.50800461
2.3065801	0.51133728
2.3095000	0.51155788
2.3124199	0.51250857
2.3153400	0.49983859
2.3182500	0.49384210
2.3211500	0.48768899
2.3240500	0.47971851
2.3269500	0.47902271
2.3298400	0.47174609
2.3327301	0.47361150
2.3356100	0.47669339
2.3384801	0.46852329
2.3413500	0.47777769
2.3442199	0.47548041
2.3470801	0.46922401
2.3499301	0.45691210
2.3527801	0.45577201
2.3556301	0.45298609
2.3584699	0.44558659
2.3613100	0.44745359
2.3641400	0.45485511
2.3669699	0.45293030
2.3698000	0.45343691
2.3726199	0.45202529
2.3754301	0.44905800
2.3782400	0.44377199
2.3810500	0.43369401
2.3838500	0.42641371
2.3866500	0.41847870
2.3894500	0.41950721
2.3922400	0.42082420
2.3950301	0.42283639
2.3978100	0.41941839
2.4006000	0.41757289
2.4033699	0.41904870
2.4061500	0.40837371
2.4089199	0.40758139
2.4116900	0.40447989
2.4144600	0.39391160
2.4172199	0.39113531
2.4199801	0.39197201
2.4227400	0.39209551
2.4254900	0.38778260
2.4282500	0.39001480
2.4310000	0.37823719
2.4337500	0.37473810
2.4365000	0.37664399
2.4392500	0.37682891
2.4420000	0.37422931
2.4447400	0.36366680
2.4474900	0.36029851
2.4502301	0.35965130
2.4529699	0.35664451
2.4557199	0.35490301
2.4584600	0.34815621
2.4612000	0.34671670
2.4639500	0.34714589
2.4666900	0.34556171
2.4694400	0.34096530
2.4721900	0.33575881
2.4749400	0.34033009
2.4776900	0.33007240
2.4804400	0.33306000
2.4832000	0.32715559
2.4859600	0.32237211
2.4887199	0.32935581
2.4914801	0.32446831
2.4942500	0.32522130
2.4970199	0.32546291
2.4998000	0.32793409
2.5025801	0.32631430
2.5053699	0.31533691
2.5081600	0.31311449
2.5109600	0.31258810
2.5137600	0.30866799
2.5165699	0.30391800
2.5193900	0.31374821
2.5222199	0.31766060
2.5250500	0.31188941
2.5278900	0.30776539
2.5307400	0.30568689
2.5336000	0.30388600
2.5364699	0.29886481
2.5393500	0.29715440
2.5422400	0.30872190
2.5451400	0.28771579
2.5480600	0.27955729
2.5509801	0.26522979
2.5539199	0.26747739
2.5568699	0.28276110
2.5598400	0.30193669
