#lam	trans
0.513	0.583
0.514	0.582
0.515	0.582
0.516	0.582
0.517	0.583
0.518	0.586
0.519	0.59
0.52	0.594
0.521	0.598
0.522	0.602
0.523	0.606
0.524	0.609
0.525	0.612
0.526	0.615
0.527	0.617
0.528	0.619
0.529	0.621
0.53	0.623
0.531	0.625
0.532	0.627
0.533	0.629
0.534	0.631
0.535	0.633
0.536	0.635
0.537	0.637
0.538	0.639
0.539	0.64
0.54	0.641
0.541	0.644
0.542	0.647
0.543	0.649
0.544	0.651
0.545	0.654
0.546	0.656
0.547	0.657
0.548	0.658
0.549	0.66
0.55	0.662
0.551	0.665
0.552	0.668
0.553	0.67
0.554	0.672
0.555	0.673
0.556	0.674
0.557	0.674
0.558	0.675
0.559	0.678
0.56	0.68
0.561	0.682
0.562	0.683
0.563	0.685
0.564	0.686
0.565	0.688
0.566	0.69
0.567	0.692
0.568	0.695
0.569	0.696
0.57	0.698
0.571	0.7
0.572	0.7
0.573	0.701
0.574	0.702
0.575	0.704
0.576	0.707
0.577	0.709
0.578	0.712
0.579	0.715
0.58	0.719
0.581	0.722
0.582	0.725
0.583	0.727
0.584	0.728
0.585	0.729
0.586	0.729
0.587	0.73
0.588	0.731
0.589	0.731
0.59	0.733
0.591	0.738
0.592	0.74
0.593	0.742
0.594	0.742
0.595	0.742
0.596	0.744
0.597	0.743
0.598	0.744
0.599	0.747
0.6	0.751
0.601	0.755
0.602	0.758
0.603	0.761
0.604	0.764
0.605	0.765
0.606	0.766
0.607	0.766
0.608	0.768
0.609	0.771
0.61	0.775
0.611	0.779
0.612	0.782
0.613	0.785
0.614	0.787
0.615	0.788
0.616	0.789
0.617	0.789
0.618	0.791
0.619	0.792
0.62	0.794
0.621	0.797
0.622	0.8
0.623	0.802
0.624	0.804
0.625	0.806
0.626	0.808
0.627	0.81
0.628	0.791
0.629	0.805
0.63	0.804
0.631	0.811
0.632	0.814
0.633	0.817
0.634	0.821
0.635	0.824
0.636	0.828
0.637	0.831
0.638	0.835
0.639	0.838
0.64	0.838
0.641	0.838
0.642	0.836
0.643	0.835
0.644	0.835
0.645	0.835
0.646	0.836
0.647	0.838
0.648	0.842
0.649	0.846
0.65	0.852
0.651	0.856
0.652	0.854
0.653	0.858
0.654	0.858
0.655	0.854
0.656	0.853
0.657	0.852
0.658	0.854
0.659	0.857
0.66	0.861
0.661	0.866
0.662	0.871
0.663	0.875
0.664	0.878
0.665	0.879
0.666	0.878
0.667	0.876
0.668	0.875
0.669	0.873
0.67	0.872
0.671	0.872
0.672	0.873
0.673	0.875
0.674	0.879
0.675	0.883
0.676	0.888
0.677	0.892
0.678	0.896
0.679	0.898
0.68	0.9
0.681	0.899
0.682	0.898
0.683	0.896
0.684	0.895
0.685	0.894
0.686	0.894
0.687	0.728
0.688	0.791
0.689	0.804
0.69	0.817
0.691	0.853
0.692	0.873
0.693	0.888
0.694	0.895
0.695	0.903
0.696	0.903
0.697	0.912
0.698	0.911
0.699	0.905
0.7	0.904
0.701	0.902
0.702	0.903
0.703	0.904
0.704	0.908
0.705	0.911
0.706	0.914
0.707	0.916
0.708	0.917
0.709	0.919
0.71	0.918
0.711	0.917
0.712	0.916
0.713	0.914
0.714	0.912
0.715	0.91
0.716	0.908
0.717	0.891
0.718	0.879
0.719	0.862
0.72	0.872
0.721	0.89
0.722	0.914
0.723	0.898
0.724	0.886
0.725	0.885
0.726	0.894
0.727	0.887
0.728	0.887
0.729	0.888
0.73	0.899
0.731	0.889
0.732	0.9
0.733	0.908
0.734	0.91
0.735	0.912
0.736	0.915
0.737	0.916
0.738	0.921
0.739	0.92
0.74	0.922
0.741	0.922
0.742	0.922
0.743	0.921
0.744	0.92
0.745	0.92
0.746	0.92
0.747	0.92
0.748	0.921
0.749	0.922
0.75	0.923
0.751	0.924
0.752	0.924
0.753	0.925
0.754	0.925
0.755	0.925
0.756	0.926
0.757	0.925
0.758	0.925
0.759	0.923
0.76	0.438
0.761	0.356
0.762	0.703
0.763	0.489
0.764	0.602
0.765	0.684
0.766	0.778
0.767	0.832
0.768	0.883
0.769	0.893
0.77	0.906
0.771	0.91
0.772	0.91
0.773	0.909
0.774	0.91
0.775	0.911
0.776	0.913
0.777	0.915
0.778	0.917
0.779	0.918
0.78	0.919
0.781	0.919
0.782	0.918
0.783	0.917
0.784	0.915
0.785	0.913
0.786	0.911
0.787	0.908
0.788	0.906
0.789	0.905
0.79	0.904
0.791	0.907
0.792	0.908
0.793	0.909
0.794	0.913
0.795	0.915
0.796	0.912
0.797	0.914
0.798	0.916
0.799	0.914
0.8	0.911
0.801	0.907
0.802	0.903
0.803	0.9
0.804	0.895
0.805	0.884
0.806	0.868
0.807	0.84
0.808	0.804
0.809	0.758
0.81	0.704
0.811	0.644
0.812	0.578
0.813	0.512
0.814	0.442
0.815	0.384
0.816	0.325
0.817	0.28
0.818	0.238
0.819	0.206
0.82	0.172
0.821	0.149
0.822	0.123
0.823	0.094
0.824	0.082
0.825	0.066
0.826	0.053
0.827	0.042
0.828	0.033
0.829	0.027
0.83	0.021
0.831	0.017
0.832	0.014
0.833	0.012
0.834	0.01
0.835	0.008
0.836	0.007
0.837	0.006
0.838	0.006
0.839	0.005
0.84	0.004
0.841	0.004
0.842	0.004
0.843	0.004
0.844	0.003
0.845	0.003
0.846	0.003
0.847	0.003
0.848	0.002
0.849	0.002
0.85	0.002
0.851	0.002
0.852	0.001
0.853	0.001
0.854	0.001
0.855	0.001
0.856	0.001
0.857	0.001
0.858	0.001
0.859	0.001
