# SpeX prism spectrum of kpno12 from Muench et al. 2007
# Lambda	Flux
2.0837500	0.49803799
2.0870199	0.50132293
2.0903000	0.51171339
2.0935600	0.48606339
2.0968301	0.52072382
2.1000900	0.49516851
2.1033400	0.51413661
2.1065900	0.52682120
2.1098301	0.50228190
2.1130699	0.51956022
2.1163100	0.53101808
2.1195400	0.53934342
2.1227699	0.50388932
2.1259900	0.51934379
2.1292100	0.53606999
2.1324199	0.53172219
2.1356301	0.54260123
2.1388301	0.52958202
2.1420301	0.54626417
2.1452199	0.57075238
2.1484100	0.58049041
2.1516000	0.54680550
2.1547801	0.57764387
2.1579500	0.53944051
2.1611301	0.58577007
2.1642900	0.54793912
2.1674500	0.58505750
2.1706100	0.54840952
2.1737600	0.56829917
2.1769100	0.53828549
2.1800500	0.54667491
2.1831900	0.56267911
2.1863199	0.54029799
2.1894500	0.56770039
2.1925699	0.58260161
2.1956900	0.58678418
2.1988000	0.57257122
2.2019100	0.58066398
2.2050100	0.56268758
2.2081100	0.57483459
2.2112000	0.56272709
2.2142900	0.56707042
2.2173801	0.57870722
2.2204500	0.60363239
2.2235301	0.57406700
2.2266000	0.55380088
2.2296600	0.56692362
2.2327199	0.58203143
2.2357699	0.53653193
2.2388199	0.57296592
2.2418600	0.59415489
2.2449000	0.57124662
2.2479301	0.57312977
2.2509600	0.54262221
2.2539801	0.55004531
2.2570000	0.54978621
2.2600100	0.57653928
2.2630199	0.59010798
2.2660199	0.54122949
2.2690199	0.56050771
2.2720100	0.57668787
2.2749900	0.57547313
2.2779699	0.55209041
2.2809500	0.56923312
2.2839199	0.56361061
2.2868900	0.55967373
2.2898500	0.56286252
2.2928000	0.53165919
2.2957500	0.50385588
2.2987000	0.49645010
2.3016301	0.48692790
2.3045699	0.49666461
2.3075000	0.48699060
2.3104199	0.52113611
2.3133400	0.51865083
2.3162500	0.50585711
2.3191600	0.50156289
2.3220699	0.45622101
2.3249699	0.49276370
2.3278600	0.46950039
2.3307500	0.44652829
2.3336301	0.45999849
2.3365100	0.49188599
2.3393801	0.46160951
2.3422500	0.45834190
2.3451199	0.48577520
2.3479801	0.44781670
2.3508301	0.46750790
2.3536801	0.45220929
2.3565199	0.41215691
2.3593600	0.42964110
2.3622000	0.42264059
2.3650301	0.44844270
2.3678600	0.41348800
2.3706801	0.43467611
2.3735000	0.44626850
2.3763199	0.41446519
2.3791301	0.43575501
2.3819301	0.42447579
2.3847301	0.42848760
2.3875301	0.42460600
2.3903301	0.41793031
2.3931199	0.41517079
2.3959000	0.38701391
2.3986900	0.39596289
2.4014699	0.43031171
2.4042500	0.40703070
2.4070199	0.42722449
2.4097900	0.37103111
2.4125600	0.40063921
2.4153199	0.42018670
2.4180900	0.37153080
2.4208500	0.37546629
2.4236000	0.40485501
2.4263600	0.37972140
2.4291100	0.39940009
2.4318699	0.40624979
2.4346199	0.35860619
2.4373600	0.34485731
2.4401100	0.36656779
2.4428600	0.38190281
2.4456000	0.34928149
2.4483500	0.37211749
2.4510900	0.35329151
2.4538400	0.36013031
2.4565801	0.29954791
2.4593199	0.31722379
2.4620699	0.36414880
2.4648100	0.34893659
2.4675600	0.34326649
2.4703000	0.25132269
2.4730500	0.30607620
2.4758000	0.37787890
2.4785500	0.29564539
2.4813100	0.34356681
2.4840600	0.34478951
2.4868199	0.33639169
2.4895900	0.29754031
2.4923500	0.29413971
2.4951199	0.25268519
2.4979000	0.34115109
2.5006699	0.33296019
2.5034600	0.31742921
2.5062400	0.28981289
2.5090400	0.31736979
2.5118400	0.22327960
2.5146400	0.18622300
2.5174600	0.30548540
2.5202801	0.17019670
2.5231100	0.21499510
2.5259400	0.33807141
2.5287900	0.26958811
2.5316400	0.23166920
2.5345000	0.20034260
2.5373699	0.19377890
2.5402600	0.31639299
2.5431500	0.31619269
2.5460600	0.40806139
2.5489699	0.37921739
2.5519000	0.19558130
2.5548500	0.44690800
2.5578000	0.37169099
2.5607699	0.19401340
