# SpeX prism spectrum of id405 from Muench et al. 2007
# Lambda	Flux
1.8942600	0.50115651
1.8978000	0.50887251
1.9013301	0.56284231
1.9048699	0.52796972
1.9083900	0.53445470
1.9119100	0.53721440
1.9154301	0.53613931
1.9189400	0.53098422
1.9224400	0.51330322
1.9259500	0.52563292
1.9294400	0.51362330
1.9329301	0.53606540
1.9364199	0.51058573
1.9399000	0.50972849
1.9433699	0.52046132
1.9468400	0.51824230
1.9503100	0.51381588
1.9537699	0.51709223
1.9572199	0.51467592
1.9606699	0.50345320
1.9641199	0.50654352
1.9675600	0.51816458
1.9709900	0.48777640
1.9744301	0.49249879
1.9778500	0.49825770
1.9812699	0.48904851
1.9846900	0.48687711
1.9881000	0.48675281
1.9915100	0.49073970
1.9949100	0.47729161
1.9983100	0.47470349
2.0017000	0.50737160
2.0050900	0.47551471
2.0084801	0.45024720
2.0118600	0.47822359
2.0152301	0.47212431
2.0186000	0.46972951
2.0219699	0.46360800
2.0253301	0.47047371
2.0286801	0.45828009
2.0320400	0.46184999
2.0353801	0.47126859
2.0387301	0.46742079
2.0420600	0.45733589
2.0454000	0.46593139
2.0487301	0.46643680
2.0520500	0.45177799
2.0553699	0.47177500
2.0586900	0.46901429
2.0620000	0.46566179
2.0653000	0.47086641
2.0686000	0.46807891
2.0719000	0.46287569
2.0752000	0.47222549
2.0784801	0.46355039
2.0817699	0.46769959
2.0850500	0.46853530
2.0883199	0.47189909
2.0915900	0.46768269
2.0948600	0.47540459
2.0981199	0.47255310
2.1013801	0.47727981
2.1046301	0.47450119
2.1078699	0.48615831
2.1111199	0.47887689
2.1143600	0.48226681
2.1175900	0.48705071
2.1208199	0.47007501
2.1240400	0.48666671
2.1272600	0.48299801
2.1304801	0.47829020
2.1336900	0.47881019
2.1369000	0.47911730
2.1401000	0.49138981
2.1433000	0.50168532
2.1464900	0.49473161
2.1496801	0.48646879
2.1528600	0.48331770
2.1560400	0.48827159
2.1592100	0.49490309
2.1623801	0.49821401
2.1655400	0.49332541
2.1687000	0.48619989
2.1718600	0.49409541
2.1750100	0.48829469
2.1781500	0.48896661
2.1812900	0.47546610
2.1844301	0.50639921
2.1875600	0.49524039
2.1906900	0.50243717
2.1938100	0.50008088
2.1969199	0.49334311
2.2000301	0.49060911
2.2031400	0.50546682
2.2062400	0.49996340
2.2093400	0.48283130
2.2124301	0.49546579
2.2155100	0.49152389
2.2186000	0.50697571
2.2216699	0.49628249
2.2247400	0.49073249
2.2278100	0.49909109
2.2308699	0.50310218
2.2339301	0.50276607
2.2369801	0.50502741
2.2400199	0.50019652
2.2430600	0.49559370
2.2461000	0.50342178
2.2491301	0.50894338
2.2521600	0.49868771
2.2551801	0.49814799
2.2581900	0.49434030
2.2612000	0.49559471
2.2642100	0.49011430
2.2672100	0.48489329
2.2702000	0.49358460
2.2731900	0.49430311
2.2761699	0.49196941
2.2791500	0.48319259
2.2821301	0.49259329
2.2851000	0.49269769
2.2880600	0.48914289
2.2910199	0.47573650
2.2939699	0.46110469
2.2969199	0.46179640
2.2998600	0.46017620
2.3028000	0.46376100
2.3057301	0.44525501
2.3086600	0.44471571
2.3115801	0.44483259
2.3145000	0.43349019
2.3174100	0.43800369
2.3203100	0.43043739
2.3232199	0.41532111
2.3261100	0.42345291
2.3290000	0.41383529
2.3318900	0.43026441
2.3347699	0.41563839
2.3376500	0.42278230
2.3405199	0.40402520
2.3433900	0.41630360
2.3462500	0.39005509
2.3491100	0.39532909
2.3519600	0.39721411
2.3548100	0.38557509
2.3576500	0.38748091
2.3604900	0.39712781
2.3633199	0.38324571
2.3661500	0.37932611
2.3689801	0.39601189
2.3718000	0.40404961
2.3746199	0.39646140
2.3774301	0.38562039
2.3802400	0.37144041
2.3830400	0.35636511
2.3858400	0.36018470
2.3886400	0.36188501
2.3914301	0.35505301
2.3942199	0.35787430
2.3970100	0.35274190
2.3997900	0.34689891
2.4025699	0.35139129
2.4053400	0.34925899
2.4081199	0.34246880
2.4108900	0.33434001
2.4136500	0.32716209
2.4164199	0.32174239
2.4191801	0.32808280
2.4219400	0.32361519
2.4247000	0.31587791
2.4274500	0.30710769
2.4302000	0.31642920
2.4329600	0.29322910
2.4357000	0.30142021
2.4384500	0.30503711
2.4412000	0.28835240
2.4439500	0.29046750
2.4466900	0.29940969
2.4494301	0.30064580
2.4521801	0.30044171
2.4549199	0.28883520
2.4576699	0.27283311
2.4604100	0.27582821
2.4631500	0.27326429
2.4659000	0.27055719
2.4686500	0.28572541
2.4713900	0.23643810
2.4741400	0.27238360
2.4768900	0.26450160
2.4796400	0.24512041
2.4824000	0.25746840
2.4851600	0.25028589
2.4879199	0.25900960
2.4906801	0.24307230
2.4934500	0.27152351
2.4962199	0.25713381
2.4990000	0.27305329
2.5017801	0.21108191
2.5045600	0.24444650
2.5073500	0.24887910
2.5101500	0.23256820
2.5129500	0.21040620
2.5157600	0.22683389
2.5185699	0.21904939
2.5214000	0.20083420
2.5242301	0.25668979
2.5270699	0.19796009
2.5299100	0.26135859
2.5327699	0.21184181
2.5356400	0.15673549
2.5385199	0.24868330
2.5414000	0.22709060
2.5443000	0.17015021
2.5472100	0.25756869
2.5501301	0.25116140
2.5530699	0.18139830
2.5560199	0.20500220
