# SpeX prism spectrum of itg2 from Muench et al. 2007
# Lambda	Flux
2.4496199	0.26935321
2.4523600	0.26422179
2.4551000	0.25863981
2.4578500	0.25798020
2.4605900	0.25859240
2.4633400	0.25533399
2.4660801	0.24915890
2.4688301	0.25349969
2.4715699	0.25456890
2.4743199	0.24467289
2.4770699	0.24001490
2.4798301	0.23950469
2.4825801	0.24010010
2.4853400	0.23505519
2.4881000	0.23484100
2.4908600	0.23775670
2.4936301	0.23608480
2.4964000	0.23155090
2.4991801	0.23002450
2.5019600	0.23171350
2.5047500	0.22908621
2.5075400	0.22430110
2.5103301	0.22020300
2.5131400	0.22288090
2.5159400	0.22485670
2.5187600	0.21698770
2.5215801	0.21840830
2.5244199	0.22279680
2.5272600	0.22059920
2.5301000	0.22509819
2.5329600	0.21510440
2.5358301	0.22215110
2.5387100	0.21685930
2.5415900	0.20823561
2.5444900	0.21276879
2.5474000	0.20619510
2.5503301	0.21480770
2.5532600	0.20533150
2.5562100	0.21590120
2.5591699	0.19937430
2.5621500	0.20445479
