mass	age	temperature	gravity	luminosity	Mv	Mr	Mi	Mj	Mh	Mk	Ml	Mm	metallicity	cloud	y	l_mix
0.7	0.00892	3814	4.21	-0.66	7.84	7.03	5.86	4.55	3.86	3.71	3.63	3.83	0	nc	0.282	1.9
0.7	0.01008	3812	4.243	-0.69	7.92	7.1	5.94	4.64	3.95	3.8	3.71	3.91	0	nc	0.282	1.9
0.7	0.01137	3812	4.275	-0.72	7.98	7.16	6.01	4.72	4.04	3.89	3.79	3.99	0	nc	0.282	1.9
0.7	0.01279	3811	4.305	-0.75	8.05	7.22	6.08	4.8	4.12	3.97	3.87	4.07	0	nc	0.282	1.9
0.7	0.01434	3811	4.334	-0.78	8.11	7.28	6.15	4.88	4.2	4.05	3.94	4.14	0	nc	0.282	1.9
0.7	0.01601	3812	4.361	-0.81	8.16	7.33	6.21	4.95	4.27	4.12	4.01	4.2	0	nc	0.282	1.9
0.7	0.01783	3815	4.387	-0.83	8.21	7.38	6.26	5.01	4.34	4.18	4.08	4.27	0	nc	0.282	1.9
0.7	0.02007	3821	4.415	-0.86	8.25	7.42	6.32	5.08	4.41	4.25	4.15	4.33	0	nc	0.282	1.9
0.7	0.0225	3830	4.44	-0.88	8.28	7.45	6.36	5.14	4.47	4.32	4.21	4.39	0	nc	0.282	1.9
0.7	0.02512	3843	4.463	-0.9	8.3	7.47	6.4	5.18	4.52	4.37	4.26	4.44	0	nc	0.282	1.9
0.7	0.02829	3864	4.487	-0.91	8.3	7.47	6.43	5.23	4.57	4.41	4.31	4.5	0	nc	0.282	1.9
0.7	0.03172	3890	4.507	-0.92	8.28	7.46	6.44	5.26	4.59	4.45	4.36	4.54	0	nc	0.282	1.9
0.7	0.03583	3939	4.527	-0.92	8.21	7.39	6.41	5.27	4.6	4.47	4.39	4.57	0	nc	0.282	1.9
0.7	0.04026	3998	4.543	-0.91	8.1	7.3	6.37	5.26	4.6	4.47	4.41	4.59	0	nc	0.282	1.9
0.7	0.04508	4092	4.557	-0.88	7.92	7.13	6.28	5.23	4.59	4.47	4.41	4.6	0	nc	0.282	1.9
0.7	0.05033	4189	4.57	-0.85	7.72	6.96	6.18	5.19	4.56	4.46	4.42	4.6	0	nc	0.282	1.9
0.7	0.05655	4331	4.586	-0.81	7.46	6.72	6.05	5.14	4.54	4.45	4.42	4.6	0	nc	0.282	1.9
0.7	0.06348	4464	4.605	-0.78	7.25	6.53	5.95	5.11	4.53	4.45	4.43	4.6	0	nc	0.282	1.9
0.7	0.07278	4548	4.636	-0.78	7.18	6.48	5.94	5.13	4.58	4.5	4.49	4.65	0	nc	0.282	1.9
0.7	0.08295	4487	4.668	-0.83	7.37	6.65	6.08	5.25	4.68	4.6	4.58	4.75	0	nc	0.282	1.9
0.7	0.09358	4414	4.682	-0.87	7.54	6.8	6.2	5.33	4.74	4.66	4.64	4.81	0	nc	0.282	1.9
0.7	0.10053	4393	4.684	-0.88	7.58	6.84	6.22	5.34	4.75	4.67	4.65	4.82	0	nc	0.282	1.9
0.7	0.11889	4381	4.682	-0.89	7.6	6.86	6.23	5.35	4.76	4.67	4.65	4.82	0	nc	0.282	1.9
0.7	0.13091	4379	4.681	-0.89	7.6	6.86	6.23	5.35	4.75	4.67	4.64	4.82	0	nc	0.282	1.9
0.7	0.14533	4376	4.68	-0.89	7.6	6.86	6.23	5.35	4.75	4.66	4.64	4.82	0	nc	0.282	1.9
0.7	0.16264	4374	4.679	-0.89	7.61	6.86	6.23	5.34	4.75	4.66	4.64	4.82	0	nc	0.282	1.9
0.7	0.18341	4374	4.678	-0.88	7.6	6.86	6.23	5.34	4.75	4.66	4.64	4.81	0	nc	0.282	1.9
0.7	0.20833	4373	4.677	-0.88	7.6	6.86	6.23	5.34	4.75	4.66	4.63	4.81	0	nc	0.282	1.9
0.7	0.23823	4372	4.676	-0.88	7.6	6.86	6.23	5.34	4.74	4.66	4.63	4.81	0	nc	0.282	1.9
0.7	0.26992	4373	4.675	-0.88	7.6	6.86	6.23	5.34	4.74	4.65	4.63	4.81	0	nc	0.282	1.9
0.7	0.30161	4373	4.675	-0.88	7.6	6.85	6.22	5.33	4.74	4.65	4.63	4.81	0	nc	0.282	1.9
0.7	0.3333	4373	4.674	-0.88	7.6	6.85	6.22	5.33	4.74	4.65	4.63	4.81	0	nc	0.282	1.9
0.7	0.36499	4372	4.673	-0.88	7.6	6.85	6.22	5.33	4.74	4.65	4.62	4.8	0	nc	0.282	1.9
0.7	0.42836	4372	4.672	-0.88	7.59	6.85	6.22	5.33	4.73	4.65	4.62	4.8	0	nc	0.282	1.9
0.7	0.46005	4371	4.672	-0.88	7.59	6.85	6.22	5.33	4.73	4.65	4.62	4.8	0	nc	0.282	1.9
0.7	0.52343	4371	4.671	-0.88	7.59	6.85	6.22	5.33	4.73	4.64	4.62	4.8	0	nc	0.282	1.9
0.7	0.5868	4370	4.67	-0.88	7.59	6.85	6.22	5.33	4.73	4.64	4.62	4.8	0	nc	0.282	1.9
0.7	0.65018	4370	4.67	-0.88	7.59	6.85	6.21	5.32	4.73	4.64	4.62	4.8	0	nc	0.282	1.9
0.7	0.71355	4370	4.669	-0.88	7.59	6.85	6.21	5.32	4.73	4.64	4.62	4.79	0	nc	0.282	1.9
0.7	0.80862	4370	4.668	-0.88	7.59	6.84	6.21	5.32	4.73	4.64	4.61	4.79	0	nc	0.282	1.9
0.7	0.90368	4370	4.667	-0.88	7.59	6.84	6.21	5.32	4.72	4.64	4.61	4.79	0	nc	0.282	1.9
0.7	1.03043	4371	4.667	-0.87	7.58	6.84	6.21	5.32	4.72	4.63	4.61	4.79	0	nc	0.282	1.9
0.7	1.1255	4372	4.666	-0.87	7.58	6.84	6.2	5.32	4.72	4.63	4.61	4.79	0	nc	0.282	1.9
0.7	1.28394	4373	4.665	-0.87	7.57	6.83	6.2	5.31	4.72	4.63	4.61	4.78	0	nc	0.282	1.9
0.7	1.44238	4375	4.665	-0.87	7.57	6.83	6.2	5.31	4.71	4.63	4.6	4.78	0	nc	0.282	1.9
0.7	1.60082	4376	4.664	-0.87	7.56	6.82	6.19	5.31	4.71	4.62	4.6	4.78	0	nc	0.282	1.9
0.7	1.79095	4378	4.663	-0.87	7.56	6.82	6.19	5.3	4.71	4.62	4.6	4.78	0	nc	0.282	1.9
0.7	2.01277	4380	4.662	-0.87	7.55	6.81	6.18	5.3	4.71	4.62	4.59	4.77	0	nc	0.282	1.9
0.7	2.26627	4383	4.661	-0.86	7.54	6.8	6.18	5.29	4.7	4.61	4.59	4.77	0	nc	0.282	1.9
0.7	2.51977	4386	4.66	-0.86	7.53	6.79	6.17	5.29	4.7	4.61	4.59	4.77	0	nc	0.282	1.9
0.7	2.83666	4390	4.659	-0.86	7.52	6.78	6.17	5.29	4.69	4.61	4.59	4.76	0	nc	0.282	1.9
0.7	3.18522	4394	4.658	-0.86	7.51	6.77	6.16	5.28	4.69	4.6	4.58	4.76	0	nc	0.282	1.9
0.7	3.56548	4398	4.656	-0.85	7.5	6.76	6.15	5.27	4.68	4.6	4.58	4.75	0	nc	0.282	1.9
0.7	4.00911	4405	4.655	-0.85	7.49	6.75	6.14	5.27	4.68	4.59	4.57	4.75	0	nc	0.282	1.9
0.7	4.48444	4411	4.654	-0.85	7.47	6.73	6.13	5.26	4.67	4.59	4.57	4.74	0	nc	0.282	1.9
0.7	5.02313	4418	4.652	-0.84	7.45	6.72	6.12	5.25	4.66	4.58	4.56	4.74	0	nc	0.282	1.9
0.7	5.62521	4426	4.65	-0.84	7.43	6.7	6.1	5.24	4.66	4.57	4.55	4.73	0	nc	0.282	1.9
0.7	6.32235	4435	4.648	-0.83	7.41	6.68	6.09	5.23	4.65	4.57	4.55	4.72	0	nc	0.282	1.9
0.7	7.08286	4445	4.645	-0.82	7.39	6.66	6.07	5.22	4.64	4.56	4.54	4.71	0	nc	0.282	1.9
0.7	7.97013	4458	4.642	-0.82	7.36	6.63	6.05	5.2	4.63	4.55	4.53	4.7	0	nc	0.282	1.9
0.7	8.92077	4471	4.639	-0.81	7.32	6.61	6.03	5.19	4.61	4.53	4.51	4.69	0	nc	0.282	1.9
0.7	10.0299	4486	4.635	-0.8	7.29	6.57	6	5.17	4.6	4.52	4.5	4.67	0	nc	0.282	1.9
0.75	0.001	3973	3.655	0	5.83	5.08	4.15	3	2.33	2.22	2.17	2.38	0	nc	0.282	1.9
0.75	0.00113	3971	3.684	-0.03	5.93	5.18	4.22	3.07	2.4	2.28	2.24	2.44	0	nc	0.282	1.9
0.75	0.00127	3967	3.713	-0.06	6.03	5.28	4.31	3.13	2.46	2.35	2.3	2.51	0	nc	0.282	1.9
0.75	0.00142	3962	3.741	-0.09	6.14	5.4	4.4	3.2	2.53	2.41	2.36	2.58	0	nc	0.282	1.9
0.75	0.00159	3955	3.77	-0.12	6.27	5.52	4.49	3.27	2.59	2.47	2.43	2.65	0	nc	0.282	1.9
0.75	0.0018	3944	3.803	-0.16	6.42	5.67	4.6	3.35	2.66	2.55	2.5	2.73	0	nc	0.282	1.9
0.75	0.00201	3932	3.831	-0.19	6.55	5.81	4.7	3.42	2.73	2.61	2.56	2.8	0	nc	0.282	1.9
0.75	0.00225	3917	3.859	-0.23	6.7	5.96	4.8	3.49	2.79	2.68	2.63	2.87	0	nc	0.282	1.9
0.75	0.00256	3899	3.892	-0.27	6.86	6.12	4.92	3.58	2.87	2.75	2.71	2.95	0	nc	0.282	1.9
0.75	0.00285	3896	3.92	-0.3	6.93	6.18	4.99	3.65	2.95	2.83	2.78	3.02	0	nc	0.282	1.9
0.75	0.00318	3892	3.948	-0.33	7	6.24	5.06	3.73	3.02	2.9	2.86	3.09	0	nc	0.282	1.9
0.75	0.00361	3887	3.981	-0.36	7.08	6.32	5.14	3.82	3.11	2.99	2.94	3.17	0	nc	0.282	1.9
0.75	0.00402	3883	4.009	-0.39	7.15	6.38	5.21	3.9	3.18	3.06	3.01	3.24	0	nc	0.282	1.9
0.75	0.00447	3883	4.037	-0.42	7.21	6.44	5.28	3.97	3.26	3.14	3.08	3.31	0	nc	0.282	1.9
0.75	0.00505	3882	4.069	-0.45	7.29	6.51	5.36	4.06	3.35	3.22	3.17	3.39	0	nc	0.282	1.9
0.75	0.00571	3880	4.102	-0.49	7.36	6.58	5.44	4.14	3.44	3.31	3.25	3.47	0	nc	0.282	1.9
0.75	0.00634	3878	4.13	-0.52	7.43	6.64	5.5	4.22	3.51	3.38	3.32	3.54	0	nc	0.282	1.9
0.75	0.00717	3875	4.162	-0.55	7.5	6.71	5.58	4.3	3.6	3.47	3.41	3.62	0	nc	0.282	1.9
0.75	0.00798	3873	4.19	-0.58	7.57	6.77	5.65	4.38	3.68	3.55	3.48	3.69	0	nc	0.282	1.9
0.75	0.00903	3872	4.222	-0.61	7.64	6.84	5.73	4.46	3.77	3.63	3.56	3.77	0	nc	0.282	1.9
0.75	0.01002	3871	4.249	-0.64	7.7	6.9	5.79	4.53	3.84	3.7	3.63	3.84	0	nc	0.282	1.9
0.75	0.01126	3871	4.278	-0.67	7.76	6.96	5.86	4.61	3.92	3.78	3.7	3.91	0	nc	0.282	1.9
0.75	0.01262	3873	4.306	-0.69	7.82	7.01	5.92	4.68	3.99	3.86	3.78	3.98	0	nc	0.282	1.9
0.75	0.0143	3876	4.337	-0.72	7.87	7.07	5.99	4.75	4.07	3.93	3.85	4.05	0	nc	0.282	1.9
0.75	0.0159	3882	4.362	-0.75	7.91	7.11	6.03	4.81	4.14	3.99	3.91	4.11	0	nc	0.282	1.9
0.75	0.01787	3890	4.388	-0.77	7.95	7.14	6.08	4.87	4.2	4.06	3.98	4.17	0	nc	0.282	1.9
0.75	0.01999	3901	4.412	-0.79	7.97	7.17	6.12	4.93	4.25	4.11	4.03	4.23	0	nc	0.282	1.9
0.75	0.02256	3925	4.436	-0.8	7.96	7.16	6.15	4.97	4.3	4.16	4.09	4.28	0	nc	0.282	1.9
0.75	0.02531	3954	4.458	-0.81	7.94	7.14	6.16	5.01	4.34	4.2	4.13	4.32	0	nc	0.282	1.9
0.75	0.02824	3989	4.477	-0.81	7.89	7.1	6.15	5.03	4.36	4.23	4.17	4.36	0	nc	0.282	1.9
0.75	0.03172	4052	4.495	-0.8	7.79	7	6.11	5.03	4.37	4.25	4.19	4.38	0	nc	0.282	1.9
0.75	0.0358	4143	4.512	-0.78	7.62	6.84	6.03	5	4.36	4.25	4.21	4.4	0	nc	0.282	1.9
0.75	0.04018	4260	4.527	-0.75	7.39	6.64	5.92	4.96	4.34	4.25	4.21	4.4	0	nc	0.282	1.9
0.75	0.04487	4399	4.543	-0.71	7.13	6.39	5.79	4.92	4.33	4.24	4.22	4.4	0	nc	0.282	1.9
0.75	0.0502	4550	4.559	-0.67	6.9	6.21	5.67	4.86	4.31	4.24	4.22	4.39	0	nc	0.282	1.9
0.75	0.05652	4700	4.58	-0.63	6.71	6.06	5.57	4.82	4.31	4.25	4.24	4.39	0	nc	0.282	1.9
0.75	0.06398	4765	4.612	-0.64	6.69	6.06	5.59	4.86	4.37	4.31	4.3	4.45	0	nc	0.282	1.9
0.75	0.07307	4686	4.65	-0.71	6.91	6.25	5.76	5.01	4.49	4.43	4.41	4.57	0	nc	0.282	1.9
0.75	0.08256	4624	4.663	-0.74	7.04	6.36	5.85	5.08	4.55	4.48	4.46	4.62	0	nc	0.282	1.9
0.75	0.09623	4609	4.663	-0.75	7.06	6.38	5.87	5.08	4.55	4.48	4.47	4.63	0	nc	0.282	1.9
0.75	0.10518	4609	4.662	-0.75	7.06	6.38	5.86	5.08	4.55	4.48	4.46	4.62	0	nc	0.282	1.9
0.75	0.11592	4609	4.661	-0.75	7.06	6.38	5.86	5.08	4.54	4.47	4.46	4.62	0	nc	0.282	1.9
0.75	0.1288	4607	4.66	-0.75	7.06	6.38	5.86	5.08	4.54	4.47	4.46	4.62	0	nc	0.282	1.9
0.75	0.14426	4606	4.659	-0.75	7.06	6.38	5.86	5.08	4.54	4.47	4.46	4.62	0	nc	0.282	1.9
0.75	0.16281	4606	4.658	-0.75	7.06	6.37	5.86	5.08	4.54	4.47	4.45	4.62	0	nc	0.282	1.9
0.75	0.18507	4606	4.657	-0.74	7.05	6.37	5.85	5.07	4.54	4.47	4.45	4.61	0	nc	0.282	1.9
0.75	0.21179	4606	4.656	-0.74	7.05	6.37	5.85	5.07	4.54	4.46	4.45	4.61	0	nc	0.282	1.9
0.75	0.24348	4607	4.656	-0.74	7.05	6.37	5.85	5.07	4.53	4.46	4.45	4.61	0	nc	0.282	1.9
0.75	0.27516	4607	4.655	-0.74	7.05	6.36	5.85	5.07	4.53	4.46	4.45	4.61	0	nc	0.282	1.9
0.75	0.30685	4607	4.654	-0.74	7.04	6.36	5.85	5.06	4.53	4.46	4.44	4.6	0	nc	0.282	1.9
0.75	0.33854	4607	4.654	-0.74	7.04	6.36	5.84	5.06	4.53	4.46	4.44	4.6	0	nc	0.282	1.9
0.75	0.37023	4607	4.653	-0.74	7.04	6.36	5.84	5.06	4.53	4.46	4.44	4.6	0	nc	0.282	1.9
0.75	0.40192	4606	4.652	-0.74	7.04	6.36	5.84	5.06	4.53	4.45	4.44	4.6	0	nc	0.282	1.9
0.75	0.46529	4606	4.652	-0.74	7.04	6.36	5.84	5.06	4.52	4.45	4.44	4.6	0	nc	0.282	1.9
0.75	0.52867	4606	4.651	-0.74	7.04	6.36	5.84	5.06	4.52	4.45	4.44	4.6	0	nc	0.282	1.9
0.75	0.59205	4606	4.65	-0.74	7.04	6.35	5.84	5.06	4.52	4.45	4.43	4.6	0	nc	0.282	1.9
0.75	0.65542	4606	4.65	-0.74	7.03	6.35	5.84	5.05	4.52	4.45	4.43	4.59	0	nc	0.282	1.9
0.75	0.7188	4606	4.649	-0.74	7.03	6.35	5.83	5.05	4.52	4.45	4.43	4.59	0	nc	0.282	1.9
0.75	0.81386	4607	4.648	-0.74	7.03	6.35	5.83	5.05	4.51	4.44	4.43	4.59	0	nc	0.282	1.9
0.75	0.90893	4608	4.648	-0.73	7.03	6.35	5.83	5.05	4.51	4.44	4.43	4.59	0	nc	0.282	1.9
0.75	1.00399	4609	4.647	-0.73	7.02	6.34	5.83	5.05	4.51	4.44	4.43	4.59	0	nc	0.282	1.9
0.75	1.13074	4610	4.646	-0.73	7.02	6.34	5.82	5.04	4.51	4.44	4.42	4.58	0	nc	0.282	1.9
0.75	1.28918	4612	4.645	-0.73	7.01	6.33	5.82	5.04	4.51	4.44	4.42	4.58	0	nc	0.282	1.9
0.75	1.41594	4614	4.645	-0.73	7.01	6.33	5.81	5.04	4.5	4.43	4.42	4.58	0	nc	0.282	1.9
0.75	1.60606	4616	4.643	-0.73	7	6.32	5.81	5.03	4.5	4.43	4.41	4.57	0	nc	0.282	1.9
0.75	1.79619	4620	4.643	-0.72	6.99	6.32	5.8	5.03	4.5	4.43	4.41	4.57	0	nc	0.282	1.9
0.75	2.01801	4623	4.641	-0.72	6.99	6.31	5.8	5.02	4.49	4.42	4.41	4.57	0	nc	0.282	1.9
0.75	2.23983	4626	4.64	-0.72	6.98	6.3	5.79	5.02	4.49	4.42	4.4	4.56	0	nc	0.282	1.9
0.75	2.52502	4630	4.639	-0.72	6.97	6.3	5.78	5.01	4.48	4.41	4.4	4.56	0	nc	0.282	1.9
0.75	2.8419	4636	4.638	-0.71	6.96	6.29	5.78	5.01	4.48	4.41	4.4	4.55	0	nc	0.282	1.9
0.75	3.19047	4641	4.636	-0.71	6.94	6.27	5.77	5	4.47	4.4	4.39	4.55	0	nc	0.282	1.9
0.75	3.57073	4647	4.634	-0.71	6.93	6.26	5.76	4.99	4.47	4.4	4.38	4.54	0	nc	0.282	1.9
0.75	3.98267	4654	4.632	-0.7	6.91	6.25	5.75	4.98	4.46	4.39	4.38	4.54	0	nc	0.282	1.9
0.75	4.48968	4661	4.63	-0.7	6.9	6.23	5.73	4.97	4.45	4.38	4.37	4.53	0	nc	0.282	1.9
0.75	5.02838	4670	4.627	-0.69	6.88	6.22	5.72	4.96	4.44	4.38	4.36	4.52	0	nc	0.282	1.9
0.75	5.63045	4681	4.625	-0.68	6.85	6.2	5.7	4.95	4.43	4.37	4.35	4.51	0	nc	0.282	1.9
0.75	6.32759	4691	4.621	-0.68	6.83	6.17	5.68	4.93	4.42	4.35	4.34	4.5	0	nc	0.282	1.9
0.75	7.0881	4704	4.617	-0.67	6.79	6.15	5.66	4.91	4.41	4.34	4.33	4.48	0	nc	0.282	1.9
0.75	7.94368	4720	4.613	-0.66	6.76	6.12	5.63	4.89	4.39	4.33	4.31	4.47	0	nc	0.282	1.9
0.75	8.92601	4736	4.607	-0.65	6.72	6.08	5.6	4.87	4.37	4.31	4.3	4.45	0	nc	0.282	1.9
0.75	10.0034	4756	4.602	-0.63	6.67	6.05	5.57	4.84	4.35	4.29	4.28	4.43	0	nc	0.282	1.9
0.8	0.00101	4099	3.678	0.06	5.39	4.64	3.92	2.93	2.3	2.2	2.15	2.33	0	nc	0.282	1.9
0.8	0.00114	4093	3.706	0.03	5.5	4.74	4	3	2.37	2.26	2.22	2.4	0	nc	0.282	1.9
0.8	0.00127	4086	3.735	0	5.6	4.84	4.09	3.08	2.43	2.33	2.28	2.46	0	nc	0.282	1.9
0.8	0.00142	4079	3.763	-0.03	5.7	4.95	4.17	3.15	2.5	2.39	2.35	2.53	0	nc	0.282	1.9
0.8	0.00159	4074	3.792	-0.06	5.8	5.04	4.25	3.22	2.57	2.46	2.41	2.6	0	nc	0.282	1.9
0.8	0.00181	4066	3.825	-0.1	5.92	5.16	4.35	3.3	2.64	2.54	2.49	2.68	0	nc	0.282	1.9
0.8	0.00201	4059	3.853	-0.13	6.03	5.26	4.43	3.37	2.71	2.6	2.55	2.75	0	nc	0.282	1.9
0.8	0.00224	4052	3.882	-0.16	6.13	5.37	4.51	3.44	2.78	2.67	2.62	2.81	0	nc	0.282	1.9
0.8	0.00254	4044	3.915	-0.2	6.25	5.48	4.61	3.52	2.85	2.74	2.69	2.89	0	nc	0.282	1.9
0.8	0.00283	4037	3.943	-0.23	6.35	5.59	4.69	3.59	2.92	2.81	2.76	2.96	0	nc	0.282	1.9
0.8	0.0032	4030	3.976	-0.27	6.47	5.7	4.79	3.68	3	2.88	2.83	3.04	0	nc	0.282	1.9
0.8	0.00356	4023	4.004	-0.3	6.57	5.8	4.87	3.75	3.06	2.95	2.9	3.1	0	nc	0.282	1.9
0.8	0.00403	4012	4.036	-0.33	6.68	5.91	4.97	3.83	3.15	3.03	2.98	3.19	0	nc	0.282	1.9
0.8	0.00449	4003	4.064	-0.37	6.78	6	5.05	3.91	3.23	3.11	3.06	3.26	0	nc	0.282	1.9
0.8	0.00509	3987	4.097	-0.41	6.91	6.13	5.16	4	3.31	3.19	3.14	3.35	0	nc	0.282	1.9
0.8	0.00567	3974	4.125	-0.44	7.03	6.25	5.25	4.08	3.39	3.27	3.22	3.42	0	nc	0.282	1.9
0.8	0.00634	3963	4.152	-0.47	7.13	6.35	5.34	4.15	3.47	3.34	3.29	3.49	0	nc	0.282	1.9
0.8	0.00721	3954	4.185	-0.51	7.23	6.45	5.43	4.24	3.55	3.43	3.37	3.58	0	nc	0.282	1.9
0.8	0.00803	3948	4.211	-0.54	7.31	6.53	5.51	4.31	3.63	3.5	3.44	3.65	0	nc	0.282	1.9
0.8	0.00892	3945	4.236	-0.56	7.38	6.6	5.57	4.38	3.69	3.57	3.51	3.71	0	nc	0.282	1.9
0.8	0.01004	3945	4.265	-0.59	7.45	6.66	5.64	4.45	3.77	3.64	3.58	3.78	0	nc	0.282	1.9
0.8	0.01126	3946	4.292	-0.62	7.5	6.71	5.7	4.52	3.84	3.71	3.64	3.84	0	nc	0.282	1.9
0.8	0.01277	3953	4.32	-0.65	7.55	6.76	5.76	4.59	3.91	3.78	3.72	3.91	0	nc	0.282	1.9
0.8	0.01419	3961	4.344	-0.67	7.58	6.79	5.8	4.64	3.96	3.84	3.77	3.97	0	nc	0.282	1.9
0.8	0.01594	3974	4.369	-0.68	7.6	6.81	5.84	4.7	4.02	3.89	3.83	4.02	0	nc	0.282	1.9
0.8	0.01781	3991	4.391	-0.7	7.61	6.82	5.87	4.74	4.07	3.94	3.88	4.07	0	nc	0.282	1.9
0.8	0.02006	4022	4.414	-0.71	7.59	6.8	5.88	4.78	4.11	3.99	3.93	4.12	0	nc	0.282	1.9
0.8	0.02246	4063	4.435	-0.71	7.54	6.76	5.88	4.8	4.14	4.02	3.97	4.16	0	nc	0.282	1.9
0.8	0.02527	4122	4.455	-0.71	7.45	6.68	5.85	4.81	4.16	4.05	4	4.19	0	nc	0.282	1.9
0.8	0.02824	4192	4.471	-0.69	7.33	6.57	5.79	4.8	4.16	4.06	4.02	4.21	0	nc	0.282	1.9
0.8	0.03169	4307	4.487	-0.66	7.12	6.37	5.69	4.77	4.15	4.06	4.03	4.22	0	nc	0.282	1.9
0.8	0.03567	4446	4.504	-0.62	6.88	6.15	5.57	4.72	4.14	4.06	4.04	4.21	0	nc	0.282	1.9
0.8	0.03984	4592	4.518	-0.58	6.65	5.97	5.45	4.66	4.13	4.06	4.04	4.2	0	nc	0.282	1.9
0.8	0.0447	4762	4.532	-0.53	6.42	5.79	5.32	4.6	4.11	4.04	4.03	4.18	0	nc	0.282	1.9
0.8	0.05088	4941	4.556	-0.49	6.22	5.65	5.21	4.55	4.11	4.05	4.04	4.18	0	nc	0.282	1.9
0.8	0.05795	4947	4.601	-0.54	6.33	5.76	5.32	4.66	4.22	4.16	4.15	4.29	0	nc	0.282	1.9
0.8	0.06396	4873	4.629	-0.59	6.5	5.91	5.46	4.77	4.31	4.25	4.24	4.38	0	nc	0.282	1.9
0.8	0.07261	4826	4.64	-0.62	6.6	5.99	5.53	4.83	4.35	4.29	4.29	4.43	0	nc	0.282	1.9
0.8	0.08507	4818	4.64	-0.62	6.61	6	5.53	4.83	4.35	4.3	4.29	4.43	0	nc	0.282	1.9
0.8	0.09322	4818	4.639	-0.62	6.6	5.99	5.53	4.83	4.35	4.29	4.28	4.43	0	nc	0.282	1.9
0.8	0.10301	4819	4.638	-0.62	6.6	5.99	5.53	4.83	4.35	4.29	4.28	4.43	0	nc	0.282	1.9
0.8	0.11475	4819	4.637	-0.62	6.6	5.99	5.53	4.82	4.35	4.29	4.28	4.42	0	nc	0.282	1.9
0.8	0.12884	4821	4.637	-0.62	6.59	5.98	5.52	4.82	4.35	4.29	4.28	4.42	0	nc	0.282	1.9
0.8	0.14575	4822	4.636	-0.62	6.59	5.98	5.52	4.82	4.34	4.29	4.28	4.42	0	nc	0.282	1.9
0.8	0.16604	4823	4.635	-0.61	6.59	5.98	5.52	4.82	4.34	4.28	4.27	4.42	0	nc	0.282	1.9
0.8	0.19039	4824	4.634	-0.61	6.58	5.98	5.51	4.81	4.34	4.28	4.27	4.41	0	nc	0.282	1.9
0.8	0.21961	4824	4.633	-0.61	6.58	5.97	5.51	4.81	4.34	4.28	4.27	4.41	0	nc	0.282	1.9
0.8	0.2513	4825	4.633	-0.61	6.58	5.97	5.51	4.81	4.34	4.28	4.27	4.41	0	nc	0.282	1.9
0.8	0.28299	4825	4.632	-0.61	6.58	5.97	5.51	4.81	4.33	4.28	4.27	4.41	0	nc	0.282	1.9
