SOURCE_KEY	NAME	RA	DEC	SDSS_RA	SDSS_RA_E	SDSS_DEC	SDSS_DEC_E	SDSS_DESIGNATION	SDSS_EPOCH	SDSS_R	SDSS_R_UNC	SDSS_I	SDSS_I_UNC	SDSS_Z	SDSS_Z_UNC	2MASS_RA	2MASS_RA_E	2MASS_DEC	2MASS_DEC_E	2MASS_DESIGNATION	2MASS_EPOCH	2MASS_J	2MASS_J_UNC	2MASS_H	2MASS_H_UNC	2MASS_KS	2MASS_KS_UNC	WISE_RA	WISE_RA_E	WISE_DEC	WISE_DEC_E	WISE_DESIGNATION	WISE_EPOCH	WISE_W1	WISE_W1_UNC	WISE_W2	WISE_W2_UNC	UKIDSS_RA	UKIDSS_RA_E	UKIDSS_DEC	UKIDSS_DEC_E	UKIDSS_DESIGNATION	UKIDSS_EPOCH	UKIDSS_Y	UKIDSS_Y_UNC	UKIDSS_J	UKIDSS_J_UNC	UKIDSS_H	UKIDSS_H_UNC	UKIDSS_K	UKIDSS_K_UNC
10249	LEHPM 1-3070	46.549374	-36.794918																			11.69	0.024	11.068	0.023	10.631	0.024																								
10250	2MASSW J0306268+154514	46.611832	15.753805																			17.106	0.183	16.243	0.237	15.133	0.139																								
10251	WISE J030724.59+290447.4	46.852455	29.079834																			17.78	0.11	17.7	0.14	17.78	0.21																								
10252	2MASS J0307264+364153	46.859997	36.698055																			15.996	0.085	15.375	0.121	15.461	0.192																								
10253	SDSS J03083243-08105138	47.135128	-8.1809168																			14.98	0.04	14.41	0.05	14.09	0.06																								
10254	WISE J030845.36+325923.1	47.188999	32.989723																			15.8	0.06	15.8	0.06	15.8	0.06																								
10255	2MASSW J0309088-194938	47.287003	-19.827417																			15.752	0.056	14.656	0.062	14.057	0.065																								
10256	WISE J03092961-1752504	47.373375	-17.880667																			15.685	0.059	15.024	0.084	14.713	0.103																								
10257	2MASS J03101401-2756452	47.558376	-27.945889																			15.795	0.071	14.662	0.049	13.959	0.061																								
10258	2MASSW J0310599+164816	47.749416	16.804304																			16.025	0.084	14.932	0.07	14.312	0.067																								
10259	2MASS J03140344+1603056	48.514336	16.051556																			12.526	0.024	11.823	0.036	11.238	0.021																								
10260	2MASSI J0316451-284852	49.187958	-28.814444																			14.57	0.04	13.77	0.03	13.11	0.03																								
10261	AP 301	49.541164	49.422836																			15.251	0.058	14.507	0.072	14.291	0.078																								
10262	WISE J03184234+0827570	49.676418	8.4658327																			13.791	0.027	13.087	0.031	12.687	0.023																								
10263	2MASS J03185403-3421292	49.725124	-34.358109																			15.569	0.055	14.346	0.044	13.507	0.039																								
10264	AP 306	49.926292	50.513168																			16.257	0.107	15.704	0.15	15.085																									
10265	2MASS J0320141+314504	50.05875	31.751112																			15.57	0.064	15.274	0.109	15.031	0.113																								
10266	2MASS J03201710-1026120	50.071251	-10.436666																			13.87				12.72																									
10267	2MASSW J0320284-044636	50.11829	-4.7766109																			13.259	0.024	12.535	0.023	12.134	0.026																								
10268	LP 412-31	50.248333	18.906389																			11.759	0.021	11.066	0.022	10.639	0.018																								
10269	WISE J032301.86+562558.0	50.757748	56.432777																			15.62	0.06	14.35	0.05																										
10270	2MASS J03231004-4631263	50.791828	-46.523972																			15.389	0.07	14.321	0.062	13.702	0.05																								
10271	WISE J03242166+0631428	51.090252	6.5285554																			16.403	0.11	15.942	0.157	15.234	0.164																								
10272	2MASS J03250136+2253039	51.255669	22.884417																			15.426	0.049	14.328	0.047	13.774	0.049																								
10273	WISE J032547.72+083118.2	51.448833	8.5217218																			16.54	0.07	16.15	0.08																										
10274	SDSS J032553.17+042540.1	51.471752	4.4279442																			16.25	0.14	16.08		16.525																									
10275	2MASSW J0326137+295015	51.556961	29.837557																			15.481	0.052	14.395	0.05	13.835	0.045																								
10276	2MASS J03264225-2102057	51.676044	-21.034916																			16.134	0.094	14.793	0.075	13.922	0.066																								
10277	2MASS J03264453+1919309	51.685543	19.325251																			13.115																													
10278	2MASS J0327409-314815	51.920418	-31.804167																			16.093	0.086	15.043	0.072	14.151	0.065																								
10279	2MASS J03280716+3022432	52.029835	30.378666																			16.412	0.131	15.144	0.091	14.435	0.077																								
10280	SDSSp J032817.38+003257.2	52.072376	0.54919446																			15.988	0.092	14.975	0.075	14.161	0.078																								
10281	WISE J03282453+3557515	52.102211	35.964306																			14.927	0.044	14.316	0.039	13.935	0.038																								
10282	2MASSI J0328426+230205	52.177708	23.03475																			16.693	0.14	15.547	0.124	14.916	0.113																								
10283	0330-0000 Background Source	52.5	0																																																
10284	LSPM J0330+3504A	52.571667	35.083359																			16.003	0.106	15.342	0.134	15.327	0.15																								
10285	LSPM J0330+3504B	52.571667	35.083359																			16.003	0.106	15.342	0.134	15.327	0.15																								
10286	SDSSp J033035.13-002534.5	52.64629	-0.42627776																			15.311	0.05	14.42	0.043	13.837	0.047																								
10287	LEHPM 1-3365	52.660294	-23.81286																			15.799	0.074	15.308	0.105	14.938	0.138																								
10288	2MASS J03305571+3146272	52.732124	31.774221																			13.492	0.024	12.788	0.026	12.39	0.021																								
10289	LP 888-18	52.875835	-30.710556																			11.36	0.022	10.7	0.022	10.264	0.019																								
10290	2MASS J03320043-2317496	53.001793	-23.297112																			13.64		12.984		12.537																									
10291	0333+0014	53.25	0.23333333																																																
10292	2MASS J03335134+0014068	53.463913	0.23522222																			16.43	0.173	15.826	0.195	16.78																									
10293	LEHPM 1-3396	53.55075	-49.892278																			11.376	0.023	10.823	0.026	10.392	0.022																								
10294	2MASS J03350208+2342356	53.758663	23.70989																			12.25	0.021	11.655	0.022	11.261	0.017																								
10295	2MASS J03354535+0658058	53.938957	6.9682779																			13.405	0.026	12.729	0.032	12.25	0.019																								
10296	AP 325	53.947666	49.294193																			15.278	0.046	14.555	0.051	14.114	0.051																								
10297	WISE J033651.90+282628.8	54.216248	28.441332																			16.54	0.12	16.53	0.27	15.77	0.24																								
10298	2MASSW J0337036-175807	54.264961	-17.968863																			15.621	0.058	14.412	0.05	13.581	0.041																								
10299	WISE J033713.43+114824.6	54.305962	11.806833																			14.99	0.05	14.55	0.07	14.27	0.08																								
10300	LSPM J0337+3848	54.411003	38.803722																			16.25	0.083	15.897	0.159	15.841	0.263																								
10301	2MASS J03381986-4409446	54.582748	-44.162392																			16.375	0.098	15.807	0.126	15.887																									
10302	2MASS J03382862+0001296	54.619247	0.02488889																			15.814	0.058	15.208	0.07	14.779	0.103																								
10303	LSPM J0338+1237	54.646664	12.628167																			15.665	0.064	15.09	0.071	14.997	0.154																								
10304	2MASS J03383754+1449201	54.656414	14.82225																			14.694	0.034	13.878	0.032	13.33	0.038																								
10305	LP 944-20	54.896709	-35.42889																			10.725	0.021	10.017	0.021	9.548	0.023																								
10306	2MASS J03395284+2457270	54.970169	24.9575																			12.841	0.024	12.132	0.03	11.742	0.022																								
10307	2MASS J03422594+3148496	55.608082	31.813778																			16.417	0.105	14.686	0.083	14.059	0.056																								
10308	Cl* IC 348 LRL 10176	55.815876	32.179306																			16.177	0.079	14.851	0.071	14.16	0.044																								
10309	Roque 4	55.973042	24.519861																			16.828	0.156	15.656	0.116	15.211	0.131																								
10310	SDSS J03440891+0111249	56.037125	1.19025																			14.74	0.03	13.91	0.04	13.52	0.05																								
10311	LRL 405	56.087582	32.104389																			14.94																													
10312	[PSZ2003] J034427.2+320346	56.112247	32.063721																			11.804	0.021	10.944	0.019	10.591	0.018																								
10313	2MASS J03444306+3137338	56.17942	31.626055																			14.558	0.031	13.217	0.027	12.499	0.023																								
10314	PPL1	56.422039	23.902721																			15.36	0.006	14.782	0.005	14.305	0.006																								
10315	2MASP J0345432+254023	56.429832	25.673138																			13.997	0.027	13.211	0.03	12.672	0.024																								
10316	Teide 1	56.824081	24.377167																			16.31	0.095	15.623	0.103	15.185	0.12																								
10318	Roque 25	57.086666	22.747223																			17.714	0.039	16.861	0.035	16.251	0.027																								
10319	NPL40	57.204292	24.340389																			17.237	0.023	16.569	0.02	16.059	0.029																								
10320	LHS 1604	57.75	-0.87888891																			11.302	0.024	10.609	0.022	10.232	0.024																								
10321	SDSS J035104.37+481046.8	57.767624	48.179916																			16.466	0.13	15.566	0.136	14.996	0.121																								
10322	2MASS J03521086+0210479	58.045254	2.1799724																			13.078	0.027	12.412	0.025	11.955	0.024																								
10323	SDSS J035308.54+103056.0	58.285583	10.515555																			15.45	0.06	14.65	0.05	14.18	0.04																								
10324	2MASS J03540135+2316330	58.505627	23.275833																			13.122	0.022	12.421	0.023	11.997	0.018																								
10325	2MASS J03542527+3724388	58.605293	37.410778																			16.733	0.154	15.398	0.113	15.009	0.096																								
10326	LEHPM 2-471	58.794456	-18.971472																			13.814	0.024	13.229	0.022	12.889	0.037																								
10327	2MASS J0355201+143929	58.833752	14.658055																			13.814		13.108		12.708																									
10328	2MASS J03552337+1133437	58.847378	11.56214																			14.05	0.024	12.53	0.031	11.526	0.021																								
10329	2MASSW J0355419+225702	58.924583	22.950417																			16.111	0.078	15.052	0.069	14.284	0.061																								
10330	DENIS-P J035729.6-441730	59.362293	-44.291805																			14.367	0.032	13.531	0.026	12.907	0.027																								
10331	2MASS J03582213-4116144	59.592209	-41.270668																			15.846	0.087	14.608	0.057	13.838	0.049																								
10332	2MASS J04012977-4050448	60.374043	-40.845776																			14.533	0.035	13.72	0.035	13.176	0.032																								
10333	WISE J040137.21+284951.7	60.405041	28.831028																			13.41	0.02	12.43	0.02	11.82	0.02																								
10334	2MASS J04024153-4037476	60.673042	-40.629887																			15.314	0.053	15.302	0.084	15.251	0.149																								
10335	LSPM J0402+1730	60.679794	17.503778																			15.587	0.062	15.081	0.098	15.032	0.151																								
10336	2MASS J04035944+1520502	60.997665	15.347278																			15.973	0.085	15.683	0.136	15.264	0.18																								
10337	WISE J040418.01+412735.6	61.075043	41.459888																			14.15	0.03	13.1	0.03	12.42	0.02																								
10338	2MASS J04062677-3812102	61.611542	-38.202835																			16.756	0.152	15.624	0.088	15.111	0.122																								
10339	2MASS J04070752+1546457	61.781338	15.779361																			15.478	0.058	14.354	0.057	13.559	0.038																								
10340	2MASS J04070885+1514565	61.786873	15.249028																			16.055	0.092	16.017	0.209	15.922	0.261																								
10341	2MASS J0407089-234829	61.787086	-23.808054																			13.767		13.069		12.619																									
10342	2MASS J04071296+1710474	61.804005	17.179832																			15.78	0.085	15.486	0.151	15.522	0.257																								
10343	2MASS J04081032+0742494	62.042999	7.7137222																			13.591	0.024	12.897	0.037	12.418	0.023																								
10344	2MASSI J0408290-145033	62.12104	-14.84261																			14.222	0.03	13.337	0.03	12.817	0.023																								
10345	2MASSI J0409095+210439	62.289585	21.077583																			15.508	0.054	14.497	0.046	13.85	0.047																								
10346	0410-0604	62.499996	-6.0666666																																																
10347	WISE J041054.48+141131.1	62.726997	14.191973																			17.16	0.09	17.26	0.12	16.98	0.18																								
10348	KPNO 1	63.811291	28.002666																			15.101	0.04	14.247	0.038	13.772	0.035																								
10349	2MASSI J0415195-093506	63.831417	-9.585166																			15.695	0.058	15.537	0.113	15.429	0.201																								
10350	2MASS J0417374-080000	64.40583	-8																			12.182	0.03	11.54	0.027	11.09	0.026																								
10351	2MASS J0417474-212919	64.447502	-21.488611																			13.854		13.126		12.677																									
10352	KPNO 2	64.713127	28.242556																			13.925	0.025	13.241	0.029	12.753	0.021																								
10353	KPNO 12	64.755249	28.04686																			16.305	0.086	15.483	0.096	14.927	0.092																								
10354	2MASS J04214954+1528598	65.456413	15.483277																			15.115	0.041	13.864	0.037	13.231	0.034																								
10355	0421+1932	65.476624	19.545305																			12.814	0.021	11.352	0.022	10.712	0.017																								
10356	SDSSp J042348.57-041403.5	65.952415	-4.2343054																			14.465	0.027	13.463	0.035	12.929	0.034																								
10357	SDSS J04270723+0859027	66.780121	8.9840832																			12.92	0.026	12.188	0.028	11.727	0.023																								
