DATA_KEY	SOURCE_KEY	DATA_FILE	INSTRUMENT	OBSERVATION_DATE	OBSERVATION_TIME	JULIAN_DATE	PROGRAM_NUMBER	PROGRAM_PI	OBSERVER	RESOLUTION	AIRMASS	REDUCTION_SPEXTOOL_VERSION	REDUCTION_PERSON	REDUCTION_DATE	QUALITY_FLAG	MEDIAN_SNR	SPEX_TYPE	SPEX_GRAVITY_CLASSIFICATION	PUBLISHED	DATA_REFERENCE	NOTE
10511	10222	10511_10222.fits	SpeX prism	20051105		53679.5				120					POOR	5	L6.0	FLD-G	Y	2006AJ....131.2722C	
10512	10146	10512_10146.fits	SpeX prism	20051231		53735.5				120					OK	191	L6.0	FLD-G	Y	2008ApJ...681..579B	
10513	10148	10513_10148.fits	SpeX prism	20051231		53735.5			Burgasser	120					OK	109	M2.0		N	BURGASSER-NP	
10514	10258	10514_10258.fits	SpeX prism	20051231		53735.5				120					OK	82	T0.0		Y	2007ApJ...659..655B	
10515	10265	10515_10265.fits	SpeX prism	20051231		53735.5			Burgasser	120					OK	56	M6.0		N	BURGASSER-NP	
10516	10285	10516_10285.fits	SpeX prism	20051231		53735.5				120					OK	16	M6.0		Y	2014ApJ...794..143B	
10517	10335	10517_10335.fits	SpeX prism	20051231		53735.5				120					OK	87	M4.0		Y	2014ApJ...794..143B	
10518	10379	10518_10379.fits	SpeX prism	20051231		53735.5				120					BG	64			Y	2010ApJS..190..100K	
10519	10384	10519_10384.fits	SpeX prism	20051231		53735.5			Burgasser	120					OK	2683			Y	BURGASSER-NP	
10520	10395	10520_10395.fits	SpeX prism	20051231		53735.5				120					BG	19			Y	2010ApJS..190..100K	
10521	10458	10521_10458.fits	SpeX prism	20051231		53735.5				120					OK	89	M4.0		Y	2006ApJ...645.1485B	
10522	10468	10522_10468.fits	SpeX prism	20051231		53735.5			Burgasser	120					OK	59	M4.0		N	BURGASSER-NP	
10523	10501	10523_10501.fits	SpeX prism	20051231		53735.5			Burgasser	120					OK	185	M5.0		N	BURGASSER-NP	
10524	10508	10524_10508.fits	SpeX prism	20051231		53735.5			Burgasser	120					OK	70	M4.0		N	BURGASSER-NP	
10525	10534	10525_10534.fits	SpeX prism	20051231		53735.5			Burgasser	120					OK	78	M5.0		N	BURGASSER-NP	
10526	10600	10526_10600.fits	SpeX prism	20051231		53735.5			Burgasser	120					OK	55	M3.0		N	BURGASSER-NP	
10527	10648	10527_10648.fits	SpeX prism	20051231		53735.5			Burgasser	120					OK	29	M3.0		N	BURGASSER-NP	
10528	10673	10528_10673.fits	SpeX prism	20051231		53735.5			Burgasser	120					OK	96	M4.0		N	BURGASSER-NP	
10529	10675	10529_10675.fits	SpeX prism	20051231		53735.5			Burgasser	120					OK	48	M3.0		N	BURGASSER-NP	
10530	10683	10530_10683.fits	SpeX prism	20051231		53735.5			Burgasser	120					OK	56	M4.0		N	BURGASSER-NP	
10531	10744	10531_10744.fits	SpeX prism	20060104	14 35 47.757817	53740.108			Peterson	120	1.02	v3.2			POOR	39	M8.0	FLD-G	Y	2010ApJS..190..100K	
10532	10625	10532_10625.fits	SpeX prism	20060312		53806.5			Burgasser	120					OK	846			Y	BURGASSER-NP	
10533	10835	10533_10835.fits	SpeX prism	20060312		53806.5			Burgasser	120					OK	256	M1.0		N	BURGASSER-NP	
10534	10899	10534_10899.fits	SpeX prism	20060312		53806.5			Burgasser	120					OK	233	M6.0		N	BURGASSER-NP	
10535	10908	10535_10908.fits	SpeX prism	20060312		53806.5			Burgasser	120					OK	88	M4.0		N	BURGASSER-NP	
10536	10918	10536_10918.fits	SpeX prism	20060312		53806.5			Burgasser	120					OK	108	M4.0		N	BURGASSER-NP	
10537	11097	10537_11097.fits	SpeX prism	20060312		53806.5				120					OK	214	M8.0	INT-G	Y	2014ApJ...794..143B	
10538	11099	10538_11099.fits	SpeX prism	20060312		53806.5				120					OK	177	M8.0	INT-G	Y	2014ApJ...794..143B	
10539	11140	10539_11140.fits	SpeX prism	20060312		53806.5			Burgasser	120					OK	195	M6.0		N	BURGASSER-NP	
10540	11148	10540_11148.fits	SpeX prism	20060312		53806.5				120					OK	27	T5.0		Y	2010ApJ...710.1142B	
10541	11722	10541_11722.fits	SpeX prism	20060312		53806.5			Burgasser	120					OK	6266			Y	BURGASSER-NP	
10542	11723	10542_11723.fits	SpeX prism	20060312		53806.5			Burgasser	120					OK	7959			Y	BURGASSER-NP	
10543	10525	10543_10525.fits	SpeX prism	20060408	05 41 07.069718	53833.737			Burgasser	120	1.057	v3.2			OK	89	L1.0	INT-G	Y	2010ApJS..190..100K	
10544	10606	10544_10606.fits	SpeX prism	20060408		53833.5			Burgasser	120					OK	35	L5.0	FLD-G	Y	BURGASSER-NP	
10545	10633	10545_10633.fits	SpeX prism	20060408		53833.5				120					POOR	35	T0.0		Y	2010ApJ...710.1142B	
10546	10702	10546_10702.fits	SpeX prism	20060408		53833.5			Burgasser	120					OK	108	M4.0		N	BURGASSER-NP	
10547	10705	10547_10705.fits	SpeX prism	20060408		53833.5			Burgasser	120					OK	74	M3.0		N	BURGASSER-NP	
10548	10753	10548_10753.fits	SpeX prism	20060408		53833.5				120					OK	31	T6.0		Y	2008ApJ...681..579B	
10549	10784	10549_10784.fits	SpeX prism	20060408		53833.5				120					OK	78	T2.0		Y	2007AJ....134.1162L	
10550	10803	10550_10803.fits	SpeX prism	20060408		53833.5			Burgasser	120					OK	42	M4.0		N	BURGASSER-NP	
10551	10843	10551_10843.fits	SpeX prism	20060408		53833.5			Burgasser	120					POOR	11	M3.0:		N	BURGASSER-NP	
10552	10855	10552_10855.fits	SpeX prism	20060408		53833.5				120					OK	62	T0.0		Y	2010ApJS..190..100K	
10553	10873	10553_10873.fits	SpeX prism	20060408		53833.5			Burgasser	120					OK	58	M4.0		N	BURGASSER-NP	
10554	10922	10554_10922.fits	SpeX prism	20060408		53833.5				120					OK	19	T7.0		Y	2007ApJ...655..522L	
10555	10956	10555_10956.fits	SpeX prism	20060408		53833.5			Burgasser	120					OK	65	M5.0		N	BURGASSER-NP	
10556	11012	10556_11012.fits	SpeX prism	20060408		53833.5			Burgasser	120					OK	53	M5.0		N	BURGASSER-NP	
10557	11126	10557_11126.fits	SpeX prism	20060408		53833.5				200					OK	133	L2.0	FLD-G	Y	2007ApJ...658..557B	
10558	11127	10558_11127.fits	SpeX prism	20060408		53833.5				200					OK	77	L1.0	FLD-G	Y	2007ApJ...658..557B	
10559	11169	10559_11169.fits	SpeX prism	20060408		53833.5				120					OK	24	T5.0		Y	2008ApJ...681..579B	
10560	11180	10560_11180.fits	SpeX prism	20060408		53833.5			Burgasser	120					OK	1161			Y	BURGASSER-NP	
10561	11184	10561_11184.fits	SpeX prism	20060408		53833.5				120					OK	24	T7.0		Y	2010ApJ...710.1142B	
10562	10572	10562_10572.fits	SpeX prism	20060409		53834.5				120					OK	281	L1.0	FLD-G	Y	2007ApJ...658..557B	
10563	10635	10563_10635.fits	SpeX prism	20060409		53834.5				120					OK	76	L5.0	FLD-G	Y	2007ApJ...659..655B	
10564	10639	10564_10639.fits	SpeX prism	20060409	07 05 21.9074	53834.795			Burgasser	120	1.269	v3.3			OK	31	M7.0	VL-G	Y	2010ApJS..190..100K	
10565	10773	10565_10773.fits	SpeX prism	20060409		53834.5			Burgasser	120					OK	95	M6.0		N	BURGASSER-NP	
10566	10833	10566_10833.fits	SpeX prism	20060409		53834.5				120					OK	246	M8.0	FLD-G	Y	2014ApJ...794..143B	
10567	10861	10567_10861.fits	SpeX prism	20060409		53834.5			Burgasser	120					OK	35	M3.0		N	BURGASSER-NP	
10568	10889	10568_10889.fits	SpeX prism	20060409		53834.5			Burgasser	120					OK	31	M4.0		N	BURGASSER-NP	
10569	10926	10569_10926.fits	SpeX prism	20060409		53834.5				120					OK	68	M9.0	FLD-G	Y	2010ApJS..190..100K	
10570	10955	10570_10955.fits	SpeX prism	20060409		53834.5				120					BG	447			Y	2010ApJS..190..100K	
10571	10982	10571_10982.fits	SpeX prism	20060409		53834.5			Burgasser	120					OK	48	M3.0		N	BURGASSER-NP	
10572	11125	10572_11125.fits	SpeX prism	20060409		53834.5			Burgasser	120					OK	87	M5.0		N	BURGASSER-NP	
10573	11139	10573_11139.fits	SpeX prism	20060409		53834.5			Burgasser	120					OK	48	M4.0		N	BURGASSER-NP	
10574	11154	10574_11154.fits	SpeX prism	20060409		53834.5			Burgasser	120					OK	44	M3.0		N	BURGASSER-NP	
10575	11165	10575_11165.fits	SpeX prism	20060409		53834.5				120					OK	140	M8.0	INT-G	Y	2014ApJ...794..143B	
10576	11198	10576_11198.fits	SpeX prism	20060409		53834.5			Burgasser	120					OK	32	M4.0		N	BURGASSER-NP	
10577	11200	10577_11200.fits	SpeX prism	20060409		53834.5			Burgasser	120					OK	263			N	BURGASSER-NP	
10578	11224	10578_11224.fits	SpeX prism	20060409		53834.5				120					OK	40	M6.0		Y	2014ApJ...794..143B	
10579	11258	10579_11258.fits	SpeX prism	20060409		53834.5			Burgasser	120					OK	29	M3.0		N	BURGASSER-NP	
10580	10644	10580_10644.fits	SpeX prism	20060410		53835.5				120					OK	118	L1.0	INT-G	Y	2007ApJ...658..557B	
10581	10663	10581_10663.fits	SpeX prism	20060410	06 36 52.2637	53835.776			Burgasser	120	1.487	v3.3			OK	81	M8.0	INT-G	Y	2010ApJS..190..100K	
10582	10710	10582_10710.fits	SpeX prism	20060410		53835.5			Burgasser	120					POOR	54	L1.0	FLD-G	N	BURGASSER-NP	
10583	10755	10583_10755.fits	SpeX prism	20060410		53835.5				120					OK	115	L1.0	FLD-G	Y	2008ApJ...681..579B	
10584	10764	10584_10764.fits	SpeX prism	20060410		53835.5			Burgasser	120					POOR	36	L2.0	FLD-G	N	BURGASSER-NP	
10585	10882	10585_10882.fits	SpeX prism	20060410		53835.5				120					POOR	24	M8.0	VL-G	Y	2010ApJS..190..100K	
10586	10911	10586_10911.fits	SpeX prism	20060410		53835.5			Burgasser	120					OK	334	M7.0:	VL-G	Y	BURGASSER-NP	
10587	10919	10587_10919.fits	SpeX prism	20060410		53835.5				120					OK	49	M7.0	VL-G	Y	2010ApJS..190..100K	
10588	10931	10588_10931.fits	SpeX prism	20060410		53835.5				120					OK	361	M5.0		Y	2010ApJS..190..100K	
10589	10951	10589_10951.fits	SpeX prism	20060410		53835.5				120					OK	95	L1.0	INT-G	Y	2014ApJ...794..143B	
10590	10953	10590_10953.fits	SpeX prism	20060410		53835.5			Burgasser	120					OK	356			Y	BURGASSER-NP	
10591	11031	10591_11031.fits	SpeX prism	20060410	11 57 0.162997	53835.998			Burgasser	120	1.013	v3.3			OK	154	M4.0		Y	2010ApJS..190..100K	
10592	11111	10592_11111.fits	SpeX prism	20060410		53835.5				120					OK	99	L3.0	FLD-G	Y	2007ApJ...659..655B	
10593	11120	10593_11120.fits	SpeX prism	20060410	12 18 31.3943	53836.013			Burgasser	120	1.009	v3.3			OK	59	M8.0	FLD-G	Y	2010ApJS..190..100K	
10594	11128	10594_11128.fits	SpeX prism	20060410	12 33 6.19192	53836.023			Burgasser	120	1.266	v3.3			OK	46	M8.0	INT-G	Y	2010ApJS..190..100K	
10595	11384	10595_11384.fits	SpeX prism	20060410		53835.5			Kirkpatrick	120					OK	127			N	KIRKPATRICK-NP	
10596	10642	10596_10642.fits	SpeX prism	20060411		53836.5				120					OK	43	L9.0		Y	2010ApJ...710.1142B	
10597	10666	10597_10666.fits	SpeX prism	20060411	07 28 27.7169	53836.811			Burgasser	120	1.951	v3.3			POOR	15	M8.0	VL-G	Y	2010ApJS..190..100K	
10598	10892	10598_10892.fits	SpeX prism	20060411		53836.5				120					OK	177	L1.0	FLD-G	Y	2008ApJ...681..579B	
10599	10907	10599_10907.fits	SpeX prism	20060411		53836.5			Burgasser	120					OK	51	M4.0		N	BURGASSER-NP	
10600	10957	10600_10957.fits	SpeX prism	20060411		53836.5				120					OK	161	L2.0	FLD-G	Y	2007ApJ...658..557B	
10601	10968	10601_10968.fits	SpeX prism	20060411		53836.5			Burgasser	120					OK	50	M4.0		N	BURGASSER-NP	
10602	10981	10602_10981.fits	SpeX prism	20060411		53836.5				120					OK	39	T3.0		Y	2007AJ....134.1162L	
10603	11018	10603_11018.fits	SpeX prism	20060411		53836.5			Burgasser	120					OK	22	M3.0		N	BURGASSER-NP	
10604	11041	10604_11041.fits	SpeX prism	20060411	12 50 26.5286	53837.035			Burgasser	120	1.972	v3.3			OK	61	L2.0	FLD-G	Y	2010ApJS..190..100K	
10605	11228	10605_11228.fits	SpeX prism	20060411		53836.5			Burgasser	120					OK	138	M8.0:	FLD-G	N	BURGASSER-NP	
10606	11260	10606_11260.fits	SpeX prism	20060411		53836.5			Burgasser	120					OK	114	M8.0:	VL-G	N	BURGASSER-NP	
10607	11275	10607_11275.fits	SpeX prism	20060411		53836.5				120					OK	212	L1.0	FLD-G	Y	2008ApJ...681..579B	
10608	11276	10608_11276.fits	SpeX prism	20060411		53836.5			Burgasser	120					OK	44	M7.0	VL-G	N	BURGASSER-NP	
10609	11291	10609_11291.fits	SpeX prism	20060411		53836.5			Burgasser	120					BG	211			N	BURGASSER-NP	
10610	11346	10610_11346.fits	SpeX prism	20060411		53836.5				120					OK	154	L1.0	FLD-G	Y	2014ApJ...794..143B	
10611	11389	10611_11389.fits	SpeX prism	20060411		53836.5			Kirkpatrick	120					OK	760			N	KIRKPATRICK-NP	
10612	11402	10612_11402.fits	SpeX prism	20060411		53836.5			Kirkpatrick	120					OK	359			N	KIRKPATRICK-NP	
10613	10740	10613_10740.fits	SpeX prism	20060531	07 30 27.3258	53886.813				120	1.394	v3.3			OK	44	L9.0		Y	2010ApJS..190..100K	
10614	10881	10614_10881.fits	SpeX prism	20060531		53886.5				120					POOR	8	T4.0		Y	2007AJ....134.1162L	
10615	11080	10615_11080.fits	SpeX prism	20060531	10 28 30.8183	53886.936				120	1.408	v3.3			OK	66	L1.0	FLD-G	Y	2010ApJS..190..100K	
10616	11294	10616_11294.fits	SpeX prism	20060531	12 35 32.4090	53887.025				120	1.105	v3.3			OK	47	M8.0	INT-G	Y	2010ApJS..190..100K	
10617	11388	10617_11388.fits	SpeX prism	20060531	14 29 15.3191	53887.104				120	1.37	v3.3			OK	57	L5.0	FLD-G	Y	2010ApJS..190..100K	
10618	11421	10618_11421.fits	SpeX prism	20060531	13 24 8.31177	53887.058				120	1.842	v3.3			POOR	19	L1.0	INT-G	Y	2010ApJS..190..100K	
10619	11547	10619_11547.fits	SpeX prism	20060531	15 05 8.51547	53887.129				120	1.05	v3.3			OK	28	M8.0	INT-G	Y	2010ApJS..190..100K	
10620	10649	10620_10649.fits	SpeX prism	20060601	05 55 40.6122	53887.747				120	1.297	v3.3			POOR	35	M7.0	INT-G	Y	2010ApJS..190..100K	
10621	10724	10621_10724.fits	SpeX prism	20060601	06 38 29.6010	53887.777				120	1.221	v3.3			OK	50	L2.0	FLD-G	Y	2010ApJS..190..100K	
10622	10902	10622_10902.fits	SpeX prism	20060601	08 56 21.8591	53887.872				120	1.663	v3.3			OK	269	M8.0	FLD-G	Y	2014ApJ...794..143B	
10623	10925	10623_10925.fits	SpeX prism	20060601	08 20 21.4575	53887.847				120	1.598	v3.3			POOR	20	M8.0	FLD-G	Y	2010ApJS..190..100K	
10624	11014	10624_11014.fits	SpeX prism	20060601	10 58 16.4105	53887.957				120	1.472	v3.3			POOR	53	M8.0	VL-G	Y	2010ApJS..190..100K	
10625	11026	10625_11026.fits	SpeX prism	20060601		53887.5				120					OK	33	T2.0		Y	2007AJ....134.1162L	
10626	11193	10626_11193.fits	SpeX prism	20060601	11 37 40.4604	53887.984				120	1.857	v3.3			POOR	21	L1.0	VL-G	Y	2010ApJS..190..100K	
10627	11341	10627_11341.fits	SpeX prism	20060601	12 50 42.8190	53888.035				120	1.092	v3.3			OK	51	L1.0	FLD-G	Y	2010ApJS..190..100K	
10628	11370	10628_11370.fits	SpeX prism	20060601		53887.5				120					OK	38	T6.0		Y	2008ApJ...681..579B	
10629	11440	10629_11440.fits	SpeX prism	20060601	13 30 41.3795	53888.063				120	1.514	v3.3			POOR	30	L2.0	FLD-G	Y	2010ApJS..190..100K	
10630	11456	10630_11456.fits	SpeX prism	20060601	14 13 4.46183	53888.092				120	1.017	v3.3			OK	28	M6.0		Y	2010ApJS..190..100K	
10631	11553	10631_11553.fits	SpeX prism	20060616	12 19 2.8690862	53903.013				0	1.166	v4.0b			OK	55	T3.0		Y	2007ApJ...654..570L	
10632	10141	10632_10141.fits	SpeX prism	20060817	14 59 17.1033	53965.125				120	1.052	v3.3			OK	62	M6.0		Y	2010ApJS..190..100K	
10633	11566	10633_11566.fits	SpeX prism	20060817		53964.5				120					OK	28	T4.0		Y	2007AJ....134.1162L	
10634	11712	10634_11712.fits	SpeX prism	20060817	14 04 37.4725	53965.087				120	1.12	v3.3			OK	63	M9.0	FLD-G	Y	2010ApJS..190..100K	
10635	10227	10635_10227.fits	SpeX prism	20060818	14 03 49.9677	53966.086			Looper	120	1.055	v3.3			POOR	20	M9.0	FLD-G	Y	2010ApJS..190..100K	
10636	10395	10636_10395.fits	SpeX prism	20060818	14 51 26.7116	53966.119			Looper	120	1.411	v3.3			BG	28			Y	2010ApJS..190..100K	
10637	10170	10637_10170.fits	SpeX prism	20060820		53967.5				120					OK	124	L6.0	FLD-G	Y	2006ApJ...639.1114R	
10638	10220	10638_10220.fits	SpeX prism	20060820		53967.5				120					OK	70	L2.0	FLD-G	Y	2008ApJ...681..579B	
10639	10049	10639_10049.fits	SpeX prism	20060821		53968.5			Cruz	120					OK	36	L0.0	VL-G	N	CRUZ-NP	
10640	10119	10640_10119.fits	SpeX prism	20060821		53968.5				120					OK	75	L2.0	INT-G	Y	2008ApJ...681..579B	
10641	10219	10641_10219.fits	SpeX prism	20060821		53968.5			Cruz	120					OK	69	L2.0	VL-G	N	CRUZ-NP	
10642	11179	10642_11179.fits	SpeX prism	20060821		53968.5			Cruz	120					POOR	43	L6.0	VL-G	N	CRUZ-NP	
10643	11333	10643_11333.fits	SpeX prism	20060821		53968.5				120					OK	78	L7.0	FLD-G	Y	2011AJ....141...70B	
10644	11406	10644_11406.fits	SpeX prism	20060821		53968.5			Cruz	120					OK	61	L4.0	FLD-G	N	CRUZ-NP	
10645	11559	10645_11559.fits	SpeX prism	20060821		53968.5				120					OK	73	L3.0	FLD-G	Y	2008ApJ...681..579B	
10646	11578	10646_11578.fits	SpeX prism	20060821		53968.5				120					POOR	53	L6.0	INT-G	Y	2016ApJS..225...10F	
10647	11628	10647_11628.fits	SpeX prism	20060821		53968.5				120					OK	49	L7.0	INT-G	Y	2008ApJ...681..579B	
10648	10040	10648_10040.fits	SpeX prism	20060828	11 38 9.79680	53975.985			Kirkpatrick	120	2.212	v3.3			OK	114	L1.0	FLD-G	Y	2014ApJ...794..143B	
10649	10057	10649_10057.fits	SpeX prism	20060828	12 40 3.16721	53976.028			Kirkpatrick	120	1.918	v3.3			OK	83	L1.0	FLD-G	Y	2014ApJ...794..143B	
10650	10075	10650_10075.fits	SpeX prism	20060828	12 07 43.0745	53976.005			Kirkpatrick	120	1.017	v3.3			POOR	43	M9.0	FLD-G	Y	2010ApJS..190..100K	
10651	10150	10651_10150.fits	SpeX prism	20060828	13 48 46.5232	53976.076			Kirkpatrick	120	1.131	v3.3			OK	67	L2.0	FLD-G	Y	2010ApJS..190..100K	
10652	10243	10652_10243.fits	SpeX prism	20060828	14 23 10.0421	53976.099			Kirkpatrick	120	1.008	v3.3			OK	64	L5.0	FLD-G	Y	2010ApJS..190..100K	
10653	10379	10653_10379.fits	SpeX prism	20060828	15 06 21.1072	53976.129			Kirkpatrick	120	1.068	v3.3			BG	32			Y	2010ApJS..190..100K	
10654	11042	10654_11042.fits	SpeX prism	20060828	05 39 31.0659	53975.736			Kirkpatrick	120	1.705	v3.3			POOR	39	M9.0	FLD-G	Y	2010ApJS..190..100K	
10655	11197	10655_11197.fits	SpeX prism	20060828	06 51 53.5514	53975.786			Kirkpatrick	120	2.139	v3.3			OK	44	M7.0	INT-G	Y	2010ApJS..190..100K	
10656	11226	10656_11226.fits	SpeX prism	20060828	07 26 39.5128	53975.81			Kirkpatrick	120	2.303	v3.3			OK	92	L2.0	VL-G	Y	2014ApJ...794..143B	
10657	11292	10657_11292.fits	SpeX prism	20060828	07 45 29.3057	53975.823			Kirkpatrick	120	1.934	v3.3			OK	422	L7.0:	VL-G	N	LOOPER-NP	variable?
10658	11298	10658_11298.fits	SpeX prism	20060828	08 13 19.2971	53975.843			Kirkpatrick	120	1.87	v3.3			OK	94	L4.0:	FLD-G	N	LOOPER-NP	
10659	11300	10659_11300.fits	SpeX prism	20060828	08 27 14.4766	53975.852			Kirkpatrick	120	1.809	v3.3			OK	200	L1.0	FLD-G	Y	2014ApJ...794..143B	
10660	11302	10660_11302.fits	SpeX prism	20060828	08 56 31.5236	53975.873			Kirkpatrick	120	2.091	v3.3			OK	71	L1.0	FLD-G	Y	2014ApJ...794..143B	
10661	11448	10661_11448.fits	SpeX prism	20060828	09 26 1.44625	53975.893			Kirkpatrick	120	1.441	v3.3			POOR	19	L2.0	INT-G	Y	2010ApJS..190..100K	
10662	11593	10662_11593.fits	SpeX prism	20060828	10 09 7.31448	53975.923			Kirkpatrick	120	2.332	v3.3			OK	101	M8.0	INT-G	Y	2010ApJS..190..100K	
10663	11660	10663_11660.fits	SpeX prism	20060828	11 16 16.5431	53975.97			Kirkpatrick	120	1.601	v3.3			OK	181	L1.0	INT-G	Y	2014ApJ...794..143B	
10664	11689	10664_11689.fits	SpeX prism	20060828	13 03 33.8207	53976.044			Kirkpatrick	120	1.161	v3.3			POOR	35	M8.0	INT-G	Y	2010ApJS..190..100K	
10665	10122	10665_10122.fits	SpeX prism	20060901	13 42 27.4780	53980.071			Looper	120	2.473	v3.3			OK	58			Y	2010ApJS..190..100K	
10666	10207	10666_10207.fits	SpeX prism	20060901	14 04 44.1117	53980.087			Looper	120	1.565	v3.3			OK	49	L1.0	FLD-G	Y	2010ApJS..190..100K	
10667	10429	10667_10429.fits	SpeX prism	20060901	15 01 16.9363	53980.126			Looper	120	1.515	v3.3			POOR	23	M4.0:		N	LOOPER-NP	
10668	10463	10668_10463.fits	SpeX prism	20060901	15 39 35.3166	53980.152			Looper	120	1.315	v3.3			BG	142			N	LOOPER-NP	
10669	10473	10669_10473.fits	SpeX prism	20060901	15 25 20.8127	53980.143			Looper	120	1.699	v3.3			OK	67	L2.0	FLD-G	Y	2014ApJ...794..143B	
10670	11446	10670_11446.fits	SpeX prism	20060901	10 21 28.9084	53979.932			Looper	120	1.685	v3.3			OK	90	M9.0:	FLD-G	N	LOOPER-NP	
10671	11454	10671_11454.fits	SpeX prism	20060901	09 17 41.2502	53979.887			Looper	120	2.149	v3.3			POOR	13	M4.0:		N	LOOPER-NP	
10672	11527	10672_11527.fits	SpeX prism	20060901	12 46 28.0133	53980.032			Looper	120	2.032	v3.3			OK	127	M8.0	FLD-G	Y	2014ApJ...794..143B	
10673	11549	10673_11549.fits	SpeX prism	20060901	11 31 51.6824	53979.98			Looper	120	1.163	v3.3			BG	50			Y	2010ApJS..190..100K	
10674	11570	10674_11570.fits	SpeX prism	20060901	12 06 10.5299	53980.004			Looper	120	1.227	v3.3			POOR	39	L4.0	FLD-G	Y	2010ApJS..190..100K	
10675	11572	10675_11572.fits	SpeX prism	20060901	13 10 21.7509	53980.049			Looper	120	2.244	v3.3			OK	76	L4.0	INT-G	Y	2014ApJ...794..143B	
10676	11600	10676_11600.fits	SpeX prism	20060901	12 22 17.6787	53980.015			Looper	120	1.182	v3.3			OK	34			Y	2010ApJS..190..100K	
10677	11650	10677_11650.fits	SpeX prism	20060901	10 52 40.3907	53979.953			Looper	120	2.723	v3.3			OK	82	L5.0	INT-G	Y	2010ApJS..190..100K	
10678	10105	10678_10105.fits	SpeX prism	20060902	11 20 31.2430	53980.973			Looper	120	1.053	v3.3			OK	77	L7.0	INT-G	Y	2014ApJ...794..143B	
10679	10279	10679_10279.fits	SpeX prism	20060902	13 14 20.6340	53981.052			Looper	120	1.118	v3.3			BG	49			Y	2010ApJS..190..100K	
10680	10302	10680_10302.fits	SpeX prism	20060902	12 40 40.1324	53981.028			Looper	120	1.35	v3.3			OK	44	M8.0	FLD-G	Y	2010ApJS..190..100K	
10681	10308	10681_10308.fits	SpeX prism	20060902	13 49 21.5758	53981.076			Looper	120	1.088	v3.3			OK	62			Y	2010ApJS..190..100K	
10682	10325	10682_10325.fits	SpeX prism	20060902	14 11 30.9077	53981.091			Looper	120	1.097	v3.3			BG	35			Y	2010ApJS..190..100K	
10683	10414	10683_10414.fits	SpeX prism	20060902		53980.5				120					POOR	9	T5.0		Y	2007AJ....134.1162L	
10684	10469	10684_10469.fits	SpeX prism	20060902	14 54 42.4856	53981.121			Looper	120	2.184	v3.3			OK	152	L1.0	VL-G	Y	2014ApJ...794..143B	
10685	10482	10685_10482.fits	SpeX prism	20060902	14 33 4.43028	53981.106			Looper	120	1.954	v3.3			BG	169			N	LOOPER-NP	
10686	10489	10686_10489.fits	SpeX prism	20060902	15 09 1.42095	53981.131			Looper	120	2.468	v3.3			OK	245	L1.0	INT-G	Y	2014ApJ...794..143B	
10687	11214	10687_11214.fits	SpeX prism	20060902		53980.5				120					OK	12	T6.0		Y	2007AJ....134.1162L	
10688	11247	10688_11247.fits	SpeX prism	20060902	06 57 36.9988	53980.79			Looper	120	1.339	v3.3			POOR	8	M6.0:		N	LOOPER-NP	
10689	11266	10689_11266.fits	SpeX prism	20060902	07 22 7.31140	53980.807			Looper	120	1.43	v3.3			POOR	19	L2.0	FLD-G	Y	2010ApJS..190..100K	
10690	11267	10690_11267.fits	SpeX prism	20060902	07 45 32.9974	53980.823			Looper	120	1.516	v3.3			OK	34	M8.0	INT-G	Y	2010ApJS..190..100K	
10691	11271	10691_11271.fits	SpeX prism	20060902	05 04 53.5781	53980.712			Looper	120	1.367	v3.3			OK	37	M8.0:	VL-G	N	LOOPER-NP	
10692	11444	10692_11444.fits	SpeX prism	20060902		53980.5				120					OK	238	M7.0	INT-G	Y	2014ApJ...794..143B	
10693	11453	10693_11453.fits	SpeX prism	20060902		53980.5			Burgasser	120					OK	212	M5.0:		N	BURGASSER-NP	
10694	11472	10694_11472.fits	SpeX prism	20060902	10 02 5.30863	53980.918			Looper	120	1.655	v3.3			POOR	14	M5.0		Y	2010ApJS..190..100K	
10695	11516	10695_11516.fits	SpeX prism	20060902	10 35 53.7526	53980.942			Looper	120	1.524	v3.3			BG	24			Y	2010ApJS..190..100K	
10696	11527	10696_11527.fits	SpeX prism	20060902	08 59 10.5702	53980.874			Looper	120	1.139	v3.3			OK	131	L1.0	FLD-G	Y	2014ApJ...794..143B	
10697	11586	10697_11586.fits	SpeX prism	20060902	12 02 38.6998	53981.002			Looper	120	1.655	v3.3			OK	46	L2.0	VL-G	Y	2014ApJ...794..143B	
10698	10013	10698_10013.fits	SpeX prism	20060903		53981.5				120					OK	229	M8.0	INT-G	Y	2014ApJ...794..143B	
10699	10020	10699_10020.fits	SpeX prism	20060903		53981.5			Burgasser	120					OK	32	M1.0		N	BURGASSER-NP	
10700	10028	10700_10028.fits	SpeX prism	20060903		53981.5				120					OK	91	L3.0	FLD-G	Y	2008ApJ...689.1295K	
10701	10048	10701_10048.fits	SpeX prism	20060903		53981.5				120					OK	209	M8.0	INT-G	Y	2014ApJ...794..143B	
10702	10062	10702_10062.fits	SpeX prism	20060903		53981.5			Kirkpatrick	120					OK	91	L6.0	FLD-G	N	KIRKPATRICK-NP	
10703	10070	10703_10070.fits	SpeX prism	20060903		53981.5				120					OK	9	T8.0		Y	2007ApJ...658..617B	
