SOURCE_KEY	NAME	DESIGNATION	RA	DEC	DISCOVERY_REFERENCE	OPT_TYPE	OPT_TYPE_REF	NIR_TYPE	NIR_TYPE_REF	LIT_TYPE	LIT_TYPE_REF	OBJECT_TYPE	J_2MASS	J_2MASS_E	H_2MASS	H_2MASS_E	KS_2MASS	KS_2MASS_E	JK_EXCESS	COLOR_EXTREMITY	LUMINOSITY_CLASS	METALLICITY_CLASS	GRAVITY_CLASS_OPTICAL	GRAVITY_CLASS_OPTICAL_REF	GRAVITY_CLASS_NIR	GRAVITY_CLASS_NIR_REF	CLUSTER	CLUSTER_REF	LIBRARY	BINARY	BINARY_REF	SBINARY	SBINARY_REF	COMPANION_NAME	COMPANION_REF	SIMBAD_OTYPE	SIMBAD_NAME	SIMBAD_SPT	SIMBAD_SPT_REF	SIMBAD_SEP	PARALLAX	PARALLAX_E	PARALLEX_REF	DISTANCE_PHOT	DISTANCE_PHOT_E	DISTANCE	DISTANCE_E	MU	MU_E	MU_RA	MU_DEC	MU_REF	VTAN	VTAN_E	RV	RV_E	RV_REF	VSINI	VSINI_E	VSINI_REF	NOTE
12530	IRAS 04370+2559	J044008002+26052538	70.03333333	26.09038333						M	2006ApJ...645..676L	STAR	12.406	0.023	10.248	0.029	8.869	0.018									Taurus	2017AJ....153...46L	young							YSO	IRAS 04370+2559	M	2006ApJ...645..676L	0.341065871																					
12531	Haro 6-33	J044138823+25562675	70.41175	25.94076389						C		STAR	11.849	0.023	10.123	0.022	9.2	0.018									Taurus	2017AJ....153...46L	young							TTau*	Haro 6-33	C		2.950182898																					
12533	2MASS J04455134+1555367	J044551343+15553673	71.46391667	15.92686944				M6.0	SPL	M6.0	SPL	VLM	10.311	0.022	9.503	0.023	9.095	0.017									Taurus	2009ApJ...703..399L	young							TTau*	2MASS J04455134+1555367			2.509949026																					
12534	IRAS 04489+3042	J045206680+30471755	73.02783333	30.78820833						M2		STAR	14.43	0.03	12.021	0.021	10.383	0.018									Taurus	2006ApJ...645..676L	young							YSO	IRAS 04489+3042	M2		9.090603944																					
12535	IRAS F04192+2647	J04221675+2654570	65.56979167	26.91583333						M1.2		STAR	11.577	0.019	10.037	0.022	9.011	0.021									Taurus	2017AJ....153...46L	young							TTau*	IRAS F04192+2647	M1.2																							
12536	ITG 1	J043756704+25462293	69.48625	25.77303611								STAR	14.13	0.03	13.26	0.03	12.7	0.03									Taurus	2006ApJ...647.1180L	young							YSO	2MASS J04375670+2546229																								
12539	ITG 40	J044124644+25435303	70.35266667	25.73139722						M3.5	2006ApJ...647.1180L	STAR	16.71	0.14	13.54	0.04	11.752	0.021									Taurus	2006ApJ...647.1180L	young							YSO	2MASS J04412464+2543530	M3.5	2006ApJ...647.1180L	10.3619881																					
12540	JH 223	J04404950+2551191	70.20625	25.85528056						M2		STAR	10.75	0.023	9.919	0.028	9.492	0.022									Taurus	2017AJ....153...46L	young							pMS*	2MASS J04404950+2551191	M2																							
12542	[BLH2002] KPNO-Tau 10	J041749554+28133185	64.45645833	28.22551389				M7.0	SPL	M5Ve	2003ApJ...590..348L	VLM	11.889	0.021	11.14	0.022	10.792	0.019									Taurus	2007AJ....134..411M	young							YSO	[BLH2002] KPNO-Tau 10	M5Ve	2003ApJ...590..348L	5.567615108																					
12543	[BLH2002] KPNO-Tau 11	J041830306+27432083	64.62625	27.72245278				M6.0	SPL	M5.5Ve	2003ApJ...590..348L	VLM	11.886	0.021	11.271	0.027	11.007	0.021									Taurus	2007AJ....134..411M	young							YSO	[BLH2002] KPNO-Tau 11	M5.5Ve	2003ApJ...590..348L	1.328710076																					
12551	Cl* Melotte   25    DKJ    5044b	J042230748+15263108	65.62808333	15.44196667				M9.0	SPL	M8		VLM	14.36	0.03	13.549	0.028	13.08	0.04	0.23						VL-G	SPL	Taurus	2017AJ....153...46L	young							*inCl	Cl* Melotte   25    DKJ    5044b	M8		7.201848282				47.7950268	7.789404764	47.7950268	7.789404764														
12552	2MASS J04325119+1730092	J043251197+17300921	68.21329167	17.50255833				M8.0	SPL	M8.5		VLM	14.69	0.03	13.99	0.04	13.56	0.04	0.05						VL-G	SPL	Taurus	2009ApJ...703..399L	young							YSO	2MASS J04325119+1730092	M8.5		6.364730911				52.05456613	9.80395417	52.05456613	9.80395417														
12553	EM* LkCa   15	J043917796+22210348	69.824125	22.35096667						K5:Ve	1986AJ.....91..575H	STAR	9.424	0.02	8.6	0.018	8.163	0.018									Taurus	2017AJ....153...46L	young							TTau*	EM* LkCa   15	K5:Ve	1986AJ.....91..575H	10.76197289								16.20493752	2.1	9.4	-13.2	2003yCat.1289....0Z									
12554	EM* LkCa   21	J042203138+28253899	65.51304167	28.42749722				M4.0	SPL	M3/4Ve	1986AJ.....91..575H	STAR	9.464	0.02	8.673	0.021	8.449	0.017									Taurus	2017AJ....153...46L	young							TTau*	EM* LkCa   21	M3/4Ve	1986AJ.....91..575H	9.522967574																					
12555	EM* LkCa    4	J041628109+28073581	64.11708333	28.12661389						K7:Ve	1986AJ.....91..575H	STAR	9.246	0.021	8.521	0.021	8.318	0.021									Taurus	2017AJ....153...46L	young							TTau*	EM* LkCa    4	K7:Ve	1986AJ.....91..575H	5.27950249								30.90064724	6.5	7.8	-29.9	2003yCat.1289....0Z									
12556	V* V1070 Tau	J04194127+2749484	64.92195833	27.83001111				M4.0	SPL	M0	2012A&A...538L...3R	STAR	9.126	0.023	8.381	0.023	8.256	0.02									Taurus	2017AJ....153...46L	young							TTau*	V* V1070 Tau	M0	2012A&A...538L...3R									30.13404885		-12.97	-27.2	2011AJ....141..166H									
12557	EM* LkHA 267	J04315779+1821380	67.99079167	18.36055556						M0.5/1e	1994ApJ...427..961H	STAR	9.28	0.03	9.11	0.03	8.654	0.025									Taurus	2009ApJ...703..399L	young							Em*	EM* LkHA 267	M0.5/1e	1994ApJ...427..961H									66.58122859		9.5	65.9	2009yCat.1315....0Z									
12558	2MASS J04184133+2827250	J041841332+28272501	64.67220833	28.45694722						K7	2011ApJS..195....3F	STAR	16.23	0.09	12.924	0.025	11.054	0.02									Taurus	2017AJ....153...46L	young							YSO	2MASS J04184133+2827250	K7	2011ApJS..195....3F	11.29592902																					
12560	MHO 5	J043216067+18124645	68.06691667	18.21290278				M8.0	SPL	M6.2		VLM	11.07	0.026	10.39	0.03	10.063	0.022	0.071						VL-G	SPL	Taurus	2007AJ....134..411M	young							TTau*	2MASS J04321606+1812464	M6.2		1.436078284																					
12561	MHO 6	J043222109+18274264	68.09208333	18.46184444				M6.0	SPL	M5		VLM	11.711	0.029	11.02	0.04	10.649	0.024									Taurus	2007AJ....134..411M	young							TTau*	2MASS J04322210+1827426	M5		4.689033175																					
12562	MHO 7	J043226276+18275215	68.10945833	18.46448611				M6.0	SPL	M5		VLM	11.117	0.026	10.37	0.04	10.173	0.022									Taurus	2007AJ....134..411M	young							TTau*	2MASS J04322627+1827521	M5		6.689099306																					
12563	MHO 8	J043301977+24210001	68.25820833	24.35000278				M8.0	SPL	M5.5		VLM	10.862	0.021	10.14	0.022	9.726	0.018									Taurus	2007AJ....134..411M	young							TTau*	2MASS J04330197+2421000	M5.5		2.213683099																					
12564	MHO 9	J043115780+18200721	67.81575	18.33533611				M5.0	SPL	M4.25	2012A&A...539A.151A	STAR	11.21	0.024	10.55	0.03	10.304	0.018									Taurus	2007AJ....134..411M	young							TTau*	2MASS J04311578+1820072	M4.25	2012A&A...539A.151A	5.264937147								27.63494165	6.2	13.7	-24	2003yCat.1289....0Z									
12565	V* RY Tau	J04215740+2826355	65.48916667	28.44306944						K1IV/Ve	1977ApJ...214..747H	STAR	7.155	0.019	6.13	0.06	5.395	0.023									Taurus	2017AJ....153...46L	young							TTau*	V* RY Tau	K1IV/Ve	1977ApJ...214..747H		5.2	2.43	2007A&A...474..653V			192.3076923	89.86686391	24.67329933		10.89	-22.14	2007A&A...474..653V			24.3	1.9	2006AstL...32..759G				
12566	UX Tau A	J04300399+1813493	67.516625	18.23028611						K2Ve	1977ApJ...214..747H	STAR	8.623	0.023	7.96	0.018	7.551	0.021									Taurus	2017AJ....153...46L	young							Em*	NAME UX Tau A	L2Ve	1977ApJ...214..747H									14.25798022		7.7	-12	2000A&A...355L..27H			22.9	2.8	2006AstL...32..759G				
12567	UX Tau B	J043003579+18134949	67.514875	18.23041389				M4.0	SPL	M1Ve	1977ApJ...214..747H	STAR	9.866	0.023	8.95	0.04	8.919	0.014									Taurus	2017AJ....153...46L	young							Em*	NAME UX Tau B	M1Ve	1977ApJ...214..747H	9.534690655																					
12568	V410 Anon 13	J041817106+28284192	64.57125	28.47831111						M5		VLM	12.954	0.022	11.659	0.022	10.958	0.017									Taurus	2007AJ....134..411M	young							TTau*	2MASS J04181710+2828419	M5		7.595906531																					
12569	V410 Anon 25	J041829098+28261911	64.62120833	28.43864167								STAR	14.9	0.04	11.631	0.023	9.936	0.018	3.244								Taurus	2017AJ....153...46L	young							YSO	2MASS J04182909+2826191			10.20383089																					
12570	V* V410 Tau	J04183110+2827162	64.62958333	28.45445				M0.0	SPL	K3Ve	1977ApJ...214..747H	STAR	8.449	0.018	7.789	0.021	7.629	0.026									Taurus	2017AJ....153...46L	young							TTau*	V* V410 Tau	K3Ve	1977ApJ...214..747H		10.18	2.4	2007A&A...474..653V			98.23182711	23.15878046	28.70838379		7.28	-27.77	2007A&A...474..653V			20	1.5	2006AstL...32..759G				
12571	V410 X-ray 1	J041749655+28293627	64.456875	28.49340833						M2		STAR	11.02	0.021	9.733	0.027	9.081	0.019									Taurus	2017AJ....153...46L	young							TTau*	IRAS F04147+2822	M2		15.99860239																					
12572	V410 X-ray 2	J041834447+28303023	64.6435	28.50839722						M0	2011ApJS..195....3F	STAR	13.773	0.026	10.708	0.022	9.215	0.017									Taurus	2017AJ....153...46L	young							YSO	2MASS J04183444+2830302	M0	2011ApJS..195....3F	14.03399895																					
12573	V410 X-ray 3	J041807965+28260370	64.53316667	28.43436111				M8.0	SPL	M6	2012A&A...539A.151A	VLM	11.544	0.021	10.817	0.022	10.446	0.019	0.178						VL-G	SPL	Taurus	2007AJ....134..411M	young							TTau*	[SS94] V410 X-ray 3	M6	2012A&A...539A.151A	7.507929673																					
12574	V410 X-ray 4	J041840232+28242452	64.667625	28.40681111								STAR	13.641	0.025	10.962	0.022	9.686	0.017	2.235								Taurus	2017AJ....153...46L	young							TTau*	2MASS J04184023+2824245			17.75057447																					
12575	V410 X-ray 5a	J041901975+28223321	64.75820833	28.37589167						M5		VLM	11.989	0.021	10.785	0.024	10.153	0.018									Taurus	2007AJ....134..411M	young							TTau*	2MASS J04190197+2822332	M5		2.287515248																					
12576	V410 X-ray 6	J041901106+28194205	64.75458333	28.32834722				L0.0	SPL	M6		VLM	10.527	0.022	9.597	0.024	9.129	0.021	0.478						VL-G	SPL	Taurus	2007AJ....134..411M	young							TTau*	2MASS J04190110+2819420	M6		7.422185207																					
12577	V* V807 Tau	J043306641+24095499	68.27766667	24.165275						K5	2003AJ....126.1971S	STAR	8.146	0.023	7.357	0.026	6.96	0.016									Taurus	2017AJ....153...46L	young							Orion_V*	V* V807 Tau	K5	2003AJ....126.1971S	6.500622974								21.78829961	1.2	10.3	-19.2	2003yCat.1289....0Z									
12578	V* V819 Tau	J041926260+28261430	64.85941667	28.43730556						K7	2012A&A...538L...3R	STAR	9.502	0.021	8.648	0.02	8.424	0.017									Taurus	2017AJ....153...46L	young							BYDra	WK81 1	K7	2012A&A...538L...3R	8.340019727								29.26465445	6	3.1	-29.1	2003yCat.1289....0Z									
12579	V* V827 Tau	J043214569+18201474	68.06066667	18.33742778						K7		STAR	9.165	0.027	8.49	0.04	8.23	0.021									Taurus	2017AJ....153...46L	young							TTau*	V* V827 Tau	K7		4.525144828								17.8058979	1.9	8.4	-15.7	2003yCat.1289....0Z									
12580	V* V836 Tau	J050306595+25231971	75.77745833	25.38880833						K7/M0Ve	1983ApJ...269..229M	STAR	9.913	0.023	9.077	0.029	8.595	0.019									Taurus	2017AJ....153...46L	young							BYDra	V* V836 Tau	K7/M0Ve	1983ApJ...269..229M	10.71192884								13.64441278	5.8	-1.1	-13.6	2003yCat.1289....0Z									
12581	V* V955 Tau	J044207774+25231180	70.532375	25.38661111						K7+M2.5	2003ApJ...583..334H	STAR	9.811	0.022	8.601	0.021	7.942	0.016									Taurus	2017AJ....153...46L	young	Y						Orion_V*	V* V955 Tau	K7+M2.5	2003ApJ...583..334H	5.022943241																					
12582	V* VY Tau	J043917412+22475340	69.82254167	22.79816667				M4.0	SPL	M0Ve	1990ApJ...360..639H	STAR	9.97	0.023	9.26	0.021	8.958	0.02									Taurus	2017AJ....153...46L	young							TTau*	V* VY Tau	M0Ve	1990ApJ...360..639H	6.408455384																					
12583	2MASS J04293606+2435556	J042936066+24355565	67.40025	24.59879167				L7.0	SPL	M3	2006ApJ...647.1180L	STAR	10.78	0.019	9.392	0.02	8.659	0.02									Taurus	2017AJ....153...46L	young							YSO	2MASS J04293606+2435556	M3	2006ApJ...647.1180L	3.654990961																					
12584	2MASS J04560118+3026348	J045601182+30263483	74.00491667	30.44300833						M		STAR	11.362	0.021	10.554	0.016	10.055	0.017									Taurus	2009ApJ...703..399L	young							YSO	2MASS J04560118+3026348			9.371410776																					
12585	V* XZ Tau	J043140072+18135718	67.91695833	18.23255				L7.0	SPL	M2e+M2e	2003ApJ...583..334H	STAR	9.385	0.027	8.15	0.04	7.291	0.024									Taurus	2017AJ....153...46L	young	Y						TTau*	V* XZ Tau	M2e+M2e	2003ApJ...583..334H	4.006970755								19.99124809	2	9.1	-17.8	2003yCat.1289....0Z			109	2	1953GCRV..C......0W				
12586	V* ZZ Tau	J043051378+24422227	67.71404167	24.70618611				M6.0	SPL	M2.5V+M3.5V	2014AJ....147..157S	STAR	9.495	0.021	8.695	0.029	8.441	0.021									Taurus	2017AJ....153...46L	young	Y						Orion_V*	V* ZZ Tau	M2.5V+M3.5V	2014AJ....147..157S	0.241542491								25.19622988	6.8	2.2	-25.1	2003yCat.1289....0Z									
12587	ITG 15	J04394488+2601527	69.937	26.03113056						M5	2006ApJ...647.1180L	VLM	10.64	0.022	9.515	0.021	8.95	0.018									Taurus	2006ApJ...647.1180L	young							IR	IRAS F04366+2555	M5	2006ApJ...647.1180L																						
12588	2MASS J09082621+1236498	J090826218+12364981	137.1092083	12.61383611				M6.0	SPL	M6.0	SPL	VLM	12.129	0.021	11.482	0.029	11.164	0.021	0.045																	EB*WUMa	2MASS J09082621+1236498			4.034362517				27.48701668	4.938440507	27.48701668	4.938440507	210.8743702		-122	-172	2005AJ....129.1483L	27.47449675								
12589	SDSS J091441.22+180944.6	J09144128+1809446	138.67175	18.1624				M6.0	SPL	M6.0	SPL	VLM	11.555	0.021	10.941	0.028	10.644	0.022	-0.009																	Candidate_brownD*	SDSS J091441.22+180944.6			9.172277346				21.08590649	4.169046015	21.08590649	4.169046015	153.2644773	15	-153	-9	2017AJ....153...92T	15.31835487								
12590	2MASS J09212533+6017473	J092125331+60174734	140.3555417	60.29648333				M8.0	SPL	M9V	2011AJ....141...97W	VLM	13.314	0.022	12.598	0.023	12.153	0.021	0.051						FLD-G	SPL										brownD*	2MASS J09212533+6017473	M9V	2011AJ....141...97W	15.26277859				26.13560984	5.50540057	26.13560984	5.50540057	134.6476884	5.8	119	-63	2008AJ....135..785W	16.6805314		-1		2011AJ....141...97W				
12591	LHS 269	J09291114+2558096	142.2964167	25.96918333				M6.0	SPL	M5.0	2008MNRAS.384..150L	VLM	10.906	0.023	10.31	0.023	9.958	0.018	0.178																	PM*	LHS   269	M5.0	2008MNRAS.384..150L	19.96372326	57.5	2.7	2014ApJ...784..156D			17.39130435	0.816635161	1083.690454		-1049	-272	2005AJ....129.1483L	89.33378699								
12592	WISE J094343.62-022956.2	J094343899-02295709	145.932875	-2.499191667				M7.0	SPL	M7.0	SPL	VLM	12.917	0.026	12.417	0.024	11.97	0.022	-0.053						INT-G	SPL										PM*	WISE J094343.62-022956.2			4.954890133				29.0798905	5.549844743	29.0798905	5.549844743	371.0525569	10	-364	72	2014ApJ...781....4L	51.14539502								
12593	NLTT 23911	J101726800+07192609	154.3616667	7.323913889				M8.0	SPL	M8.0	SPL	VLM	12.504	0.026	11.834	0.021	11.488	0.024	-0.034						FLD-G	SPL										PM*	NLTT 23911			6.834069906				19.70640838	3.552078011	19.70640838	3.552078011	195.064092		-159	-113	2005AJ....129.1483L	18.22061999								
12594	2MASS J10252645+0512391	J10252645+0512392	156.3602083	5.210838889				M6.0	SPL	M6.0	SPL	VLM	11.72		11.14		10.79		0.01																	PM*	2MASS J10252645+0512391			8.956454504	45.6	4.6	2014ApJ...784..156D	22.033194	3.917421281	21.92982456	2.212219144	250.2518731		-245	-51	2005AJ....129.1483L	26.01302365								
12595	2MASS J10514520+0717325	J10514520+0717325	162.9383333	7.292236111				M7.0	SPL	M7.0	SPL	VLM	13.238	0.024	12.644	0.027	12.221	0.021							FLD-G	SPL																																			
12596	LHS 2345	J11035419+2417484	165.9757917	24.29667778				M6.0	SPL	M6V	2014AJ....147...20N	VLM	11.43		10.83		10.5		0.01																	PM*	LHS  2345	M6V	2014AJ....147...20N	12.24556826				20.35676434	4.019205116	20.35676434	4.019205116	673.0267454		-542	-399	2005AJ....129.1483L	64.94106607		42	4	2014AJ....147...20N				
12597	2MASS J11151597+1937266	J111515978+19372661	168.8165417	19.62405833				L6.0	SPL	L2	2017AJ....153...92T	VLM	15.59	0.06	14.57	0.06	13.8	0.05	0.43						VL-G	SPL										brownD*	2MASS J11151597+1937266	L2	2017AJ....153...92T	9.970892887				46.19973086	8.615674179	46.19973086	8.615674179	62.24146528	13	-57	-25	2017AJ....153...92T	13.6300546		27	7	2017AJ....153...92T				
12598	2MASS JJ11220853+0343193	J11220853+0343193	170.5333333	3.724297222				L3.0	SPL	L3.0	SPL	VLM	15.65	0.072	14.707	0.056	13.947	0.062							FLD-G	SPL																																			
12599	LP 264-45	J11224274+3755484	170.6780833	37.93001111				M6.0	SPL	M6V	2014AJ....147...20N	VLM	11.284	0.022	10.643	0.02	10.323	0.021	0.041																	PM*	LP  264-45	M6V	2014AJ....147...20N	8.933824074	66.4	2.5	2014ApJ...784..156D	17.55127537	2.651660093	15.06024096	0.567027145	250.1619475		250	9	2005AJ....129.1483L	17.85794626		-6	5	2014AJ....147...20N				
12600	2MASS J11230124+0400411	J112301249+04004116	170.7551667	4.011433333				M8.0	SPL	M8.0	SPL	VLM	13.28	0.03	12.712	0.029	12.252	0.027	-0.022						FLD-G	SPL				Y	BURGASSER-NP					Candidate_brownD*	2MASS J11230124+0400411			10.79369562				29.31899785	5.032717763	29.31899785	5.032717763	30.08321791	8	11	-28	2017AJ....153...92T	4.180726458								
12601	2MASS J11303205+2345465	J113032054+23454657	172.6335417	23.76293611				M8.0	SPL	M9V	2011AJ....141...97W	VLM	13.752	0.026	13.03	0.03	12.612	0.025	0.03						FLD-G	SPL										brownD*	2MASS J11303205+2345465	M9V	2011AJ....141...97W	9.40577057				31.36905012	5.456907413	31.36905012	5.456907413								13		2011AJ....141...97W				
12602	2MASS J11543399+0135545	J115433996+01355457	178.641625	1.598491667				M8.0	SPL	M9:	2008AJ....136.1290R	VLM	13.158	0.028	12.516	0.028	11.992	0.023	0.056						FLD-G	SPL										brownD*	2MASS J11543399+0135545	M9:	2008AJ....136.1290R	1.519063911				24.20647319	4.313918635	24.20647319	4.313918635	128.4133949	22	121	-43	2009AJ....137....1F	14.73398381								
12603	LHS 2545	J12210359+0857217	185.2649583	8.955852778				M7.0	SPL	M:		VLM	12.242	0.023	11.638	0.025	11.218	0.025																		PM*	LHS  2545	M:		8.746969084								596.5836069		-486	-346	2005AJ....129.1483L									
12604	NLTT 31198	J123517266+13180547	188.8219167	13.30151944				M6.0	SPL	M5-7+M6-7	2006MNRAS.368.1917L	VLM	11.225	0.021	10.628	0.025	10.365	0.022	0.09						FLD-G	SPL				Y	2006MNRAS.368.1917L					**	NLTT 31198	M5-7+M6-7	2006MNRAS.368.1917L	11.99235157								219.5723116		76	206	2005AJ....129.1483L									
12605	BD+40 2875	J1521543104+394047077	230.4762917	39.67974167						F8		STAR	9.58	0.022	9.327	0.021	9.273	0.019																		Star	BD+40  2875	F8		11.14785894								19.80101008	1.4	-18.2	-7.8	2000A&A...355L..27H									
12606	WISE J00440339+0228106	J00440339+0228106	11.014125	2.469461111	2017arXiv170303774S			L7 red	2017arXiv170303774S	L7 red	2017arXiv170303774S	VLM	16.997	0.187	15.822	0.169	14.876	0.104	0.401						VL-G	SPL	Beta Pic	2017arXiv170303774S																35.21930539	6.307497885	35.21930539	6.307497885														
12607	WISE J01073875-1314137	J01073875-1314137	16.91145833	-13.23696389	2017arXiv170303774S			L7:	2017arXiv170303774S	L7:	2017arXiv170303774S	VLM	16.71	0.131	15.577	0.12	14.625	0.095	0.625						FLD-G	SPL																		61.7814732	10.032613	61.7814732	10.032613														
12608	WISE J01453523-0314129	J01453523-0314129	26.39679167	-3.236691667	2017arXiv170303774S			L9	2017arXiv170303774S	L9	2017arXiv170303774S	VLM	17.124	0.182	15.81	0.14	14.958	0.11	0.616																									31.11883378	5.704867396	31.11883378	5.704867396														
12609	WISE J02022929+2305139	J02022929+2305139	30.62204167	23.08696944	2017arXiv170303774S			L7	2017arXiv170303774S	L7	2017arXiv170303774S	VLM	17.221	0.23	15.858	0.129	15.206	0.146	0.295						INT-G	SPL																		38.79737913	7.366579201	38.79737913	7.366579201														
12610	WISE J02260916-1610004	J02260916-1610004	36.53816667	-16.16667778	2017arXiv170303774S			L7 red	2017arXiv170303774S	L7 red	2017arXiv170303774S	VLM	17.334	0.266	15.75	0.142	14.581	0.093	1.033						VL-G	SPL	AB Doradus	2017arXiv170303774S																42.1953898	7.860963341	42.1953898	7.860963341														
12611	WISE J03244023-1919056	J03244023-1919056	51.167625	-19.31807222	2017arXiv170303774S			L8 blue	2017arXiv170303774S	L8 blue	2017arXiv170303774S	VLM	17.007	0.205	15.591	0.154	14.605	0.111	0.732						INT-G	SPL																		31.62882563	5.348491111	31.62882563	5.348491111														
12612	WISE J04123277+1044083	J04123277+1044083	63.13654167	10.73556389	2017arXiv170303774S			L5: red	2017arXiv170303774S	L5: red	2017arXiv170303774S	VLM	17.606	0.255	16.144	0.164	15.242	0.113	0.654						INT-G	SPL																		53.62899714	9.698661203	53.62899714	9.698661203														
12613	WISE J04223134+0810127	J04223134+0810127	65.63058333	8.170019444	2017arXiv170303774S			L1	2017arXiv170303774S	L1	2017arXiv170303774S	VLM	17.272	0.226	16.043		15.24	0.135	0.782						FLD-G	SPL																		117.3158074	20.95924459	117.3158074	20.95924459														
12614	WISE J04364275+1901348	J04364275+1901348	69.178125	19.02613333	2017arXiv170303774S			L6	2017arXiv170303774S	L6	2017arXiv170303774S	VLM	17.121	0.175	15.657	0.098	14.868	0.094	0.683						FLD-G	SPL	Hyades	2017arXiv170303774S																63.5134688	12.58465555	63.5134688	12.58465555														
12615	WISE J04410556+2130015	J04410556+2130015	70.27316667	21.50029167	2017arXiv170303774S			L5 red	2017arXiv170303774S	L5 red	2017arXiv170303774S	VLM	17.274	0.218	16.141	0.168	15.197	0.13	0.367						INT-G	SPL	Hyades	2017arXiv170303774S																46.65416223	8.062367882	46.65416223	8.062367882														
12616	WISE J07053400-1839256	J07053400-1839256	106.3916667	-18.65696111	2017arXiv170303774S			L8	2017arXiv170303774S	L8	2017arXiv170303774S	VLM	16.778	0.129	15.498	0.092	14.701	0.092	0.407						INT-G	SPL																		29.51434481	5.220471759	29.51434481	5.220471759														
